season,age,team_abbr,lg,pos,g,gs,mp,fg,fga,fg_pct,threep,threepa,threep_pct,twop,twopa,twop_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,bbref_endpoint,player_name
1997,21.0,CLE,NBA,C,80.0,3.0,15.5,2.3,5.3,0.44,0.0,0.0,0.5,2.3,5.3,0.439,0.441,1.2,1.6,0.736,1.3,1.4,2.7,0.5,0.3,0.4,1.4,2.7,5.8,/players/p/potapvi01.html,Vitaly Potapenko
1998,22.0,CLE,NBA,C,80.0,0.0,17.7,2.9,6.1,0.48,0.0,0.0,0.0,2.9,6.1,0.48,0.48,1.3,1.8,0.708,1.4,2.5,3.9,0.7,0.3,0.4,1.7,2.5,7.1,/players/p/potapvi01.html,Vitaly Potapenko
1999,23.0,CLE,NBA,C,17.0,12.0,27.5,3.2,7.4,0.437,0.0,0.1,0.0,3.2,7.4,0.44,0.437,1.9,2.9,0.673,1.4,4.2,5.5,0.9,0.6,0.9,1.6,3.1,8.4,/players/p/potapvi01.html,Vitaly Potapenko
1999,23.0,BOS,NBA,C,33.0,32.0,28.1,4.5,8.7,0.521,0.0,0.0,0.0,4.5,8.7,0.521,0.521,1.8,3.2,0.547,2.8,4.5,7.2,1.8,0.7,0.6,2.2,3.5,10.8,/players/p/potapvi01.html,Vitaly Potapenko
1900,24.0,BOS,NBA,C,79.0,72.0,22.7,3.9,7.8,0.499,0.0,0.0,0.0,3.9,7.8,0.5,0.499,1.4,2.0,0.681,2.3,4.0,6.3,1.0,0.5,0.4,1.8,3.0,9.2,/players/p/potapvi01.html,Vitaly Potapenko
2001,25.0,BOS,NBA,C,82.0,7.0,23.2,3.0,6.4,0.476,0.0,0.0,0.0,3.0,6.4,0.476,0.476,1.4,1.9,0.728,2.5,3.5,6.0,0.8,0.6,0.3,1.3,2.8,7.5,/players/p/potapvi01.html,Vitaly Potapenko
2002,26.0,BOS,NBA,C,79.0,9.0,17.0,1.7,3.8,0.455,0.0,0.0,0.0,1.7,3.8,0.455,0.455,1.1,1.5,0.742,2.1,2.3,4.4,0.4,0.5,0.2,0.8,2.2,4.6,/players/p/potapvi01.html,Vitaly Potapenko
2003,27.0,SEA,NBA,C,26.0,2.0,15.5,1.6,3.6,0.441,0.0,0.0,0.0,1.6,3.6,0.441,0.441,0.8,1.1,0.759,1.0,2.5,3.4,0.2,0.3,0.3,1.0,1.8,4.0,/players/p/potapvi01.html,Vitaly Potapenko
2004,28.0,SEA,NBA,C,65.0,39.0,21.8,3.1,6.3,0.489,0.0,0.0,0.0,3.1,6.3,0.489,0.489,0.9,1.4,0.641,1.6,2.9,4.4,0.8,0.3,0.4,1.2,2.5,7.1,/players/p/potapvi01.html,Vitaly Potapenko
2005,29.0,SEA,NBA,C,33.0,1.0,10.2,1.4,2.6,0.517,0.0,0.0,0.0,1.4,2.6,0.523,0.517,0.8,0.9,0.871,0.9,1.5,2.4,0.3,0.2,0.1,0.4,1.6,3.5,/players/p/potapvi01.html,Vitaly Potapenko
2006,30.0,SEA,NBA,C,24.0,12.0,13.4,1.3,2.7,0.5,0.0,0.0,0.0,1.3,2.7,0.5,0.5,0.4,0.7,0.588,1.1,1.5,2.6,0.3,0.1,0.1,0.6,1.8,3.1,/players/p/potapvi01.html,Vitaly Potapenko
2006,30.0,SAC,NBA,C,9.0,0.0,3.6,0.6,0.8,0.714,0.0,0.0,0.0,0.6,0.8,0.714,0.714,0.0,0.0,0.0,0.1,0.1,0.2,0.2,0.0,0.0,0.2,0.7,1.1,/players/p/potapvi01.html,Vitaly Potapenko
2007,31.0,SAC,NBA,C,3.0,0.0,4.3,0.0,1.3,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.7,1.0,0.0,/players/p/potapvi01.html,Vitaly Potapenko
