season,age,team_abbr,lg,pos,g,gs,mp,fg,fga,fg_pct,threep,threepa,threep_pct,twop,twopa,twop_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,bbref_endpoint,player_name
2004,20.0,UTA,NBA,SF,79.0,14.0,14.5,1.9,4.8,0.396,0.2,0.9,0.271,1.6,3.9,0.425,0.422,0.8,1.1,0.774,0.6,1.5,2.0,0.8,0.5,0.2,0.8,2.4,4.8,/players/p/pavloal01.html,Sasha Pavlović
2005,21.0,CLE,NBA,SG,65.0,9.0,13.3,1.8,4.2,0.435,0.5,1.2,0.385,1.4,3.0,0.455,0.489,0.7,1.0,0.688,0.2,0.9,1.1,0.8,0.4,0.1,0.7,1.9,4.8,/players/p/pavloal01.html,Sasha Pavlović
2006,22.0,CLE,NBA,SG,53.0,19.0,15.3,1.6,4.0,0.41,0.7,1.8,0.365,1.0,2.2,0.448,0.493,0.6,0.9,0.653,0.3,1.2,1.5,0.5,0.4,0.1,0.8,1.9,4.5,/players/p/pavloal01.html,Sasha Pavlović
2007,23.0,CLE,NBA,SG,67.0,28.0,22.9,3.3,7.3,0.453,0.9,2.2,0.405,2.4,5.1,0.474,0.514,1.5,1.9,0.794,0.3,2.0,2.4,1.6,0.8,0.3,1.5,2.2,9.0,/players/p/pavloal01.html,Sasha Pavlović
2008,24.0,CLE,NBA,SG,51.0,45.0,23.3,2.9,7.9,0.362,0.7,2.2,0.298,2.2,5.7,0.388,0.404,1.0,1.5,0.688,0.7,1.8,2.5,1.6,0.6,0.1,1.1,2.3,7.4,/players/p/pavloal01.html,Sasha Pavlović
2009,25.0,CLE,NBA,SF,66.0,12.0,16.0,1.8,4.2,0.422,0.7,1.8,0.41,1.0,2.4,0.43,0.509,0.4,0.8,0.463,0.5,1.5,1.9,1.1,0.3,0.2,0.7,1.8,4.6,/players/p/pavloal01.html,Sasha Pavlović
2010,26.0,MIN,NBA,SF,71.0,0.0,12.4,1.5,4.2,0.363,0.5,1.7,0.297,1.0,2.6,0.407,0.422,0.1,0.4,0.385,0.2,1.5,1.6,0.8,0.3,0.1,0.7,1.2,3.7,/players/p/pavloal01.html,Sasha Pavlović
2011,27.0,DAL,NBA,SF,10.0,6.0,16.3,1.5,3.5,0.429,0.7,1.6,0.438,0.8,1.9,0.421,0.529,0.4,0.5,0.8,0.0,1.2,1.2,0.7,0.5,0.3,0.5,1.5,4.1,/players/p/pavloal01.html,Sasha Pavlović
2011,27.0,NOH,NBA,SG,4.0,1.0,12.5,0.5,2.8,0.182,0.0,1.3,0.0,0.5,1.5,0.333,0.182,0.0,0.0,0.0,0.0,1.5,1.5,1.5,0.0,1.0,0.3,1.0,1.0,/players/p/pavloal01.html,Sasha Pavlović
2011,27.0,BOS,NBA,SG,17.0,0.0,8.8,0.7,1.5,0.462,0.3,0.6,0.5,0.4,0.9,0.438,0.558,0.1,0.3,0.4,0.1,0.8,0.8,0.2,0.3,0.0,0.4,0.9,1.8,/players/p/pavloal01.html,Sasha Pavlović
2012,28.0,BOS,NBA,SF,45.0,7.0,11.7,1.1,2.8,0.391,0.4,1.3,0.293,0.7,1.6,0.471,0.457,0.1,0.2,0.375,0.1,1.5,1.6,0.4,0.4,0.3,0.4,1.2,2.7,/players/p/pavloal01.html,Sasha Pavlović
2013,29.0,POR,NBA,SG,39.0,1.0,13.5,1.1,3.1,0.353,0.5,1.5,0.3,0.6,1.5,0.407,0.429,0.0,0.2,0.167,0.2,1.3,1.4,0.8,0.6,0.1,0.4,1.5,2.6,/players/p/pavloal01.html,Sasha Pavlović
