date,away_abbr,away_pts,home_abbr,home_pts,playoff_game
20181016,PHI,87,BOS,105,0
20181016,OKC,100,GSW,108,0
20181017,MIL,113,CHO,112,0
20181017,BRK,100,DET,103,0
20181017,MEM,83,IND,111,0
20181017,MIA,101,ORL,104,0
20181017,ATL,107,NYK,126,0
20181017,CLE,104,TOR,116,0
20181017,NOP,131,HOU,112,0
20181017,MIN,108,SAS,112,0
20181017,UTA,123,SAC,117,0
20181017,DEN,107,LAC,98,0
20181017,DAL,100,PHO,121,0
20181018,CHI,108,PHI,127,0
20181018,MIA,113,WAS,112,0
20181018,LAL,119,POR,128,0
20181019,CHO,120,ORL,88,0
20181019,NYK,105,BRK,107,0
20181019,ATL,117,MEM,131,0
20181019,CLE,123,MIN,131,0
20181019,SAC,129,NOP,149,0
20181019,BOS,101,TOR,113,0
20181019,IND,101,MIL,118,0
20181019,OKC,92,LAC,108,0
20181019,GSW,124,UTA,123,0
20181020,BRK,112,IND,132,0
20181020,TOR,117,WAS,113,0
20181020,BOS,103,NYK,101,0
20181020,ORL,115,PHI,116,0
20181020,DET,118,CHI,116,0
20181020,CHO,113,MIA,112,0
20181020,MIN,136,DAL,140,0
20181020,PHO,91,DEN,119,0
20181020,SAS,108,POR,121,0
20181020,HOU,124,LAL,115,0
20181021,ATL,133,CLE,111,0
20181021,SAC,131,OKC,120,0
20181021,GSW,98,DEN,100,0
20181021,HOU,112,LAC,115,0
20181022,ORL,93,BOS,90,0
20181022,CHO,106,TOR,127,0
20181022,NYK,113,MIL,124,0
20181022,IND,91,MIN,101,0
20181022,CHI,109,DAL,115,0
20181022,MEM,92,UTA,84,0
20181022,WAS,125,POR,124,0
20181022,PHO,103,GSW,123,0
20181022,SAS,143,LAL,142,0
20181023,PHI,132,DET,133,0
20181023,LAC,109,NOP,116,0
20181023,SAC,112,DEN,126,0
20181024,DAL,104,ATL,111,0
20181024,BRK,102,CLE,86,0
20181024,NYK,87,MIA,110,0
20181024,MIN,105,TOR,112,0
20181024,CHO,110,CHI,112,0
20181024,UTA,100,HOU,89,0
20181024,IND,116,SAS,96,0
20181024,PHI,108,MIL,123,0
20181024,LAL,131,PHO,113,0
20181024,MEM,92,SAC,97,0
20181024,WAS,122,GSW,144,0
20181025,CLE,103,DET,110,0
20181025,POR,128,ORL,114,0
20181025,BOS,101,OKC,95,0
20181025,DEN,114,LAL,121,0
20181026,CHI,106,CHO,135,0
20181026,GSW,128,NYK,100,0
20181026,DAL,107,TOR,116,0
20181026,LAC,133,HOU,113,0
20181026,MIL,125,MIN,95,0
20181026,BRK,115,NOP,117,0
20181026,WAS,112,SAC,116,0
20181027,BOS,109,DET,89,0
20181027,UTA,132,NOP,111,0
20181027,CHI,97,ATL,85,0
20181027,IND,119,CLE,107,0
20181027,CHO,103,PHI,105,0
20181027,PHO,96,MEM,117,0
20181027,POR,111,MIA,120,0
20181027,ORL,91,MIL,113,0
20181027,LAL,106,SAS,110,0
20181028,GSW,120,BRK,114,0
20181028,UTA,113,DAL,104,0
20181028,PHO,110,OKC,117,0
20181028,WAS,104,LAC,136,0
20181029,POR,103,IND,93,0
20181029,ATL,92,PHI,113,0
20181029,SAC,123,MIA,113,0
20181029,BRK,96,NYK,115,0
20181029,GSW,149,CHI,124,0
20181029,TOR,109,MIL,124,0
20181029,LAL,120,MIN,124,0
20181029,DAL,108,SAS,113,0
20181029,NOP,111,DEN,116,0
20181030,MIA,113,CHO,125,0
20181030,ATL,114,CLE,136,0
20181030,SAC,107,ORL,99,0
20181030,DET,105,BOS,108,0
20181030,PHI,112,TOR,129,0
20181030,POR,104,HOU,85,0
20181030,WAS,95,MEM,107,0
20181030,LAC,110,OKC,128,0
20181031,DET,119,BRK,120,0
20181031,DEN,108,CHI,107,0
20181031,UTA,125,MIN,128,0
20181031,IND,107,NYK,101,0
20181031,NOP,121,GSW,131,0
20181031,DAL,113,LAL,114,0
20181031,SAS,120,PHO,90,0
20181101,OKC,111,CHO,107,0
20181101,DEN,110,CLE,91,0
20181101,LAC,113,PHI,122,0
20181101,SAC,146,ATL,115,0
20181101,MIL,113,BOS,117,0
20181101,NOP,119,POR,132,0
20181102,LAC,120,ORL,95,0
20181102,HOU,119,BRK,111,0
20181102,IND,107,CHI,105,0
20181102,OKC,134,WAS,111,0
20181102,NYK,118,DAL,106,0
20181102,MEM,110,UTA,100,0
20181102,TOR,107,PHO,98,0
20181102,MIN,99,GSW,116,0
20181103,DET,99,PHI,109,0
20181103,CLE,94,CHO,126,0
20181103,BOS,101,IND,102,0
20181103,MIA,118,ATL,123,0
20181103,HOU,96,CHI,88,0
20181103,NOP,95,SAS,109,0
20181103,UTA,88,DEN,103,0
20181103,LAL,114,POR,110,0
20181104,SAC,109,MIL,144,0
20181104,PHI,97,BRK,122,0
20181104,NYK,95,WAS,108,0
20181104,ORL,117,SAS,110,0
20181104,MEM,100,PHO,102,0
20181104,MIN,81,POR,111,0
20181104,TOR,121,LAL,107,0
20181105,MIA,120,DET,115,0
20181105,HOU,98,IND,94,0
20181105,CLE,100,ORL,102,0
20181105,CHI,116,NYK,115,0
20181105,NOP,116,OKC,122,0
20181105,BOS,107,DEN,115,0
20181105,TOR,124,UTA,111,0
20181105,MEM,101,GSW,117,0
20181105,MIN,109,LAC,120,0
20181106,ATL,102,CHO,113,0
20181106,WAS,100,DAL,119,0
20181106,BRK,104,PHO,82,0
20181106,MIL,103,POR,118,0
20181107,OKC,95,CLE,86,0
20181107,DET,103,ORL,96,0
20181107,NYK,112,ATL,107,0
20181107,SAS,88,MIA,95,0
20181107,PHI,100,IND,94,0
20181107,DEN,87,MEM,89,0
20181107,CHI,98,NOP,107,0
20181107,DAL,102,UTA,117,0
20181107,TOR,114,SAC,105,0
20181107,MIN,110,LAL,114,0
20181108,HOU,80,OKC,98,0
20181108,BOS,116,PHO,109,0
20181108,LAC,105,POR,116,0
20181108,MIL,134,GSW,111,0
20181109,WAS,108,ORL,117,0
20181109,CHO,132,PHI,133,0
20181109,DET,124,ATL,109,0
20181109,IND,110,MIA,102,0
20181109,BRK,112,DEN,110,0
20181109,BOS,115,UTA,123,0
20181109,MIN,110,SAC,121,0
20181110,NYK,112,TOR,128,0
20181110,MIL,126,LAC,128,0
20181110,PHO,99,NOP,119,0
20181110,CLE,98,CHI,99,0
20181110,PHI,106,MEM,112,0
20181110,WAS,116,MIA,110,0
20181110,BRK,100,GSW,116,0
20181110,HOU,89,SAS,96,0
20181110,OKC,96,DAL,111,0
20181110,LAL,101,SAC,86,0
20181111,CHO,113,DET,103,0
20181111,IND,103,HOU,115,0
20181111,ORL,115,NYK,89,0
20181111,MIL,121,DEN,114,0
20181111,BOS,94,POR,100,0
20181111,ATL,106,LAL,107,0
20181112,ORL,109,WAS,117,0
20181112,PHI,124,MIA,114,0
20181112,NOP,126,TOR,110,0
20181112,DAL,103,CHI,98,0
20181112,UTA,96,MEM,88,0
20181112,BRK,113,MIN,120,0
20181112,PHO,101,OKC,118,0
20181112,SAS,99,SAC,104,0
20181112,GSW,116,LAC,121,0
20181113,CHO,89,CLE,113,0
20181113,HOU,109,DEN,99,0
20181113,ATL,103,GSW,110,0
20181114,PHI,106,ORL,111,0
20181114,CLE,95,WAS,119,0
20181114,CHI,82,BOS,111,0
20181114,MIA,120,BRK,107,0
20181114,DET,106,TOR,104,0
20181114,MEM,116,MIL,113,0
20181114,NOP,100,MIN,107,0
20181114,NYK,103,OKC,128,0
20181114,UTA,68,DAL,118,0
20181114,SAS,96,PHO,116,0
20181114,POR,117,LAL,126,0
20181115,GSW,86,HOU,107,0
20181115,ATL,93,DEN,138,0
