date,away_abbr,away_pts,home_abbr,home_pts,playoff_game
20101026,MIA,80,BOS,88,0
20101026,PHO,92,POR,106,0
20101026,HOU,110,LAL,112,0
20101027,BOS,87,CLE,95,0
20101027,NYK,98,TOR,93,0
20101027,MIA,97,PHI,87,0
20101027,DET,98,NJN,101,0
20101027,CHI,95,OKC,106,0
20101027,MIL,91,NOH,95,0
20101027,SAC,117,MIN,116,0
20101027,ATL,119,MEM,104,0
20101027,IND,109,SAS,122,0
20101027,CHA,86,DAL,101,0
20101027,UTA,88,DEN,110,0
20101027,POR,98,LAC,88,0
20101027,HOU,128,GSW,132,0
20101028,WAS,83,ORL,112,0
20101028,PHO,110,UTA,94,0
20101029,IND,104,CHA,101,0
20101029,CLE,81,TOR,101,0
20101029,ATL,104,PHI,101,0
20101029,SAC,100,NJN,106,0
20101029,NYK,101,BOS,105,0
20101029,OKC,105,DET,104,0
20101029,DEN,95,NOH,101,0
20101029,ORL,70,MIA,96,0
20101029,MIL,85,MIN,96,0
20101029,MEM,91,DAL,90,0
20101029,LAC,91,GSW,109,0
20101029,LAL,114,PHO,106,0
20101030,WAS,95,ATL,99,0
20101030,POR,100,NYK,95,0
20101030,SAC,107,CLE,104,0
20101030,PHI,86,IND,99,0
20101030,MIN,89,MEM,109,0
20101030,DET,91,CHI,101,0
20101030,DEN,107,HOU,94,0
20101030,CHA,88,MIL,98,0
20101030,NOH,99,SAS,90,0
20101031,MIA,101,NJN,78,0
20101031,DAL,99,LAC,83,0
20101031,UTA,120,OKC,99,0
20101031,GSW,83,LAL,107,0
20101101,POR,98,CHI,110,0
20101101,TOR,108,SAC,111,0
20101101,SAS,97,LAC,88,0
20101102,ATL,100,CLE,88,0
20101102,PHI,115,WAS,116,0
20101102,BOS,109,DET,86,0
20101102,MIN,97,MIA,129,0
20101102,POR,90,MIL,76,0
20101102,MEM,105,LAL,124,0
20101103,DET,85,ATL,94,0
20101103,CHA,85,NJN,83,0
20101103,MIN,86,ORL,128,0
20101103,IND,75,PHI,101,0
20101103,MIL,102,BOS,105,0
20101103,NOH,107,HOU,99,0
20101103,DAL,102,DEN,101,0
20101103,TOR,108,UTA,125,0
20101103,SAS,112,PHO,110,0
20101103,MEM,109,GSW,115,0
20101103,OKC,92,LAC,107,0
20101103,LAL,112,SAC,100,0
20101104,NYK,120,CHI,112,0
20101104,OKC,107,POR,106,0
20101105,MIL,94,IND,90,0
20101105,NJN,90,ORL,105,0
20101105,CLE,123,PHI,116,0
20101105,CHA,90,DET,97,0
20101105,WAS,91,NYK,112,0
20101105,CHI,105,BOS,110,0
20101105,ATL,113,MIN,103,0
20101105,MIA,93,NOH,96,0
20101105,MEM,118,PHO,123,0
20101105,LAC,104,DEN,111,0
20101105,UTA,78,GSW,85,0
20101105,TOR,103,LAL,108,0
20101106,ORL,91,CHA,88,0
20101106,CLE,107,WAS,102,0
20101106,NJN,89,MIA,101,0
20101106,NOH,87,MIL,81,0
20101106,HOU,121,SAS,124,0
20101106,DEN,103,DAL,92,0
20101106,LAC,107,UTA,109,0
20101106,TOR,84,POR,97,0
20101106,MEM,100,SAC,91,0
20101107,PHI,106,NYK,96,0
20101107,PHO,118,ATL,114,0
20101107,GSW,97,DET,102,0
20101107,MIN,94,HOU,120,0
20101107,BOS,92,OKC,83,0
20101107,POR,96,LAL,121,0
20101108,SAS,95,CHA,91,0
20101108,ATL,89,ORL,93,0
20101108,GSW,109,TOR,102,0
20101108,DEN,92,CHI,94,0
20101108,PHO,99,MEM,109,0
20101108,BOS,87,DAL,89,0
20101109,DEN,113,IND,144,0
