date,away_abbr,away_pts,home_abbr,home_pts,playoff_game
20111225,BOS,104,NYK,106,0
20111225,MIA,105,DAL,94,0
20111225,CHI,88,LAL,87,0
20111225,ORL,89,OKC,97,0
20111225,LAC,105,GSW,86,0
20111226,TOR,104,CLE,96,0
20111226,NJN,90,WAS,84,0
20111226,HOU,95,ORL,104,0
20111226,DET,79,IND,91,0
20111226,MIL,95,CHA,96,0
20111226,OKC,104,MIN,100,0
20111226,DEN,115,DAL,93,0
20111226,MEM,82,SAS,95,0
20111226,NOH,85,PHO,84,0
20111226,PHI,103,POR,107,0
20111226,LAL,91,SAC,100,0
20111226,CHI,91,GSW,99,0
20111227,ATL,106,NJN,70,0
20111227,BOS,107,MIA,115,0
20111227,MIN,95,MIL,98,0
20111227,SAC,79,POR,101,0
20111227,UTA,71,LAL,96,0
20111228,IND,90,TOR,85,0
20111228,MIA,96,CHA,95,0
20111228,WAS,83,ATL,101,0
20111228,CLE,105,DET,89,0
20111228,BOS,78,NOH,97,0
20111228,OKC,98,MEM,95,0
20111228,LAC,90,SAS,115,0
20111228,PHI,103,PHO,83,0
20111228,UTA,100,DEN,117,0
20111228,NYK,78,GSW,92,0
20111229,NJN,78,ORL,94,0
20111229,SAS,85,HOU,105,0
20111229,DAL,102,OKC,104,0
20111229,DEN,102,POR,111,0
20111229,CHI,108,SAC,98,0
20111229,NYK,82,LAL,99,0
20111230,ORL,100,CHA,79,0
20111230,CLE,91,IND,98,0
20111230,NJN,98,ATL,105,0
20111230,DET,85,BOS,96,0
20111230,PHO,93,NOH,78,0
20111230,HOU,93,MEM,113,0
20111230,MIA,103,MIN,101,0
20111230,TOR,86,DAL,99,0
20111230,WAS,81,MIL,102,0
20111230,PHI,99,UTA,102,0
20111230,CHI,114,LAC,101,0
20111231,DEN,89,LAL,92,0
20111231,IND,88,DET,96,0
20111231,ATL,84,HOU,95,0
20111231,PHO,97,OKC,107,0
20111231,NYK,114,SAC,92,0
20111231,UTA,89,SAS,104,0
20111231,PHI,107,GSW,79,0
20120101,NJN,82,CLE,98,0
20120101,CHA,90,MIA,129,0
20120101,TOR,96,ORL,102,0
20120101,BOS,94,WAS,86,0
20120101,DAL,82,MIN,99,0
20120101,MEM,64,CHI,104,0
20120101,LAL,90,DEN,99,0
20120101,NOH,80,SAC,96,0
20120101,POR,88,LAC,93,0
20120102,GSW,91,PHO,102,0
20120102,WAS,92,BOS,100,0
20120102,ORL,78,DET,89,0
20120102,ATL,100,MIA,92,0
20120102,IND,108,NJN,94,0
20120102,TOR,90,NYK,85,0
20120102,SAS,96,MIN,106,0
20120102,OKC,87,DAL,100,0
20120102,MIL,86,DEN,91,0
20120102,NOH,90,UTA,94,0
20120103,CHA,101,CLE,115,0
20120103,ATL,74,CHI,76,0
20120103,SAC,96,MEM,113,0
20120103,POR,103,OKC,93,0
20120103,MIL,73,UTA,85,0
20120103,HOU,99,LAL,108,0
20120104,WAS,85,ORL,103,0
20120104,CLE,77,TOR,92,0
20120104,NJN,70,BOS,89,0
20120104,CHI,99,DET,83,0
20120104,IND,83,MIA,118,0
20120104,CHA,118,NYK,110,0
20120104,MEM,90,MIN,86,0
20120104,PHI,101,NOH,93,0
20120104,PHO,89,DAL,98,0
20120104,GSW,95,SAS,101,0
20120104,SAC,83,DEN,110,0
20120104,HOU,89,LAC,117,0
20120105,MIA,116,ATL,109,0
20120105,DAL,71,SAS,93,0
20120105,MIL,100,SAC,103,0
20120105,LAL,96,POR,107,0
20120106,ATL,102,CHA,96,0
20120106,DET,73,PHI,96,0
20120106,NJN,97,TOR,85,0
20120106,NYK,99,WAS,96,0
20120106,IND,87,BOS,74,0
20120106,CLE,98,MIN,87,0
20120106,DEN,96,NOH,88,0
20120106,HOU,94,OKC,109,0
20120106,CHI,97,ORL,83,0
20120106,MEM,85,UTA,94,0
20120106,GSW,90,LAL,97,0
20120106,POR,77,PHO,102,0
20120107,CHI,94,ATL,109,0
20120107,CHA,77,IND,99,0
20120107,NYK,103,DET,80,0
20120107,MIA,101,NJN,90,0
20120107,OKC,98,HOU,95,0
20120107,TOR,62,PHI,97,0
20120107,DEN,117,SAS,121,0
20120107,NOH,81,DAL,96,0
20120107,UTA,88,GSW,87,0
20120107,MIL,86,LAC,92,0
20120108,MIN,93,WAS,72,0
20120108,ORL,104,SAC,97,0
20120108,SAS,96,OKC,108,0
20120108,MIL,93,PHO,109,0
20120108,CLE,78,POR,98,0
20120108,MEM,82,LAL,90,0
20120109,IND,86,PHI,96,0
20120109,MIN,87,TOR,97,0
20120109,ATL,106,NJN,101,0
20120109,CHA,87,NYK,91,0
20120109,DET,68,CHI,92,0
20120109,NOH,94,DEN,81,0
20120110,HOU,82,CHA,70,0
20120110,SAC,85,PHI,112,0
20120110,TOR,78,WAS,93,0
20120110,DAL,100,DET,86,0
20120110,OKC,100,MEM,95,0
20120110,SAS,103,MIL,106,0
20120110,CHI,111,MIN,100,0
20120110,CLE,105,UTA,113,0
20120110,LAC,97,POR,105,0
20120110,MIA,106,GSW,111,0
20120110,PHO,83,LAL,99,0
20120111,ATL,84,IND,96,0
20120111,SAC,98,TOR,91,0
20120111,PHI,79,NYK,85,0
20120111,DAL,90,BOS,85,0
20120111,WAS,64,CHI,78,0
20120111,OKC,95,NOH,85,0
20120111,HOU,95,SAS,101,0
20120111,NJN,115,DEN,123,0
20120111,LAL,90,UTA,87,0
20120111,ORL,107,POR,104,0
20120111,MIA,89,LAC,95,0
20120112,CHA,81,ATL,111,0
20120112,NYK,83,MEM,94,0
20120112,DET,93,MIL,102,0
20120112,CLE,101,PHO,90,0
20120112,ORL,117,GSW,109,0
20120113,DET,98,CHA,81,0
20120113,WAS,89,PHI,120,0
20120113,IND,95,TOR,90,0
20120113,CHI,88,BOS,79,0
20120113,SAC,89,HOU,103,0
20120113,MIN,87,NOH,80,0
20120113,MIL,76,DAL,102,0
20120113,POR,83,SAS,99,0
20120113,NJN,110,PHO,103,0
20120113,MIA,104,DEN,117,0
20120113,CLE,92,LAL,97,0
20120114,MIN,91,ATL,93,0
20120114,GSW,100,CHA,112,0
20120114,BOS,83,IND,97,0
20120114,PHI,103,WAS,90,0
20120114,TOR,64,CHI,77,0
20120114,POR,105,HOU,107,0
20120114,NOH,99,MEM,108,0
20120114,NYK,92,OKC,104,0
20120114,SAC,60,DAL,99,0
20120114,NJN,94,UTA,107,0
20120114,LAL,94,LAC,102,0
20120115,GSW,99,DET,91,0
20120115,UTA,106,DEN,96,0
20120115,PHO,91,SAS,102,0
20120116,CHI,86,MEM,102,0
20120116,ORL,102,NYK,93,0
20120116,CLE,102,CHA,94,0
20120116,MIL,82,PHI,94,0
20120116,HOU,114,WAS,106,0
20120116,POR,84,NOH,77,0
20120116,NJN,91,LAC,101,0
20120116,TOR,84,ATL,93,0
20120116,OKC,97,BOS,88,0
20120116,SAC,86,MIN,99,0
20120116,DAL,70,LAL,73,0
20120117,GSW,105,CLE,95,0
20120117,CHA,89,ORL,96,0
20120117,SAS,98,MIA,120,0
20120117,PHO,97,CHI,118,0
20120117,DET,80,HOU,97,0
20120117,DEN,105,MIL,95,0
20120117,LAC,79,UTA,108,0
20120118,SAS,85,ORL,83,0
20120118,DEN,108,PHI,104,0
20120118,OKC,102,WAS,105,0
20120118,TOR,73,BOS,96,0
20120118,GSW,100,NJN,107,0
20120118,PHO,91,NYK,88,0
20120118,POR,89,ATL,92,0
20120118,DET,85,MIN,93,0
20120118,MEM,93,NOH,87,0
20120118,IND,88,SAC,92,0
20120118,DAL,89,LAC,91,0
20120119,NOH,88,HOU,90,0
20120119,LAL,87,MIA,98,0
20120119,DAL,94,UTA,91,0
20120120,ATL,76,PHI,90,0
20120120,POR,94,TOR,84,0
20120120,DEN,108,WAS,104,0
20120120,PHO,79,BOS,71,0
20120120,CHI,114,CLE,75,0
20120120,MEM,98,DET,81,0
20120120,MIL,100,NYK,86,0
20120120,LAL,80,ORL,92,0
20120120,SAC,88,SAS,86,0
20120120,IND,94,GSW,91,0
20120120,MIN,101,LAC,98,0
20120121,CLE,94,ATL,121,0
20120121,POR,91,DET,94,0
20120121,PHI,92,MIA,113,0
20120121,DEN,119,NYK,114,0
20120121,CHA,89,CHI,95,0
20120121,SAS,102,HOU,105,0
20120121,SAC,95,MEM,128,0
20120121,OKC,84,NJN,74,0
20120121,DAL,83,NOH,81,0
20120121,MIN,98,UTA,108,0
20120122,BOS,100,WAS,94,0
20120122,TOR,91,LAC,103,0
20120122,MIL,91,MIA,82,0
20120122,CHA,87,NJN,97,0
20120122,IND,98,LAL,96,0
20120123,WAS,83,PHI,103,0
20120123,ORL,56,BOS,87,0
20120123,NJN,95,CHI,110,0
20120123,ATL,97,MIL,92,0
20120123,HOU,107,MIN,92,0
20120123,SAS,104,NOH,102,0
20120123,DET,79,OKC,99,0
20120123,PHO,87,DAL,93,0
20120123,SAC,89,POR,101,0
20120123,MEM,91,GSW,90,0
20120124,NYK,111,CHA,78,0
20120124,ORL,102,IND,83,0
20120124,CLE,85,MIA,92,0
20120124,TOR,99,PHO,96,0
20120124,MEM,84,POR,97,0
20120125,NYK,81,CLE,91,0
20120125,NJN,97,PHI,90,0
20120125,CHA,75,WAS,92,0
20120125,MIA,101,DET,98,0
20120125,IND,95,CHI,90,0
20120125,MIL,105,HOU,99,0
20120125,NOH,91,OKC,101,0
20120125,MIN,105,DAL,90,0
20120125,ATL,83,SAS,105,0
20120125,TOR,111,UTA,106,0
20120125,DEN,122,SAC,93,0
20120125,POR,93,GSW,101,0
20120125,LAC,91,LAL,96,0
20120126,BOS,91,ORL,83,0
20120126,MEM,91,LAC,98,0
20120127,CHA,72,PHI,89,0
20120127,IND,87,BOS,94,0
20120127,NJN,99,CLE,96,0
20120127,ATL,107,DET,101,0
20120127,MIL,100,CHI,107,0
20120127,WAS,76,HOU,103,0
20120127,NYK,89,MIA,99,0
20120127,SAS,79,MIN,87,0
20120127,ORL,67,NOH,93,0
20120127,UTA,101,DAL,116,0
20120127,TOR,81,DEN,96,0
20120127,PHO,71,POR,109,0
20120127,OKC,120,GSW,109,0
20120128,WAS,102,CHA,99,0
20120128,DET,74,PHI,95,0
20120128,NYK,84,HOU,97,0
20120128,LAL,89,MIL,100,0
20120128,MEM,84,PHO,86,0
20120128,SAC,93,UTA,96,0
20120129,CHI,93,MIA,97,0
20120129,CLE,88,BOS,87,0
20120129,TOR,94,NJN,73,0
20120129,IND,106,ORL,85,0
20120129,SAS,100,DAL,101,0
20120129,LAL,106,MIN,101,0
20120129,ATL,94,NOH,72,0
20120129,LAC,109,DEN,105,0
20120130,ORL,69,PHI,74,0
20120130,CHI,98,WAS,88,0
20120130,NOH,95,MIA,109,0
20120130,MIN,120,HOU,108,0
20120130,SAS,83,MEM,73,0
20120130,DET,82,MIL,103,0
20120130,DAL,122,PHO,99,0
20120130,POR,89,UTA,93,0
20120130,OKC,100,LAC,112,0
20120131,BOS,93,CLE,90,0
20120131,NJN,99,IND,106,0
20120131,ATL,100,TOR,77,0
20120131,DET,86,NYK,113,0
20120131,DEN,97,MEM,100,0
20120131,SAC,90,GSW,93,0
20120131,CHA,73,LAL,106,0
20120201,WAS,103,ORL,109,0
20120201,CHI,82,PHI,98,0
20120201,TOR,64,BOS,100,0
20120201,DET,96,NJN,99,0
20120201,OKC,95,DAL,86,0
20120201,MIA,97,MIL,105,0
20120201,IND,109,MIN,99,0
20120201,PHO,120,NOH,103,0
20120201,HOU,91,SAS,99,0
20120201,CHA,68,POR,112,0
20120201,LAC,107,UTA,105,0
20120202,MEM,96,ATL,77,0
20120202,CHI,105,NYK,102,0
20120202,NOH,81,SAS,93,0
20120202,POR,92,SAC,95,0
20120202,UTA,101,GSW,119,0
20120202,DEN,112,LAC,91,0
20120203,CLE,94,ORL,102,0
20120203,MIA,99,PHI,79,0
20120203,WAS,89,TOR,106,0
20120203,MIL,80,DET,88,0
20120203,MIN,108,NJN,105,0
20120203,NYK,89,BOS,91,0
20120203,PHO,81,HOU,99,0
20120203,MEM,94,OKC,101,0
20120203,IND,98,DAL,87,0
20120203,LAL,93,DEN,89,0
20120204,PHI,98,ATL,87,0
20120204,ORL,85,IND,81,0
20120204,LAC,107,WAS,81,0
20120204,DAL,88,CLE,91,0
20120204,NOH,87,DET,89,0
20120204,NJN,92,NYK,99,0
20120204,HOU,91,MIN,100,0
20120204,CHI,113,MIL,90,0
20120204,OKC,96,SAS,107,0
20120204,CHA,89,PHO,95,0
20120204,LAL,87,UTA,96,0
20120204,DEN,97,POR,117,0
20120204,GSW,106,SAC,114,0
20120205,MEM,80,BOS,98,0
20120205,TOR,89,MIA,95,0
20120206,LAC,107,ORL,102,0
20120206,LAL,90,PHI,95,0
20120206,TOR,108,WAS,111,0
20120206,PHO,99,ATL,90,0
20120206,CHI,108,NJN,87,0
20120206,UTA,88,NYK,99,0
20120206,SAS,89,MEM,84,0
20120206,SAC,100,NOH,92,0
20120206,HOU,99,DEN,90,0
20120206,OKC,111,POR,107,0
20120207,UTA,99,IND,104,0
20120207,CHA,84,BOS,94,0
20120207,CLE,91,MIA,107,0
20120207,PHO,107,MIL,105,0
20120207,SAC,84,MIN,86,0
20120207,OKC,119,GSW,116,0
20120208,LAC,92,CLE,99,0
20120208,MIA,89,ORL,102,0
20120208,SAS,100,PHI,90,0
20120208,MIL,105,TOR,99,0
20120208,NYK,107,WAS,93,0
20120208,IND,87,ATL,97,0
20120208,DET,99,NJN,92,0
20120208,MIN,80,MEM,85,0
20120208,CHI,90,NOH,67,0
20120208,DAL,105,DEN,95,0
20120208,HOU,103,POR,96,0
20120209,LAL,88,BOS,87,0
20120209,GSW,109,DEN,101,0
20120209,HOU,96,PHO,89,0
20120209,OKC,101,SAC,106,0
20120210,CHI,95,CHA,64,0
20120210,ATL,89,ORL,87,0
20120210,LAC,78,PHI,77,0
20120210,BOS,74,TOR,86,0
20120210,MIA,106,WAS,89,0
20120210,MIL,113,CLE,112,0
20120210,NJN,92,DET,109,0
20120210,IND,92,MEM,98,0
20120210,DAL,104,MIN,97,0
20120210,POR,94,NOH,86,0
20120210,LAL,85,NYK,92,0
20120210,OKC,101,UTA,87,0
20120211,LAC,111,CHA,86,0
20120211,DEN,113,IND,109,0
20120211,PHI,99,CLE,84,0
20120211,NYK,100,MIN,98,0
20120211,SAS,103,NJN,89,0
20120211,POR,94,DAL,97,0
20120211,ORL,99,MIL,94,0
20120211,PHO,98,SAC,84,0
20120212,LAL,94,TOR,92,0
20120212,CHI,91,BOS,95,0
20120212,WAS,98,DET,77,0
20120212,MIA,107,ATL,87,0
20120212,HOU,97,GSW,106,0
20120212,UTA,98,MEM,88,0
20120213,PHI,98,CHA,89,0
20120213,MIN,89,ORL,102,0
20120213,MIA,114,MIL,96,0
20120213,UTA,80,NOH,86,0
20120213,LAC,92,DAL,96,0
20120213,PHO,96,GSW,102,0
20120214,MIA,105,IND,90,0
20120214,NYK,90,TOR,87,0
20120214,SAS,99,DET,95,0
20120214,SAC,115,CHI,121,0
20120214,HOU,83,MEM,93,0
20120214,UTA,85,OKC,111,0
20120214,PHO,92,DEN,109,0
20120214,WAS,124,POR,109,0
20120214,ATL,78,LAL,86,0
20120215,PHI,87,ORL,103,0
20120215,SAS,113,TOR,106,0
20120215,DET,98,BOS,88,0
20120215,IND,87,CLE,98,0
20120215,MEM,105,NJN,100,0
20120215,SAC,85,NYK,100,0
20120215,OKC,95,HOU,96,0
20120215,NOH,92,MIL,89,0
20120215,CHA,90,MIN,102,0
20120215,DEN,84,DAL,102,0
20120215,ATL,101,PHO,99,0
20120215,POR,93,GSW,91,0
20120215,WAS,84,LAC,102,0
20120216,NJN,88,IND,93,0
20120216,BOS,80,CHI,89,0
20120216,LAC,74,POR,71,0
20120217,MIL,85,ORL,94,0
20120217,CHA,98,TOR,91,0
20120217,MIA,111,CLE,87,0
20120217,SAC,108,DET,114,0
20120217,MIN,111,HOU,98,0
20120217,DEN,102,MEM,103,0
20120217,NOH,89,NYK,85,0
20120217,GSW,87,OKC,110,0
20120217,DAL,82,PHI,75,0
20120217,WAS,100,UTA,114,0
20120217,PHO,99,LAL,111,0
20120218,SAS,103,LAC,100,0
20120218,NJN,97,CHI,85,0
20120218,GSW,103,MEM,104,0
20120218,ATL,77,POR,97,0
20120219,DAL,97,NYK,104,0
20120219,ORL,78,MIA,90,0
20120219,SAC,92,CLE,93,0
20120219,BOS,81,DET,96,0
20120219,CHA,73,IND,108,0
20120219,UTA,85,HOU,101,0
20120219,PHI,91,MIN,92,0
20120219,MIL,92,NJN,85,0
20120219,DEN,118,OKC,124,0
20120219,LAL,90,PHO,102,0
20120220,ATL,79,CHI,90,0
20120220,NJN,100,NYK,92,0
20120220,BOS,73,DAL,89,0
20120220,MEM,93,HOU,97,0
20120220,ORL,93,MIL,90,0
20120220,NOH,93,OKC,101,0
20120220,MIN,101,DEN,103,0
20120220,WAS,88,PHO,104,0
20120220,SAS,106,UTA,102,0
20120220,LAC,97,GSW,104,0
20120220,POR,92,LAL,103,0
20120221,DET,100,CLE,101,0
20120221,NOH,108,IND,117,0
20120221,SAC,108,MIA,120,0
20120221,PHI,76,MEM,89,0
20120221,SAS,97,POR,137,0
20120222,IND,102,CHA,88,0
20120222,NOH,89,CLE,84,0
20120222,BOS,104,OKC,119,0
20120222,DET,93,TOR,103,0
20120222,SAC,115,WAS,107,0
20120222,ORL,108,NJN,91,0
20120222,ATL,82,NYK,99,0
20120222,MIL,91,CHI,110,0
20120222,PHI,87,HOU,93,0
20120222,UTA,98,MIN,100,0
20120222,GSW,106,PHO,104,0
20120222,LAL,96,DAL,91,0
20120222,DEN,95,LAC,103,0
20120223,NYK,88,MIA,102,0
20120223,ORL,78,ATL,83,0
20120223,SAS,114,DEN,99,0
20120223,LAL,85,OKC,100,0
20120228,BOS,86,CLE,83,0
20120228,GSW,78,IND,102,0
20120228,PHI,97,DET,68,0
20120228,NOH,95,CHI,99,0
20120228,TOR,85,HOU,88,0
20120228,WAS,118,MIL,119,0
20120228,NJN,93,DAL,92,0
20120228,UTA,96,SAC,103,0
20120228,MIN,109,LAC,97,0
20120229,OKC,92,PHI,88,0
20120229,ORL,102,WAS,95,0
20120229,GSW,85,ATL,82,0
20120229,MIL,96,BOS,102,0
20120229,CHA,94,DET,109,0
20120229,CLE,103,NYK,120,0
