date,away_abbr,away_pts,home_abbr,home_pts,playoff_game
20171017,BOS,99,CLE,102,0
20171017,HOU,122,GSW,121,0
20171018,CHO,90,DET,102,0
20171018,BRK,131,IND,140,0
20171018,MIA,109,ORL,116,0
20171018,PHI,115,WAS,120,0
20171018,MIL,108,BOS,100,0
20171018,NOP,91,MEM,103,0
20171018,ATL,117,DAL,111,0
20171018,DEN,96,UTA,106,0
20171018,MIN,99,SAS,107,0
20171018,POR,124,PHO,76,0
20171018,HOU,105,SAC,100,0
20171019,CHI,100,TOR,117,0
20171019,NYK,84,OKC,105,0
20171019,LAC,108,LAL,92,0
20171020,ATL,91,CHO,109,0
20171020,POR,114,IND,96,0
20171020,CLE,116,MIL,97,0
20171020,BOS,102,PHI,92,0
20171020,DET,111,WAS,115,0
20171020,ORL,121,BRK,126,0
20171020,UTA,97,MIN,100,0
20171020,SAC,93,DAL,88,0
20171020,GSW,128,NOP,120,0
20171020,LAL,132,PHO,130,0
20171021,PHI,94,TOR,128,0
20171021,SAS,87,CHI,77,0
20171021,ORL,114,CLE,93,0
20171021,DAL,91,HOU,107,0
20171021,GSW,101,MEM,111,0
20171021,IND,108,MIA,112,0
20171021,DET,111,NYK,107,0
20171021,POR,110,MIL,113,0
20171021,SAC,79,DEN,96,0
20171021,OKC,87,UTA,96,0
20171021,PHO,88,LAC,130,0
20171022,ATL,104,BRK,116,0
20171022,MIN,115,OKC,113,0
20171022,NOP,119,LAL,112,0
20171023,PHI,97,DET,86,0
20171023,ATL,93,MIA,104,0
20171023,MEM,98,HOU,90,0
20171023,CHO,94,MIL,103,0
20171023,GSW,133,DAL,103,0
20171023,TOR,97,SAS,101,0
20171023,WAS,109,DEN,104,0
20171023,SAC,115,PHO,117,0
20171024,CHI,112,CLE,119,0
20171024,BRK,121,ORL,125,0
20171024,NYK,89,BOS,110,0
20171024,IND,130,MIN,107,0
20171024,NOP,93,POR,103,0
20171024,UTA,84,LAC,102,0
20171025,DEN,93,CHO,110,0
20171025,MIN,101,DET,122,0
20171025,HOU,105,PHI,104,0
20171025,CLE,107,BRK,112,0
20171025,SAS,117,MIA,100,0
20171025,IND,96,OKC,114,0
20171025,MEM,94,DAL,103,0
20171025,UTA,88,PHO,97,0
20171025,TOR,112,GSW,117,0
20171025,WAS,99,LAL,102,0
20171026,ATL,86,CHI,91,0
20171026,DAL,91,MEM,96,0
20171026,BOS,96,MIL,89,0
20171026,LAC,104,POR,103,0
20171026,NOP,114,SAC,106,0
20171027,HOU,109,CHO,93,0
20171027,SAS,87,ORL,114,0
20171027,DEN,105,ATL,100,0
20171027,BRK,86,NYK,107,0
20171027,OKC,116,MIN,119,0
20171027,WAS,117,GSW,120,0
20171027,TOR,101,LAL,92,0
20171028,CLE,101,NOP,123,0
20171028,OKC,101,CHI,69,0
20171028,HOU,89,MEM,103,0
20171028,BOS,96,MIA,90,0
20171028,PHI,112,DAL,110,0
20171028,LAL,81,UTA,96,0
20171028,PHO,107,POR,114,0
20171028,DET,95,LAC,87,0
20171029,MIL,117,ATL,106,0
20171029,SAS,94,IND,97,0
20171029,DEN,124,BRK,111,0
20171029,ORL,113,CHO,120,0
20171029,WAS,110,SAC,83,0
20171029,NYK,114,CLE,95,0
20171029,DET,115,GSW,107,0
20171030,SAS,94,BOS,108,0
20171030,MIN,125,MIA,122,0
20171030,DEN,110,NYK,116,0
20171030,PHI,115,HOU,107,0
20171030,CHO,104,MEM,99,0
20171030,ORL,115,NOP,99,0
20171030,DAL,89,UTA,104,0
20171030,TOR,99,POR,85,0
20171030,GSW,141,LAC,113,0
20171031,SAC,83,IND,101,0
20171031,PHO,122,BRK,114,0
20171031,OKC,110,MIL,91,0
20171031,DET,93,LAL,113,0
20171101,MIL,121,CHO,126,0
20171101,IND,124,CLE,107,0
20171101,ATL,109,PHI,119,0
20171101,PHO,122,WAS,116,0
20171101,SAC,86,BOS,113,0
20171101,CHI,91,MIA,97,0
20171101,ORL,101,MEM,99,0
20171101,MIN,104,NOP,98,0
20171101,HOU,119,NYK,97,0
20171101,TOR,111,DEN,129,0
20171101,POR,103,UTA,112,0
20171101,DAL,98,LAC,119,0
20171102,GSW,112,SAS,92,0
20171102,LAL,110,POR,113,0
20171103,MIL,96,DET,105,0
20171103,CHI,105,ORL,83,0
20171103,IND,110,PHI,121,0
20171103,CLE,130,WAS,122,0
20171103,HOU,119,ATL,104,0
20171103,PHO,107,NYK,120,0
20171103,NOP,99,DAL,94,0
20171103,CHO,101,SAS,108,0
20171103,MIA,94,DEN,95,0
20171103,TOR,109,UTA,100,0
20171103,BOS,101,OKC,94,0
20171103,BRK,112,LAL,124,0
20171104,MEM,113,LAC,104,0
20171104,SAC,99,DET,108,0
20171104,NOP,96,CHI,90,0
20171104,DAL,99,MIN,112,0
20171104,GSW,127,DEN,108,0
20171105,ATL,117,CLE,115,0
20171105,MIA,104,LAC,101,0
20171105,BOS,104,ORL,88,0
20171105,WAS,107,TOR,96,0
