date,away_abbr,away_pts,home_abbr,home_pts,playoff_game
20071030,POR,97,SAS,106,0
20071030,UTA,117,GSW,96,0
20071030,HOU,95,LAL,93,0
20071031,WAS,110,IND,119,0
20071031,MIL,83,ORL,102,0
20071031,PHI,97,TOR,106,0
20071031,CHI,103,NJN,112,0
20071031,DAL,92,CLE,74,0
20071031,SAS,104,MEM,101,0
20071031,SAC,90,NOH,104,0
20071031,SEA,103,DEN,120,0
20071101,DET,91,MIA,80,0
20071101,HOU,106,UTA,95,0
20071101,PHO,106,SEA,99,0
20071102,MIL,99,CHA,102,0
20071102,MIA,85,IND,87,0
20071102,DET,116,ORL,92,0
20071102,DAL,94,ATL,101,0
20071102,NYK,106,CLE,110,0
20071102,TOR,106,NJN,69,0
20071102,WAS,83,BOS,103,0
20071102,DEN,99,MIN,91,0
20071102,POR,93,NOH,113,0
20071102,PHI,96,CHI,85,0
20071102,SAC,80,SAS,96,0
20071102,GSW,114,LAC,120,0
20071102,LAL,119,PHO,98,0
20071103,NJN,93,PHI,88,0
20071103,ORL,94,WAS,82,0
20071103,IND,121,MEM,111,0
20071103,SAC,102,DAL,123,0
20071103,POR,80,HOU,89,0
20071103,CHI,72,MIL,78,0
20071103,GSW,110,UTA,133,0
20071104,BOS,98,TOR,95,0
20071104,SEA,101,LAC,115,0
20071104,CHA,90,MIA,88,0
20071104,MIN,93,NYK,97,0
20071104,ATL,91,DET,92,0
20071104,NOH,93,DEN,88,0
20071104,CLE,92,PHO,103,0
20071104,UTA,109,LAL,119,0
20071105,HOU,98,DAL,107,0
20071106,PHO,115,CHA,83,0
20071106,ATL,82,NJN,87,0
20071106,DEN,112,NYK,119,0
20071106,TOR,85,MIL,112,0
20071106,ORL,111,MIN,103,0
20071106,LAC,97,CHI,91,0
20071106,SAS,81,HOU,89,0
20071106,SEA,98,SAC,104,0
20071106,CLE,108,GSW,104,0
20071106,NOH,118,LAL,104,0
20071107,PHO,96,ATL,105,0
20071107,LAC,104,IND,89,0
20071107,CHA,63,PHI,94,0
20071107,ORL,105,TOR,96,0
20071107,DEN,93,BOS,119,0
20071107,MIA,78,SAS,88,0
20071107,MEM,105,SEA,98,0
20071107,NOH,90,POR,93,0
20071107,CLE,101,UTA,103,0
20071108,WAS,85,NJN,87,0
20071108,DET,93,CHI,97,0
20071108,DAL,120,GSW,115,0
20071109,IND,87,CHA,96,0
20071109,TOR,105,PHI,103,0
20071109,ATL,83,BOS,106,0
20071109,PHO,106,MIA,101,0
20071109,ORL,112,NYK,102,0
20071109,LAC,79,DET,103,0
20071109,SAS,97,NOH,85,0
20071109,DEN,118,WAS,92,0
20071109,MIL,88,HOU,104,0
20071109,MEM,98,POR,110,0
20071109,MIN,93,LAL,107,0
20071109,CLE,93,SAC,91,0
20071109,UTA,103,SEA,101,0
20071110,DEN,113,IND,106,0
20071110,PHO,106,ORL,96,0
20071110,BOS,112,NJN,101,0
20071110,TOR,101,CHI,71,0
20071110,MEM,94,UTA,118,0
20071110,DAL,82,POR,91,0
20071110,MIN,93,SAC,100,0
20071111,WAS,101,ATL,90,0
20071111,HOU,85,CHA,82,0
20071111,MIA,75,NYK,72,0
20071111,NOH,93,PHI,72,0
20071111,MIL,88,SAS,113,0
20071111,DET,107,SEA,103,0
20071111,CLE,103,LAC,95,0
20071112,NOH,84,NJN,82,0
20071112,CLE,100,DEN,122,0
20071112,SAC,93,UTA,117,0
20071113,MIA,76,CHA,91,0
20071113,BOS,101,IND,86,0
20071113,SEA,76,ORL,103,0
20071113,HOU,99,MEM,105,0
20071113,PHI,84,DAL,99,0
20071113,LAL,92,SAS,107,0
20071113,NYK,102,PHO,113,0
20071113,DET,94,POR,102,0
20071114,CHA,109,ATL,117,0
20071114,ORL,117,CLE,116,0
20071114,UTA,92,TOR,88,0
20071114,IND,90,WAS,103,0
20071114,NJN,69,BOS,91,0
20071114,SEA,104,MIA,95,0
20071114,MEM,99,MIL,102,0
20071114,SAC,103,MIN,108,0
20071114,PHI,76,NOH,95,0
20071114,POR,93,DEN,110,0
20071114,LAL,93,HOU,90,0
20071114,DET,111,GSW,104,0
20071114,NYK,81,LAC,84,0
20071115,SAS,92,DAL,105,0
20071115,CHI,102,PHO,112,0
20071116,POR,88,PHI,92,0
20071116,IND,101,TOR,110,0
20071116,SEA,126,ATL,123,0
20071116,MIA,91,BOS,92,0
20071116,UTA,94,CLE,99,0
20071116,ORL,95,NJN,70,0
20071116,NOH,120,MEM,118,0
20071116,WAS,105,MIN,89,0
20071116,HOU,84,SAS,90,0
20071116,NYK,118,SAC,123,0
20071116,LAC,105,GSW,122,0
20071116,DET,91,LAL,103,0
20071117,SEA,84,CHA,100,0
20071117,UTA,97,IND,117,0
20071117,POR,90,WAS,109,0
20071117,MIA,91,NJN,87,0
20071117,NOH,100,MIN,82,0
20071117,MEM,105,DAL,108,0
20071117,PHO,115,HOU,105,0
20071117,ATL,96,MIL,105,0
20071117,NYK,83,DEN,115,0
20071117,CHI,92,LAC,73,0
20071118,GSW,106,TOR,100,0
20071118,BOS,102,ORL,104,0
20071118,DET,95,SAC,105,0
20071118,CHI,78,LAL,106,0
20071119,POR,92,CHA,101,0
20071119,SEA,108,MEM,125,0
20071119,ORL,95,NOH,88,0
20071119,NJN,75,UTA,102,0
20071120,SAS,95,ATL,83,0
20071120,MIL,111,CLE,107,0
20071120,LAL,134,IND,114,0
20071120,PHI,101,WAS,116,0
20071120,GSW,108,NYK,82,0
20071120,TOR,99,DAL,105,0
20071120,CHI,91,DEN,112,0
