season,age,team_abbr,lg,pos,g,gs,mp,fg,fga,fg_pct,threep,threepa,threep_pct,twop,twopa,twop_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,bbref_endpoint,player_name
2010,22.0,CLE,NBA,SG,20.0,0.0,5.8,0.8,2.0,0.385,0.3,1.1,0.273,0.5,0.9,0.529,0.462,0.2,0.3,0.667,0.4,0.5,0.9,0.3,0.3,0.2,0.3,0.5,2.0,/players/g/greenda02.html,Danny Green
2011,23.0,SAS,NBA,SG,8.0,0.0,11.5,2.1,4.4,0.486,0.9,2.4,0.368,1.3,2.0,0.625,0.586,0.0,0.0,0.0,0.4,1.5,1.9,0.3,0.3,0.1,0.6,0.9,5.1,/players/g/greenda02.html,Danny Green
2012,24.0,SAS,NBA,SG,66.0,38.0,23.1,3.2,7.2,0.442,1.5,3.5,0.436,1.7,3.7,0.449,0.5489999999999999,1.2,1.5,0.79,0.8,2.6,3.5,1.3,0.9,0.7,1.0,1.6,9.1,/players/g/greenda02.html,Danny Green
2013,25.0,SAS,NBA,SG,80.0,80.0,27.5,3.7,8.3,0.44799999999999995,2.2,5.2,0.429,1.5,3.1,0.48,0.581,0.8,1.0,0.848,0.5,2.6,3.1,1.8,1.2,0.7,1.2,1.6,10.5,/players/g/greenda02.html,Danny Green
2014,26.0,SAS,NBA,SG,68.0,59.0,24.3,3.2,7.4,0.43200000000000005,1.9,4.7,0.415,1.3,2.8,0.46,0.562,0.7,0.9,0.794,0.4,3.0,3.4,1.5,1.0,0.9,1.1,1.6,9.1,/players/g/greenda02.html,Danny Green
2015,27.0,SAS,NBA,SG,81.0,80.0,28.5,4.0,9.1,0.436,2.4,5.6,0.418,1.6,3.5,0.466,0.5660000000000001,1.4,1.6,0.8740000000000001,0.7,3.6,4.2,2.0,1.2,1.1,1.1,2.0,11.7,/players/g/greenda02.html,Danny Green
2016,28.0,SAS,NBA,SG,79.0,79.0,26.1,2.7,7.1,0.376,1.5,4.4,0.332,1.2,2.7,0.44799999999999995,0.48,0.4,0.6,0.7390000000000001,0.6,3.2,3.8,1.8,1.0,0.8,0.9,1.8,7.2,/players/g/greenda02.html,Danny Green
2017,29.0,SAS,NBA,SG,68.0,68.0,26.6,2.6,6.6,0.392,1.7,4.6,0.379,0.9,2.0,0.42,0.523,0.4,0.5,0.8440000000000001,0.5,2.8,3.3,1.8,1.0,0.8,1.1,1.8,7.3,/players/g/greenda02.html,Danny Green
2018,30.0,SAS,NBA,SG,70.0,60.0,25.6,3.1,8.0,0.387,1.7,4.6,0.363,1.4,3.4,0.419,0.49,0.7,0.9,0.769,0.6,3.0,3.6,1.6,0.9,1.1,1.1,1.7,8.6,/players/g/greenda02.html,Danny Green
2019,31.0,TOR,NBA,SG,80.0,80.0,27.7,3.7,7.9,0.465,2.5,5.4,0.455,1.2,2.4,0.48700000000000004,0.622,0.5,0.6,0.841,0.8,3.2,4.0,1.6,0.9,0.7,0.9,2.1,10.3,/players/g/greenda02.html,Danny Green
2020,32.0,LAL,NBA,SG,68.0,68.0,24.8,2.9,7.0,0.41600000000000004,1.8,4.8,0.36700000000000005,1.1,2.2,0.524,0.542,0.5,0.7,0.688,0.8,2.6,3.3,1.3,1.3,0.5,0.9,2.0,8.0,/players/g/greenda02.html,Danny Green
2021,33.0,PHI,NBA,SF,69.0,69.0,28.0,3.2,7.9,0.41200000000000003,2.5,6.3,0.405,0.7,1.6,0.43799999999999994,0.573,0.4,0.6,0.775,0.8,3.0,3.8,1.7,1.3,0.8,1.0,1.8,9.5,/players/g/greenda02.html,Danny Green
