season,age,team_abbr,lg,pos,g,gs,mp,fg,fga,fg_pct,threep,threepa,threep_pct,twop,twopa,twop_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,bbref_endpoint,player_name
1996,22.0,TOR,NBA,PG,70.0,70.0,40.9,6.9,16.1,0.426,1.9,4.8,0.395,5.0,11.3,0.439,0.485,3.4,4.2,0.797,0.8,3.2,4.0,9.3,1.4,0.3,3.8,2.4,19.0,/players/s/stoudda01.html,Damon Stoudamire
1997,23.0,TOR,NBA,PG,81.0,81.0,40.9,7.0,17.4,0.401,2.2,6.1,0.355,4.8,11.2,0.426,0.46299999999999997,4.1,5.0,0.823,1.1,3.0,4.1,8.8,1.5,0.2,3.6,2.0,20.2,/players/s/stoudda01.html,Damon Stoudamire
1998,24.0,TOR,NBA,PG,49.0,49.0,41.5,7.2,17.0,0.425,1.3,4.2,0.317,5.9,12.8,0.46,0.46399999999999997,3.7,4.3,0.8440000000000001,1.3,3.1,4.4,8.1,1.6,0.1,3.2,2.3,19.4,/players/s/stoudda01.html,Damon Stoudamire
1998,24.0,POR,NBA,PG,22.0,22.0,36.6,4.3,11.7,0.364,1.2,4.5,0.263,3.1,7.2,0.428,0.415,2.7,3.4,0.787,1.1,2.6,3.7,8.2,1.5,0.1,2.9,1.7,12.4,/players/s/stoudda01.html,Damon Stoudamire
1999,25.0,POR,NBA,PG,50.0,50.0,33.5,5.0,12.6,0.396,0.9,2.8,0.31,4.1,9.7,0.42100000000000004,0.431,1.8,2.4,0.73,0.8,2.5,3.3,6.2,1.0,0.1,2.2,1.6,12.6,/players/s/stoudda01.html,Damon Stoudamire
1900,26.0,POR,NBA,PG,78.0,78.0,30.4,4.9,11.5,0.43200000000000005,1.0,2.7,0.377,3.9,8.7,0.449,0.47700000000000004,1.6,1.9,0.841,0.8,2.3,3.1,5.2,1.0,0.0,1.9,2.2,12.5,/players/s/stoudda01.html,Damon Stoudamire
2001,27.0,POR,NBA,PG,82.0,82.0,32.4,5.0,11.4,0.434,1.0,2.7,0.374,4.0,8.7,0.45299999999999996,0.478,2.1,2.5,0.831,0.8,2.9,3.7,5.7,1.3,0.1,2.3,2.5,13.0,/players/s/stoudda01.html,Damon Stoudamire
2002,28.0,POR,NBA,PG,75.0,71.0,37.3,4.9,12.2,0.402,1.4,3.9,0.353,3.5,8.3,0.425,0.45899999999999996,2.3,2.6,0.888,1.0,2.9,3.9,6.5,0.9,0.1,2.0,2.0,13.5,/players/s/stoudda01.html,Damon Stoudamire
2003,29.0,POR,NBA,PG,59.0,27.0,22.3,2.6,7.0,0.376,0.7,1.9,0.386,1.9,5.1,0.37200000000000005,0.429,0.9,1.1,0.7909999999999999,0.7,1.9,2.6,3.5,0.7,0.1,1.4,1.1,6.9,/players/s/stoudda01.html,Damon Stoudamire
2004,30.0,POR,NBA,PG,82.0,82.0,38.0,5.0,12.4,0.401,1.9,5.2,0.365,3.1,7.2,0.426,0.47700000000000004,1.5,1.8,0.8759999999999999,0.6,3.1,3.8,6.1,1.2,0.1,2.2,2.1,13.4,/players/s/stoudda01.html,Damon Stoudamire
2005,31.0,POR,NBA,PG,81.0,70.0,34.1,5.6,14.4,0.392,2.2,6.0,0.369,3.4,8.3,0.409,0.47,2.2,2.5,0.915,0.7,3.1,3.8,5.7,1.1,0.0,2.0,2.0,15.8,/players/s/stoudda01.html,Damon Stoudamire
2006,32.0,MEM,NBA,PG,27.0,27.0,31.9,4.2,10.6,0.397,1.3,3.9,0.34600000000000003,2.9,6.8,0.426,0.46,2.0,2.3,0.855,0.9,2.7,3.5,4.7,0.7,0.0,2.0,1.8,11.7,/players/s/stoudda01.html,Damon Stoudamire
2007,33.0,MEM,NBA,PG,62.0,51.0,24.2,2.8,7.0,0.391,1.0,2.8,0.337,1.8,4.2,0.42700000000000005,0.45899999999999996,1.1,1.3,0.795,0.5,1.7,2.2,4.8,0.8,0.0,1.6,1.5,7.5,/players/s/stoudda01.html,Damon Stoudamire
2008,34.0,MEM,NBA,PG,29.0,29.0,21.5,2.7,6.7,0.397,1.2,3.2,0.38299999999999995,1.4,3.4,0.41,0.49,0.7,0.9,0.8079999999999999,0.5,2.0,2.4,3.9,0.7,0.0,1.7,1.6,7.3,/players/s/stoudda01.html,Damon Stoudamire
2008,34.0,SAS,NBA,PG,31.0,4.0,13.3,1.4,4.6,0.301,0.5,1.8,0.255,0.9,2.8,0.33,0.35,0.2,0.3,0.75,0.2,1.3,1.5,1.7,0.4,0.1,1.0,1.0,3.4,/players/s/stoudda01.html,Damon Stoudamire
