team_abbr,drb_pct,fta,blk_pct,threepar,tov,player_name,ts_pct,fg,threep_pct,drtg,ast_pct,usg_pct,threepa,fg_pct,ftr,orb,fga,starter,inactive,date,ast,drb,orb_pct,threep,stl,ortg,pf,ft_pct,pts,pm,trb_pct,blk,tov_pct,efg_pct,sp,trb,bpm,ft,stl_pct
TOR,13.3,12,0.0,.000,0,DeMar DeRozan,.645,6,0,153,9.9,24.6,0,.545,1.091,0,11,1,0,20091202,2,3,0.0,0,0,138,3,.750,21,-15,6.0,0,0.0,.545,1800.0,3,-2.2,9,0.0
TOR,10.9,2,0.0,.400,0,José Calderón,.850,3,1.000,150,38.2,10.9,2,.600,.400,1,5,1,0,20091202,7,2,4.5,2,1,188,0,1.000,10,-23,7.4,0,0.0,.800,1462.0,3,8.8,2,2.0
TOR,0.0,4,0.0,.222,0,Andrea Bargnani,.604,5,.500,157,7.1,22.4,2,.556,.444,0,9,1,0,20091202,1,0,0.0,1,0,122,3,.500,13,-10,0.0,0,0.0,.611,1303.0,0,-5.4,2,0.0
TOR,0.0,2,0.0,.667,1,Hedo Türkoğlu,.945,4,.750,157,6.9,16.9,4,.667,.333,0,6,1,0,20091202,1,0,0.0,3,0,154,2,1.000,13,-13,0.0,0,12.7,.917,1266.0,0,1.9,2,0.0
TOR,33.7,4,0.0,.000,1,Chris Bosh,.266,0,0,147,0.0,13.6,0,.000,2.000,1,2,1,0,20091202,0,4,6.9,0,0,61,3,.500,2,-20,19.0,0,21.0,.000,949.0,5,-19.7,2,0.0
TOR,9.3,4,2.5,.091,0,Sonny Weems,.274,3,.000,145,9.1,20.2,1,.273,.364,1,11,0,0,20091202,2,2,3.8,0,2,72,2,.250,7,-16,6.3,1,0.0,.273,1721.0,3,-10.3,1,3.5
TOR,16.3,0,0.0,.000,0,Rasho Nesterović,.429,3,0,143,5.4,12.9,0,.429,.000,0,7,0,0,20091202,1,3,0.0,0,2,92,5,0,6,-15,7.3,0,0.0,.429,1474.0,3,-8.4,0,4.0
TOR,5.7,0,0.0,.357,1,Marco Belinelli,.679,8,.600,156,23.9,28.9,5,.571,.000,1,14,0,0,20091202,3,1,4.6,3,0,128,0,0,19,-19,5.1,0,6.7,.679,1409.0,2,4.2,0,0.0
TOR,6.0,2,0.0,.286,3,Jarrett Jack,.508,3,.500,155,48.9,22.3,2,.429,.286,0,7,0,0,20091202,8,1,0.0,1,0,101,1,.500,8,-9,2.7,0,27.6,.500,1327.0,1,-7.2,1,0.0
TOR,28.5,2,3.8,.000,2,Amir Johnson,.654,4,0,146,0.0,21.5,0,.667,.333,3,6,0,0,20091202,0,4,17.5,0,0,110,5,.500,9,-11,22.4,1,22.5,.667,1124.0,7,-10.1,1,0.0
TOR,14.2,2,7.6,.000,1,Pops Mensah-Bonsu,.717,3,0,149,0.0,28.3,0,.750,.500,1,4,0,0,20091202,0,1,11.6,0,0,115,0,.500,7,-4,12.7,1,17.0,.750,565.0,2,0.2,1,0.0
TOR,0,0,0,0,0,Antoine Wright,0,0,0,0,0,0,0,0,0,0,0,0,0,20091202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
ATL,23.0,4,0.0,.556,0,Marvin Williams,.697,5,.600,122,11.6,15.9,5,.556,.444,1,9,1,0,20091202,3,6,4.7,3,0,159,1,.500,15,+23,14.8,0,0.0,.722,1705.0,7,4.6,2,0.0
ATL,25.1,2,0.0,.182,1,Joe Johnson,.505,5,.000,118,47.3,20.8,2,.455,.182,0,11,1,0,20091202,11,6,0.0,0,1,140,1,1.000,12,+17,13.8,0,7.8,.455,1565.0,6,4.4,2,1.9
ATL,14.0,5,0.0,.000,0,Al Horford,.845,10,0,123,6.5,25.5,0,.833,.417,4,12,1,0,20091202,1,3,22.8,0,0,182,4,.800,24,+13,17.9,0,0.0,.833,1406.0,7,7.9,4,0.0
ATL,0.0,1,0.0,1.000,0,Mike Bibby,1.351,4,1.000,121,25.0,8.4,4,1.000,.250,0,4,1,0,20091202,5,0,0.0,4,1,235,2,.000,12,+18,0.0,0,0.0,1.500,1329.0,0,16.4,0,2.2
