blk,team_abbr,fg_pct,fga,drtg,stl,efg_pct,ast_pct,date,threep,blk_pct,threepar,tov_pct,drb_pct,fg,ft,stl_pct,tov,starter,pf,orb_pct,trb_pct,ft_pct,threep_pct,pts,usg_pct,ortg,threepa,orb,ast,drb,bpm,player_name,sp,ts_pct,pm,fta,inactive,trb,ftr
0,CHI,.438,16,122,2,.500,7.6,20110223,2,0.0,.375,5.5,9.5,7,3,2.4,1,1,3,0.0,3.4,1.000,.333,19,17.9,122,6,0,2,2,0.1,Luol Deng,2529.0,.548,+4,3,0,2,.188
0,CHI,.364,22,125,1,.409,44.5,20110223,2,0.0,.273,9.4,5.2,8,14,1.3,3,1,1,0.0,1.9,.875,.333,32,34.4,126,6,0,10,1,7.5,Derrick Rose,2309.0,.551,-2,16,0,1,.727
0,CHI,.450,20,123,1,.450,6.0,20110223,0,0.0,.000,7.8,24.6,9,6,1.5,2,1,5,6.9,13.2,.750,0,24,32.4,110,0,2,1,4,-3.2,Carlos Boozer,1952.0,.510,-7,8,0,6,.400
0,CHI,.429,7,124,0,.429,6.1,20110223,0,0.0,.000,27.6,56.9,3,1,0.0,3,1,3,40.8,46.6,.500,0,7,18.3,102,0,9,1,7,-6.8,Joakim Noah,1476.0,.444,0,2,0,16,.286
0,CHI,.500,2,128,0,.750,8.8,20110223,1,0.0,.500,33.3,0.0,1,0,0.0,1,1,0,0.0,0.0,0,1.000,3,7.9,106,1,0,1,0,-2.8,Keith Bogans,938.0,.750,-2,0,0,0,.000
1,CHI,.500,2,122,0,.500,6.0,20110223,0,3.1,.000,0.0,35.6,1,0,0.0,0,0,3,5.0,16.0,0,0,2,3.7,141,0,1,1,4,-1.6,Kurt Thomas,1347.0,.500,-5,0,0,5,.000
0,CHI,.800,5,112,3,.800,8.3,20110223,0,0.0,.000,0.0,9.9,4,3,7.4,0,0,1,5.5,7.1,.750,0,11,13.8,176,0,1,1,1,15.4,Ronnie Brewer,1211.0,.814,-7,4,0,2,.800
0,CHI,.500,2,128,0,.750,7.5,20110223,1,0.0,.500,50.0,0.0,1,0,0.0,2,0,2,0.0,0.0,0,1.000,3,9.2,76,1,0,1,0,-8.9,Kyle Korver,1082.0,.750,-5,0,0,0,.000
0,CHI,.250,8,127,0,.250,0.0,20110223,0,0.0,.000,10.1,12.5,2,2,0.0,1,0,4,20.9,17.9,1.000,0,6,25.5,89,0,3,0,1,-17.4,Taj Gibson,961.0,.338,+4,2,0,4,.250
0,CHI,.667,3,117,1,.833,18.1,20110223,1,0.0,.333,0.0,0.0,2,1,5.2,0,0,0,0.0,0.0,.500,1.000,6,16.8,166,1,0,1,0,15.9,C.J. Watson,571.0,.773,-3,2,0,0,.667
