trb_pct,blk_pct,threep_pct,fg_pct,ast_pct,team_abbr,ts_pct,orb_pct,sp,orb,threepar,efg_pct,stl,pm,blk,fga,drb_pct,tov_pct,fta,player_name,usg_pct,pts,date,bpm,drtg,ft_pct,ftr,drb,ast,pf,stl_pct,ortg,fg,ft,trb,inactive,threep,threepa,tov,starter
4.8,7.0,.500,.458,32.9,POR,.573,0.0,2066.0,0,.250,.521,2,+1,3,24,9.7,0.0,5,Damian Lillard,33.2,30,20161205,15.8,112,1.000,.208,3,7,2,2.9,128,11,5,3,0,3,6,0,1
15.7,2.6,.250,.364,7.9,POR,.446,13.6,1881.0,4,.364,.409,1,0,1,11,17.8,14.0,3,Maurice Harkless,19.9,11,20161205,-5.1,113,.667,.273,5,2,4,1.6,98,4,2,9,0,1,4,2,1
12.6,2.6,0,.667,0.0,POR,.644,7.1,1812.0,2,.000,.667,1,+2,1,3,18.5,0.0,2,Ed Davis,5.6,5,20161205,-4.7,113,.500,.667,5,0,5,1.6,146,2,1,7,0,0,0,0,1
3.6,0.0,.571,.526,27.4,POR,.632,3.5,1810.0,1,.368,.632,0,-9,0,19,3.7,9.5,0,CJ McCollum,30.4,24,20161205,4.9,124,0,.000,1,5,2,0.0,121,10,0,2,0,4,7,2,1
11.8,6.9,0,.444,11.3,POR,.506,4.6,1387.0,1,.000,.444,2,-10,2,9,19.3,9.2,2,Mason Plumlee,20.6,10,20161205,3.4,105,1.000,.222,4,2,1,4.3,106,4,2,5,0,0,0,1,1
8.4,0.0,.250,.467,4.3,POR,.535,6.6,1952.0,2,.267,.500,2,+13,0,15,10.3,0.0,2,Allen Crabbe,21.3,17,20161205,-0.8,115,1.000,.133,3,1,3,3.1,118,7,2,5,0,1,4,0,0
3.8,0.0,.000,.833,18.3,POR,.833,0.0,1722.0,0,.167,.833,0,+8,0,6,7.8,25.0,0,Evan Turner,12.2,10,20161205,-2.6,122,0,.000,2,4,2,0.0,128,5,0,2,0,0,1,2,0
9.6,4.7,0,.333,13.4,POR,.315,0.0,1022.0,0,.000,.333,1,+4,1,3,19.7,0.0,4,Al-Farouq Aminu,12.2,3,20161205,-2.3,108,.250,1.333,3,2,2,2.9,84,1,1,3,0,0,0,0,0
8.8,0.0,.000,.333,18.7,POR,.333,0.0,748.0,0,.667,.333,0,+1,0,3,17.9,40.0,0,Meyers Leonard,17.5,2,20161205,-19.7,118,0,.000,2,2,6,0.0,58,1,0,2,0,0,2,2,0
0,0,0,0,0,POR,0,0,0.0,0,0,0,0,0,0,0,0,0,0,Noah Vonleh,0,0,20161205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,POR,0,0,0.0,0,0,0,0,0,0,0,0,0,0,Shabazz Napier,0,0,20161205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,POR,0,0,0.0,0,0,0,0,0,0,0,0,0,0,Jake Layman,0,0,20161205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,POR,0,0,0.0,0,0,0,0,0,0,0,0,0,0,Pat Connaughton,0,0,20161205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.4,3.8,.500,.500,26.6,CHI,.666,6.1,2205.0,2,.250,.563,1,+2,2,16,14.5,9.3,8,Jimmy Butler,24.5,26,20161205,10.2,116,1.000,.500,5,5,1,1.4,141,8,8,7,0,2,4,2,1
6.1,3.9,.333,.478,20.1,CHI,.592,6.3,2132.0,2,.130,.500,1,+9,2,23,6.0,12.2,13,Dwyane Wade,38.5,34,20161205,4.7,118,.846,.565,2,3,3,1.4,119,11,11,4,0,1,3,4,1
22.9,4.2,0,.333,9.0,CHI,.451,23.4,2003.0,7,.000,.333,0,+6,2,6,22.4,11.4,4,Robin Lopez,11.0,7,20161205,-0.6,117,.750,.667,7,2,0,0.0,125,2,3,14,0,0,0,1,1
12.2,5.2,0,.667,6.4,CHI,.621,4.2,1613.0,1,.000,.667,0,-5,2,6,19.8,23.7,1,Taj Gibson,13.1,8,20161205,-3.5,117,.000,.167,5,1,2,0.0,100,4,0,6,0,0,0,2,1
7.0,0.0,.250,.143,6.2,CHI,.317,0.0,1404.0,0,.571,.214,1,+5,0,7,13.7,11.3,2,Jerian Grant,15.9,5,20161205,-12.3,118,1.000,.286,3,1,3,2.1,75,1,2,3,0,1,4,1,1
7.6,0.0,.000,.364,11.8,CHI,.421,11.6,1726.0,3,.273,.364,2,-9,0,11,3.7,14.4,2,Isaiah Canaan,20.2,10,20161205,-5.9,118,1.000,.182,1,2,3,3.5,96,4,2,4,0,0,3,2,0
14.1,5.1,.750,.500,0.0,CHI,.781,0.0,1621.0,0,.500,.688,2,-3,2,8,27.6,14.8,8,Nikola Mirotić,20.9,18,20161205,9.0,107,.875,1.000,7,0,3,3.7,140,4,7,7,0,3,4,2,0
10.0,0.0,.000,.167,0.0,CHI,.167,0.0,1312.0,0,.833,.167,0,-10,0,6,19.5,14.3,0,Denzel Valentine,13.4,2,20161205,-17.9,121,0,.000,4,0,2,0.0,35,1,0,4,0,0,5,1,0
8.5,10.8,0,0,42.7,CHI,0,0.0,385.0,0,0,0,1,-5,1,0,16.6,0,0,Bobby Portis,0.0,0,20161205,22.1,96,0,0,1,2,0,7.7,220,0,0,1,0,0,0,0,0
0,0,0,0,0,CHI,0,0,0.0,0,0,0,0,0,0,0,0,0,0,Paul Zipser,0,0,20161205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,CHI,0,0,0.0,0,0,0,0,0,0,0,0,0,0,Rajon Rondo,0,0,20161205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,CHI,0,0,0.0,0,0,0,0,0,0,0,0,0,0,R.J. Hunter,0,0,20161205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,CHI,0,0,0.0,0,0,0,0,0,0,0,0,0,0,Cristiano Felício,0,0,20161205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,POR,0,0,0.0,0,0,0,0,0,0,0,0,0,0,Festus Ezeli,0,0,20161205,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,POR,0,0,0.0,0,0,0,0,0,0,0,0,0,0,Tim Quarterman,0,0,20161205,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,CHI,0,0,0.0,0,0,0,0,0,0,0,0,0,0,Michael Carter-Williams,0,0,20161205,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,CHI,0,0,0.0,0,0,0,0,0,0,0,0,0,0,Doug McDermott,0,0,20161205,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
