trb_pct,orb_pct,usg_pct,fg_pct,pf,ast,pm,efg_pct,pts,trb,team_abbr,ts_pct,orb,fga,tov_pct,drtg,tov,ft,inactive,ortg,starter,ftr,blk_pct,player_name,drb_pct,threep_pct,bpm,threepar,threepa,date,fg,ft_pct,fta,drb,threep,ast_pct,stl,stl_pct,blk,sp
7.8,3.0,19.1,.500,2,5,-10,.542,16,6,BOS,.581,1,12,12.7,115,2,3,0,112,1,.333,1.8,Avery Bradley,11.6,.333,0.7,.250,3,20161027,6,.750,4,5,1,19.1,0,0.0,1,2436.0
8.9,3.4,12.8,.667,4,1,-2,.750,14,6,BOS,.854,1,6,10.9,109,1,5,0,154,1,.833,0.0,Jae Crowder,13.3,.500,3.4,.333,2,20161027,4,1.000,5,5,1,4.2,2,2.9,0,2126.0
4.5,0.0,32.0,.667,2,4,-6,.767,25,3,BOS,.709,0,15,22.1,112,5,2,0,105,1,.400,0.0,Isaiah Thomas,8.1,.429,4.1,.467,7,20161027,10,.333,6,3,3,22.8,2,2.9,0,2087.0
12.3,0.0,19.3,.444,5,5,-3,.444,11,7,BOS,.511,0,9,8.5,109,1,3,0,108,1,.444,2.4,Al Horford,21.9,.000,-0.5,.222,2,20161027,4,.750,4,7,0,25.3,0,0.0,1,1803.0
3.3,0.0,15.2,.500,3,1,-11,.500,5,1,BOS,.512,0,4,0.0,117,0,1,0,107,1,.500,4.5,Amir Johnson,6.0,0,-3.7,.000,0,20161027,2,.500,2,1,0,9.5,0,0.0,1,947.0
9.3,0.0,15.2,.429,1,4,0,.571,8,4,BOS,.571,0,7,0.0,104,0,0,0,124,0,.000,0.0,Terry Rozier,16.6,.400,10.0,.714,5,20161027,3,0,0,4,2,26.8,2,4.5,0,1359.0
2.6,0.0,19.3,.571,3,1,-6,.571,8,1,BOS,.571,0,7,12.5,120,1,0,0,96,0,.000,0.0,Jaylen Brown,4.6,.000,-6.9,.143,1,20161027,4,0,0,1,0,8.2,0,0.0,0,1226.0
13.0,5.9,25.3,.333,3,1,+2,.333,6,5,BOS,.318,1,9,9.6,108,1,0,0,66,0,.111,7.1,Tyler Zeller,18.5,0,-10.3,.000,0,20161027,3,.000,1,4,0,7.7,0,0.0,2,1218.0
10.2,0.0,19.0,.250,0,0,+8,.250,2,2,BOS,.250,0,4,0.0,109,0,0,0,49,0,.000,6.9,Gerald Green,18.2,.000,-8.6,.500,2,20161027,1,0,0,2,0,0.0,0,0.0,1,620.0
5.5,0.0,19.8,.333,2,0,-2,.500,4,1,BOS,.515,0,3,0.0,117,0,1,0,99,0,.667,0.0,Jonas Jerebko,9.8,1.000,-6.6,.333,1,20161027,1,.500,2,1,1,0.0,0,0.0,0,578.0
0,0,0,0,0,0,0,0,0,0,BOS,0,0,0,0,0,0,0,0,0,0,0,0,James Young,0,0,0,0,0,20161027,0,0,0,0,0,0,0,0,0,0.0
0,0,0,0,0,0,0,0,0,0,BOS,0,0,0,0,0,0,0,0,0,0,0,0,Jordan Mickey,0,0,0,0,0,20161027,0,0,0,0,0,0,0,0,0,0.0
0,0,0,0,0,0,0,0,0,0,BOS,0,0,0,0,0,0,0,0,0,0,0,0,Demetrius Jackson,0,0,0,0,0,20161027,0,0,0,0,0,0,0,0,0,0.0
10.1,7.7,24.9,.353,2,3,+8,.471,24,7,CHI,.539,3,17,0.0,102,0,8,0,131,1,.706,0.0,Jimmy Butler,13.1,.667,11.0,.353,6,20161027,6,.667,12,4,4,14.0,2,2.8,0,2196.0
9.5,0.0,14.6,.111,1,9,+3,.167,4,6,CHI,.202,0,9,16.8,101,2,1,0,76,1,.222,0.0,Rajon Rondo,21.6,.500,-3.2,.222,2,20161027,1,.500,2,6,1,37.6,2,3.1,0,1996.0
9.8,5.8,28.8,.389,4,5,+15,.500,22,6,CHI,.557,2,18,13.2,105,3,4,0,114,1,.222,2.8,Dwyane Wade,14.8,.667,6.7,.333,6,20161027,7,1.000,4,4,4,28.9,0,0.0,1,1945.0
19.1,6.8,23.5,.615,2,1,+11,.615,18,10,CHI,.648,2,13,12.6,107,2,2,0,118,1,.154,0.0,Taj Gibson,34.7,0,4.1,.000,0,20161027,8,1.000,2,8,0,7.8,0,0.0,0,1661.0
15.4,20.6,16.0,.375,2,1,+5,.375,8,8,CHI,.410,6,8,9.3,109,1,2,0,105,1,.500,0.0,Robin Lopez,8.7,0,-4.8,.000,0,20161027,3,.500,4,2,0,5.7,0,0.0,0,1648.0
16.4,6.5,21.0,.545,3,1,-1,.591,15,9,CHI,.631,2,11,20.2,107,3,2,0,106,0,.182,0.0,Nikola Mirotić,29.0,.167,-0.5,.545,6,20161027,6,1.000,2,7,1,6.3,0,0.0,0,1740.0
2.4,0.0,12.9,.400,2,1,-5,.400,5,1,CHI,.425,0,5,14.5,109,1,1,0,84,0,.400,0.0,Doug McDermott,5.5,.000,-8.3,.200,1,20161027,2,.500,2,1,0,6.9,0,0.0,0,1312.0
18.4,16.4,14.3,.333,3,3,+3,.417,5,6,CHI,.417,3,6,0.0,107,0,0,0,129,0,.000,0.0,Michael Carter-Williams,21.0,1.000,3.1,.167,1,20161027,2,0,0,3,1,27.6,0,0.0,0,1030.0
0.0,0.0,15.2,.500,2,0,-7,.500,4,0,CHI,.694,0,2,0.0,108,0,2,0,158,0,1.000,0.0,Cristiano Felício,0.0,0,-2.2,.000,0,20161027,1,1.000,2,0,0,0.0,0,0.0,0,465.0
15.6,0.0,18.1,.000,0,1,-2,.000,0,2,CHI,.000,0,3,0.0,91,0,0,0,24,0,.000,0.0,Isaiah Canaan,35.4,.000,-6.2,1.000,3,20161027,0,0,0,2,0,19.7,1,7.5,0,407.0
0,0,0,0,0,0,0,0,0,0,CHI,0,0,0,0,0,0,0,0,0,0,0,0,Paul Zipser,0,0,0,0,0,20161027,0,0,0,0,0,0,0,0,0,0.0
0,0,0,0,0,0,0,0,0,0,CHI,0,0,0,0,0,0,0,0,0,0,0,0,Denzel Valentine,0,0,0,0,0,20161027,0,0,0,0,0,0,0,0,0,0.0
0,0,0,0,0,0,0,0,0,0,CHI,0,0,0,0,0,0,0,0,0,0,0,0,Bobby Portis,0,0,0,0,0,20161027,0,0,0,0,0,0,0,0,0,0.0
0,0,0,0,0,0,0,0,0,0,BOS,0,0,0,0,0,0,0,1,0,0,0,0,Kelly Olynyk,0,0,0,0,0,20161027,0,0,0,0,0,0,0,0,0,0.0
0,0,0,0,0,0,0,0,0,0,BOS,0,0,0,0,0,0,0,1,0,0,0,0,Marcus Smart,0,0,0,0,0,20161027,0,0,0,0,0,0,0,0,0,0.0
0,0,0,0,0,0,0,0,0,0,CHI,0,0,0,0,0,0,0,1,0,0,0,0,Jerian Grant,0,0,0,0,0,20161027,0,0,0,0,0,0,0,0,0,0.0
