team_abbr,drb_pct,fta,blk_pct,threepar,tov,player_name,ts_pct,fg,threep_pct,drtg,ast_pct,usg_pct,threepa,fg_pct,ftr,orb,fga,starter,inactive,date,ast,drb,orb_pct,threep,stl,ortg,pf,ft_pct,pts,pm,trb_pct,blk,tov_pct,efg_pct,sp,trb,bpm,ft,stl_pct
NOP,12.3,8,6.3,.000,2,Anthony Davis,.545,11,0,104,8.8,30.8,0,.458,.333,3,24,1,0,20161110,2,5,7.2,0,2,113,3,1.000,30,+7,9.8,4,6.8,.458,2487.0,8,3.1,8,2.4
NOP,15.0,7,0.0,.500,2,Tim Frazier,.677,3,.500,110,40.6,16.6,4,.375,.875,0,8,1,0,20161110,10,5,0.0,2,1,139,4,1.000,15,+7,7.4,0,15.3,.500,2041.0,5,3.4,7,1.4
NOP,12.2,6,2.0,.167,0,Terrence Jones,.579,2,.000,113,0.0,11.2,1,.333,1.000,3,6,1,0,20161110,0,4,9.0,0,0,141,2,1.000,10,+5,10.6,1,0.0,.333,2010.0,7,-3.6,6,0.0
NOP,6.3,2,0.0,.278,1,E'Twaun Moore,.530,8,.400,113,16.5,26.7,5,.444,.111,0,18,1,0,20161110,3,2,0.0,2,1,108,3,1.000,20,+1,3.1,0,5.0,.500,1935.0,2,-1.9,2,1.5
NOP,21.5,0,3.5,.625,0,Dante Cunningham,.313,2,.200,98,7.4,18.2,5,.250,.000,0,8,1,0,20161110,1,4,0.0,1,2,73,2,0,5,+1,10.6,1,0.0,.313,1139.0,4,-2.3,0,5.1
NOP,16.6,0,2.1,.333,4,Solomon Hill,.667,4,.000,104,23.8,14.0,2,.667,.000,1,6,0,0,20161110,5,5,3.2,0,2,94,2,0,8,+3,9.8,1,40.0,.667,1849.0,6,1.6,0,3.2
NOP,16.0,4,0.0,.000,0,Ömer Aşık,.740,4,0,113,0.0,15.3,0,.800,.800,3,5,0,0,20161110,0,3,15.6,0,0,159,3,.500,10,+1,15.8,0,0.0,.800,1151.0,6,0.3,2,0.0
NOP,19.0,0,0.0,.857,1,Buddy Hield,.643,3,.500,106,0.0,21.5,6,.429,.000,1,7,0,0,20161110,0,3,6.2,3,1,111,0,0,9,+7,12.5,0,12.5,.643,967.0,4,4.9,0,3.0
NOP,37.3,0,0.0,.286,0,Langston Galloway,.357,2,.500,107,11.0,22.1,2,.286,.000,0,7,0,0,20161110,1,5,0.0,1,0,82,0,0,5,-2,18.5,0,0.0,.357,821.0,5,-6.9,0,0.0
NOP,0,0,0,0,0,Jrue Holiday,0,0,0,0,0,0,0,0,0,0,0,0,0,20161110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
