trb_pct,orb_pct,usg_pct,fg_pct,pf,ast,pm,efg_pct,pts,trb,team_abbr,ts_pct,orb,fga,tov_pct,drtg,tov,ft,inactive,ortg,starter,ftr,blk_pct,player_name,drb_pct,threep_pct,bpm,threepar,threepa,date,fg,ft_pct,fta,drb,threep,ast_pct,stl,stl_pct,blk,sp
7.3,6.3,28.4,.391,3,2,-3,.413,23,6,SAS,.449,3,23,3.8,114,1,4,0,102,1,.261,2.0,Kawhi Leonard,8.6,.143,3.2,.304,7,20160307,9,.667,6,3,1,10.5,0,0.0,1,2380.0
15.0,4.3,24.5,.450,4,0,+1,.450,23,12,SAS,.518,2,20,0.0,103,0,5,0,118,1,.250,4.0,LaMarcus Aldridge,29.8,0,6.7,.000,0,20160307,9,1.000,5,10,0,0.0,1,1.4,2,2299.0
5.2,3.0,12.1,.250,1,0,-1,.250,4,3,SAS,.250,1,8,0.0,112,0,0,0,65,1,.000,0.0,Danny Green,8.2,.000,-6.4,.625,5,20160307,2,0,0,2,0,0.0,1,1.9,0,1673.0
24.3,18.0,20.4,.333,3,4,-3,.333,9,14,SAS,.436,6,9,22.5,100,3,3,0,96,1,.333,5.6,Tim Duncan,33.1,0,6.1,.000,0,20160307,3,1.000,3,8,0,24.2,1,1.9,2,1657.0
1.9,0.0,18.4,.250,0,5,-9,.250,6,1,SAS,.338,0,8,18.4,117,2,2,0,77,1,.250,0.0,Tony Parker,4.6,0,-6.0,.000,0,20160307,2,1.000,2,1,0,32.0,0,0.0,0,1494.0
8.6,7.4,26.3,.462,1,2,-5,.577,17,4,SAS,.612,2,13,0.0,115,0,2,0,139,0,.154,0.0,Patty Mills,10.3,.300,16.0,.769,10,20160307,6,1.000,2,2,3,20.5,0,0.0,0,1336.0
2.4,4.2,21.2,.125,3,1,-3,.125,2,1,SAS,.125,1,8,20.0,118,2,0,0,33,0,.000,0.0,Manu Ginóbili,0.0,.000,-21.0,.500,4,20160307,1,0,0,0,0,7.6,0,0.0,0,1194.0
12.1,5.2,8.0,.667,1,0,-7,.667,4,4,SAS,.667,1,3,0.0,100,0,0,0,145,0,.000,4.9,David West,21.6,0,6.0,.000,0,20160307,2,0,0,3,0,0.0,1,3.3,1,954.0
6.8,5.8,6.0,.000,2,1,-7,.000,0,2,SAS,.000,1,2,0.0,116,0,0,0,48,0,.000,0.0,Boris Diaw,8.1,.000,-10.2,1.000,2,20160307,0,0,0,1,0,10.0,0,0.0,0,850.0
25.6,8.8,16.9,.000,1,0,-5,.000,3,5,SAS,.399,1,2,0.0,92,0,3,0,106,0,2.000,0.0,Kyle Anderson,48.7,0,5.1,.000,0,20160307,0,.750,4,4,0,0.0,1,5.6,0,563.0
0,0,0,0,0,0,0,0,0,0,SAS,0,0,0,0,0,0,0,0,0,0,0,0,Jonathon Simmons,0,0,0,0,0,20160307,0,0,0,0,0,0,0,0,0,0.0
0,0,0,0,0,0,0,0,0,0,SAS,0,0,0,0,0,0,0,0,0,0,0,0,Andre Miller,0,0,0,0,0,20160307,0,0,0,0,0,0,0,0,0,0.0
0,0,0,0,0,0,0,0,0,0,SAS,0,0,0,0,0,0,0,0,0,0,0,0,Boban Marjanović,0,0,0,0,0,20160307,0,0,0,0,0,0,0,0,0,0.0
1.3,0.0,25.1,.615,3,3,+5,.692,26,1,IND,.787,0,13,15.4,105,3,8,0,134,1,.615,3.8,Monta Ellis,2.2,.500,11.3,.308,4,20160307,8,1.000,8,1,2,17.8,1,1.4,2,2239.0
6.5,3.1,31.4,.350,2,2,+6,.400,23,5,IND,.498,1,20,4.2,102,1,7,0,105,1,.350,1.9,Paul George,9.0,.400,3.9,.250,5,20160307,7,1.000,7,4,2,11.4,1,1.4,1,2205.0
13.1,3.1,18.0,.273,3,1,+16,.273,9,10,IND,.353,1,11,7.3,97,1,3,0,77,1,.364,3.9,Myles Turner,20.3,.000,-5.1,.091,1,20160307,3,.750,4,9,0,4.7,0,0.0,2,2197.0
13.7,3.3,10.9,.286,1,5,+5,.357,5,10,IND,.357,1,7,12.5,99,1,0,0,92,1,.000,0.0,George Hill,21.3,.333,-1.4,.429,3,20160307,2,0,0,9,1,23.4,0,0.0,0,2103.0
13.9,11.0,19.7,.500,4,2,0,.500,11,9,IND,.564,3,8,23.5,92,3,3,0,101,1,.500,4.5,Ian Mahinmi,16.0,0,2.9,.000,0,20160307,4,.750,4,6,0,12.0,2,3.4,2,1865.0
13.9,8.3,15.6,.444,3,1,0,.444,8,8,IND,.444,2,9,0.0,101,0,0,0,104,0,.000,0.0,Jordan Hill,18.0,0,-2.8,.000,0,20160307,4,0,0,6,0,6.9,0,0.0,0,1655.0
5.2,0.0,23.8,.429,1,3,+5,.500,12,2,IND,.652,0,7,0.0,101,0,5,0,145,0,.714,0.0,Rodney Stuckey,8.9,1.000,13.8,.143,1,20160307,3,1.000,5,2,1,32.0,1,2.8,0,1113.0
8.0,0.0,11.5,.500,1,0,+2,.750,5,2,IND,.868,0,2,0.0,104,0,2,0,177,0,1.000,0.0,Solomon Hill,13.9,.500,5.5,1.000,2,20160307,1,1.000,2,2,1,0.0,0,0.0,0,717.0
9.4,0.0,9.4,.000,0,2,+1,.000,0,1,IND,.000,0,1,0.0,102,0,0,0,78,0,.000,0.0,Ty Lawson,16.3,0,-2.1,.000,0,20160307,0,0,0,1,0,59.0,0,0.0,0,305.0
0,0,0,0,0,0,0,0,0,0,IND,0,0,0,0,0,0,0,0,0,0,0,0,Joe Young,0,0,0,0,0,20160307,0,0,0,0,0,0,0,0,0,0.0
0,0,0,0,0,0,0,0,0,0,IND,0,0,0,0,0,0,0,0,0,0,0,0,Glenn Robinson III,0,0,0,0,0,20160307,0,0,0,0,0,0,0,0,0,0.0
0,0,0,0,0,0,0,0,0,0,IND,0,0,0,0,0,0,0,0,0,0,0,0,C.J. Miles,0,0,0,0,0,20160307,0,0,0,0,0,0,0,0,0,0.0
0,0,0,0,0,0,0,0,0,0,IND,0,0,0,0,0,0,0,0,0,0,0,0,Lavoy Allen,0,0,0,0,0,20160307,0,0,0,0,0,0,0,0,0,0.0
0,0,0,0,0,0,0,0,0,0,SAS,0,0,0,0,0,0,0,1,0,0,0,0,Matt Bonner,0,0,0,0,0,20160307,0,0,0,0,0,0,0,0,0,0.0
0,0,0,0,0,0,0,0,0,0,SAS,0,0,0,0,0,0,0,1,0,0,0,0,Rasual Butler,0,0,0,0,0,20160307,0,0,0,0,0,0,0,0,0,0.0
0,0,0,0,0,0,0,0,0,0,IND,0,0,0,0,0,0,0,1,0,0,0,0,Rakeem Christmas,0,0,0,0,0,20160307,0,0,0,0,0,0,0,0,0,0.0
0,0,0,0,0,0,0,0,0,0,IND,0,0,0,0,0,0,0,1,0,0,0,0,Shayne Whittington,0,0,0,0,0,20160307,0,0,0,0,0,0,0,0,0,0.0
