team_abbr,drb_pct,fta,blk_pct,threepar,tov,player_name,ts_pct,fg,threep_pct,drtg,ast_pct,usg_pct,threepa,fg_pct,ftr,orb,fga,starter,inactive,date,ast,drb,orb_pct,threep,stl,ortg,pf,ft_pct,pts,pm,trb_pct,blk,tov_pct,efg_pct,sp,trb,bpm,ft,stl_pct
UTA,21.7,2,0.0,.385,6,Donovan Mitchell,.468,5,.400,114,0.0,29.0,5,.385,.154,0,13,1,0,20180122,0,6,0.0,2,0,60,1,.500,13,-6,11.0,0,30.2,.462,1892.0,6,-14.0,1,0.0
UTA,8.1,1,0.0,.400,2,Joe Ingles,.735,3,.500,113,18.3,12.1,2,.600,.200,0,5,1,0,20180122,3,2,0.0,1,1,110,1,1.000,8,-6,4.1,0,26.9,.700,1692.0,2,-1.2,1,1.8
UTA,32.7,3,9.0,.000,3,Rudy Gobert,.410,2,0,91,5.8,17.0,0,.333,.500,2,6,1,0,20180122,1,8,8.4,0,3,71,3,.667,6,-8,20.7,3,29.1,.333,1677.0,10,-1.1,2,5.4
UTA,17.0,5,3.1,.125,0,Derrick Favors,.539,4,.000,108,6.9,17.5,1,.500,.625,0,8,1,0,20180122,1,4,0.0,0,1,112,1,.600,11,-16,8.6,1,0.0,.500,1611.0,4,1.9,3,1.9
UTA,8.7,0,0.0,.375,4,Ricky Rubio,.125,1,.000,113,35.3,21.1,3,.125,.000,2,8,1,0,20180122,6,2,8.9,0,1,49,2,0,2,-10,8.8,0,33.3,.125,1572.0,4,-13.3,0,1.9
UTA,4.9,7,0.0,.100,1,Alec Burks,.650,5,1.000,113,18.3,27.9,1,.500,.700,0,10,0,0,20180122,2,1,0.0,1,1,125,1,.857,17,-8,2.5,0,7.1,.550,1391.0,1,7.9,6,2.2
UTA,28.0,3,0.0,.000,0,Royce O'Neale,.484,4,0,112,30.0,23.3,0,.444,.333,0,9,0,0,20180122,3,5,0.0,0,0,108,2,.667,10,-15,14.2,0,0.0,.444,1223.0,5,1.4,2,0.0
UTA,6.3,1,4.6,.000,0,Jonas Jerebko,.643,3,0,114,20.9,13.7,0,.600,.200,1,5,0,0,20180122,2,1,6.4,0,0,141,2,1.000,7,+4,6.3,1,0.0,.600,1095.0,2,4.8,1,0.0
UTA,7.0,0,0.0,.250,0,Joe Johnson,.500,2,.000,118,10.8,11.3,1,.500,.000,0,4,0,0,20180122,1,1,0.0,0,0,106,0,0,4,-17,3.5,0,0.0,.500,979.0,1,-2.8,0,0.0
UTA,0.0,4,0.0,.250,0,Raul Neto,.564,4,.000,112,16.8,31.0,2,.500,.500,1,8,0,0,20180122,1,0,8.1,0,1,120,1,.750,11,0,4.0,0,0.0,.500,870.0,1,8.0,3,3.5
UTA,34.5,2,12.7,0,0,Ekpe Udoh,.568,0,0,101,0.0,6.1,0,0,0,1,0,0,0,20180122,0,2,17.6,0,0,149,1,.500,1,+7,26.2,1,0.0,0,398.0,3,2.4,1,0.0
UTA,0,0,0,0,0,Rodney Hood,0,0,0,0,0,0,0,0,0,0,0,0,0,20180122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
ATL,4.7,3,0.0,.364,2,Taurean Prince,.690,6,.500,90,20.3,26.2,4,.545,.273,0,11,1,0,20180122,3,1,0.0,2,3,124,3,1.000,17,+20,2.3,0,14.0,.636,1498.0,1,11.1,3,6.1
ATL,4.8,6,0.0,.111,2,Dennis Schröder,.484,7,.000,102,14.9,42.0,2,.389,.333,0,18,1,0,20180122,2,1,0.0,0,0,98,2,1.000,20,+4,2.4,0,8.8,.389,1473.0,1,-7.2,6,0.0
ATL,49.4,1,0.0,.500,3,Ersan İlyasova,.563,2,.000,89,5.6,14.3,2,.500,.250,1,4,1,0,20180122,1,10,4.8,0,1,77,3,1.000,5,+5,26.9,0,40.3,.500,1421.0,11,-4.1,1,2.1
ATL,0.0,0,3.5,.556,2,Kent Bazemore,.611,4,.600,91,6.7,22.1,5,.444,.000,0,9,1,0,20180122,1,0,0.0,3,2,97,0,0,11,+13,0.0,1,18.2,.611,1361.0,0,6.4,0,4.5
ATL,35.8,0,8.0,.000,0,Miles Plumlee,.333,1,0,89,0.0,14.0,0,.333,.000,1,3,1,0,20180122,0,3,11.7,0,0,90,1,0,2,-1,23.6,1,0.0,.333,588.0,4,-3.2,0,0.0
ATL,4.5,0,0.0,.400,2,Marco Belinelli,.550,5,.250,98,12.1,21.2,4,.500,.000,0,10,0,0,20180122,2,1,0.0,1,1,96,1,0,11,-7,2.2,0,16.7,.550,1547.0,1,-2.3,0,2.0
ATL,5.0,1,3.3,.400,3,Malcolm Delaney,.643,2,1.000,95,45.5,16.4,2,.400,.200,0,5,0,0,20180122,8,1,0.0,2,1,114,3,1.000,7,+25,2.5,1,35.5,.600,1411.0,1,6.7,1,2.2
ATL,16.5,1,3.7,.250,0,John Collins,.901,3,1.000,97,6.8,9.5,1,.750,.250,4,4,0,0,20180122,1,3,21.5,1,0,196,1,1.000,8,+17,19.0,1,0.0,.875,1278.0,7,9.2,1,0.0
ATL,33.4,0,3.7,.300,2,Dewayne Dedmon,.350,3,.333,93,6.9,26.1,3,.300,.000,3,10,0,0,20180122,1,6,16.3,1,0,78,3,0,7,-3,24.8,1,16.7,.350,1260.0,9,-9.4,0,0.0
ATL,21.5,0,0.0,.250,1,Mike Muscala,.750,3,.000,99,9.4,14.0,1,.750,.000,1,4,0,0,20180122,1,3,7.0,0,0,125,1,0,6,+18,14.2,0,20.0,.750,978.0,4,1.5,0,0.0
ATL,31.3,0,0.0,.500,0,Luke Babbitt,1.250,2,1.000,96,0.0,8.1,1,1.000,.000,0,2,0,0,20180122,0,3,0.0,1,0,250,4,0,5,-3,15.5,0,0.0,1.250,673.0,3,3.7,0,0.0
