team_abbr,drb_pct,fta,blk_pct,threepar,tov,player_name,ts_pct,fg,threep_pct,drtg,ast_pct,usg_pct,threepa,fg_pct,ftr,orb,fga,starter,inactive,date,ast,drb,orb_pct,threep,stl,ortg,pf,ft_pct,pts,pm,trb_pct,blk,tov_pct,efg_pct,sp,trb,bpm,ft,stl_pct
ORL,23.6,7,2.2,.400,3,Matt Barnes,.497,4,.000,91,8.2,18.8,4,.400,.700,1,10,1,0,20100412,2,10,3.6,0,3,92,2,.714,13,+32,15.7,1,18.7,.400,2216.0,11,-0.1,5,3.8
ORL,16.0,5,0.0,.750,0,Rashard Lewis,.686,3,.500,97,0.0,13.5,6,.375,.625,0,8,1,0,20100412,0,6,0.0,3,2,143,2,1.000,14,+26,9.7,0,0.0,.563,1962.0,6,4.5,5,2.9
ORL,8.4,11,0.0,.182,2,Vince Carter,.663,5,.000,98,0.0,24.9,2,.455,1.000,1,11,1,0,20100412,0,3,4.3,0,2,126,2,1.000,21,+25,6.8,0,11.2,.455,1863.0,4,1.6,11,3.0
ORL,30.3,10,12.5,.000,1,Dwight Howard,.577,4,0,89,18.7,19.0,0,.667,1.667,2,6,1,0,20100412,3,9,10.3,0,0,122,3,.400,12,+19,22.4,4,8.8,.667,1557.0,11,7.1,4,0.0
ORL,20.3,4,0.0,.600,2,Jameer Nelson,.638,5,.333,98,53.9,23.1,6,.500,.400,1,10,1,0,20100412,8,6,5.2,2,1,132,2,.750,15,+20,14.3,0,14.5,.600,1544.0,7,8.5,3,1.8
ORL,3.9,0,0.0,.833,0,Jason Williams,.667,3,.400,106,14.1,11.7,5,.500,.000,0,6,0,0,20100412,2,1,0.0,2,0,141,1,0,8,0,2.4,0,0.0,.667,1336.0,1,0.0,0,0.0
ORL,31.7,3,0.0,.000,2,Marcin Gortat,.481,3,0,98,0.0,20.3,0,.429,.429,1,7,0,0,20100412,0,8,6.0,0,0,83,4,.667,8,+1,21.5,0,19.4,.429,1323.0,9,-9.6,2,0.0
ORL,9.6,0,0.0,.667,0,Mickaël Piétrus,.333,2,.333,81,8.3,21.5,6,.222,.000,0,9,0,0,20100412,1,2,0.0,2,4,76,4,0,6,-15,5.8,0,0.0,.333,1089.0,2,0.9,0,10.4
ORL,5.1,3,4.8,.167,4,J.J. Redick,.751,4,1.000,102,66.2,28.9,1,.667,.500,0,6,0,0,20100412,6,1,0.0,1,0,112,0,.667,11,-5,3.1,1,35.3,.750,1017.0,1,8.2,2,0.0
ORL,0.0,0,0.0,.500,1,Ryan Anderson,1.250,4,1.000,107,0.0,26.3,2,1.000,.000,1,4,0,0,20100412,0,0,16.2,2,0,161,1,0,10,-3,6.4,0,20.0,1.250,493.0,1,22.3,0,0.0
