team_abbr,drb_pct,fta,blk_pct,threepar,tov,player_name,ts_pct,fg,threep_pct,drtg,ast_pct,usg_pct,threepa,fg_pct,ftr,orb,fga,starter,inactive,date,ast,drb,orb_pct,threep,stl,ortg,pf,ft_pct,pts,pm,trb_pct,blk,tov_pct,efg_pct,sp,trb,bpm,ft,stl_pct
GSW,26.9,0,0.0,.400,0,Draymond Green,.400,2,.000,105,30.7,7.2,2,.400,.000,0,5,1,0,20171203,9,7,0.0,0,0,142,0,0,4,+32,15.2,0,0.0,.400,1921.0,7,4.3,0,0.0
GSW,15.8,2,0.0,.467,1,Klay Thompson,.598,8,.286,107,17.8,25.2,7,.533,.133,1,15,1,0,20171203,4,4,5.1,2,0,123,1,.500,19,+33,11.2,0,5.9,.600,1865.0,5,1.5,1,0.0
GSW,8.1,4,0.0,.563,0,Stephen Curry,.845,11,.556,100,16.1,27.2,9,.688,.250,0,16,1,0,20171203,3,2,0.0,5,2,166,1,.750,30,+20,4.6,0,0.0,.844,1819.0,2,20.3,3,3.4
GSW,8.7,4,0.0,.389,4,Kevin Durant,.607,9,.286,104,37.2,38.8,7,.500,.222,1,18,1,0,20171203,7,2,5.6,2,1,115,1,1.000,24,+18,7.3,0,16.8,.556,1705.0,3,6.5,4,1.8
GSW,21.0,3,0.0,.000,0,Zaza Pachulia,.752,3,0,106,14.1,14.0,0,.750,.750,1,4,1,0,20171203,2,3,9.1,0,0,167,2,.667,8,+20,15.8,0,0.0,.750,1056.0,4,5.0,2,0.0
GSW,24.5,4,0.0,.000,0,Omri Casspi,.644,3,0,105,0.0,14.3,0,.500,.667,0,6,0,0,20171203,0,5,0.0,0,0,138,2,1.000,10,+4,13.8,0,0.0,.500,1507.0,5,-3.3,4,0.0
GSW,19.6,2,0.0,1.000,1,Patrick McCaw,.347,0,.000,100,16.3,9.6,2,.000,1.000,0,2,0,0,20171203,3,3,0.0,0,1,94,3,1.000,2,+3,11.1,0,25.8,.000,1128.0,3,-3.5,2,2.8
GSW,0.0,0,0.0,.750,2,Nick Young,1.000,3,.667,110,0.0,18.1,3,.750,.000,0,4,0,0,20171203,0,0,0.0,2,0,101,2,0,8,+2,0.0,0,33.3,1.000,924.0,0,-1.6,0,0.0
GSW,19.4,0,8.6,.000,0,Jordan Bell,.667,2,0,99,9.6,11.0,0,.667,.000,1,3,0,0,20171203,1,2,12.6,0,0,154,0,0,4,0,16.5,1,0.0,.667,761.0,3,5.9,0,0.0
GSW,41.4,5,9.2,.000,1,David West,.645,3,0,95,0.0,28.1,0,.750,1.250,1,4,0,0,20171203,0,4,13.5,0,0,110,1,.400,8,+8,29.3,1,13.9,.750,713.0,5,0.4,2,0.0
