blk,team_abbr,fg_pct,fga,drtg,stl,efg_pct,ast_pct,date,threep,blk_pct,threepar,tov_pct,drb_pct,fg,ft,stl_pct,tov,starter,pf,orb_pct,trb_pct,ft_pct,threep_pct,pts,usg_pct,ortg,threepa,orb,ast,drb,bpm,player_name,sp,ts_pct,pm,fta,inactive,trb,ftr
0,SAC,.385,13,117,2,.385,9.0,20130224,0,0.0,.000,11.3,27.6,5,6,2.9,2,1,2,3.1,15.3,1.000,0,16,22.3,105,0,1,2,9,-2.5,DeMarcus Cousins,2240.0,.512,-7,6,0,10,.462
1,SAC,.429,14,130,0,.643,14.4,20130224,6,1.8,.500,12.5,6.2,6,0,0.0,2,1,0,3.1,4.7,0,.857,18,20.6,119,7,1,3,2,3.6,John Salmons,2203.0,.643,-8,0,0,3,.000
0,SAC,.250,16,128,1,.313,19.1,20130224,2,0.0,.188,0.0,6.7,4,2,1.6,0,1,2,3.3,5.0,1.000,.667,12,23.3,95,3,1,4,2,-6.1,Tyreke Evans,2050.0,.355,-23,2,0,3,.125
0,SAC,.429,14,124,2,.464,26.8,20130224,1,0.0,.214,6.1,6.8,6,3,3.2,1,1,2,3.4,5.1,1.000,.333,16,22.8,119,3,1,5,2,1.4,Isaiah Thomas,2028.0,.522,-15,3,0,3,.214
1,SAC,.727,11,125,0,.727,0.0,20130224,0,2.3,.000,21.4,20.2,8,0,0.0,3,1,2,16.2,18.2,0,0,16,23.4,114,0,4,0,5,-1.4,Jason Thompson,1696.0,.727,-3,0,0,9,.000
0,SAC,.571,7,131,0,.714,16.4,20130224,2,0.0,.429,20.2,7.5,4,2,0.0,2,0,1,7.5,7.5,1.000,.667,12,15.3,133,3,2,3,2,0.6,Marcus Thornton,1830.0,.761,-2,2,0,4,.286
2,SAC,.000,2,125,0,.000,0.0,20130224,0,8.7,.500,33.3,7.6,0,0,0.0,1,0,4,0.0,3.8,0,.000,0,9.4,0,1,0,0,1,-16.4,James Johnson,902.0,.000,-15,0,0,1,.000
0,SAC,0,0,127,0,0,10.9,20130224,0,0.0,0,0,18.2,0,0,0.0,0,0,1,9.1,13.7,0,0,0,0.0,235,0,1,1,2,-3.9,Chuck Hayes,753.0,0,-7,0,0,3,0
0,SAC,.250,4,125,0,.375,35.0,20130224,1,0.0,.500,20.0,24.8,1,0,0.0,1,0,1,0.0,12.4,0,.500,3,25.6,82,2,0,2,2,-9.5,Jimmer Fredette,553.0,.375,+3,0,0,2,.000
0,SAC,.500,2,134,0,.500,0.0,20130224,0,0.0,.000,33.3,0.0,1,0,0.0,1,0,1,0.0,0.0,0,0,2,58.6,58,0,0,0,0,-35.7,Patrick Patterson,145.0,.500,+2,0,0,0,.000
0,SAC,0,0,0,0,0,0,20130224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aaron Brooks,0.0,0,0,0,0,0,0
0,SAC,0,0,0,0,0,0,20130224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Toney Douglas,0.0,0,0,0,0,0,0
0,SAC,0,0,0,0,0,0,20130224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Travis Outlaw,0.0,0,0,0,0,0,0
