team_abbr,drb_pct,fta,blk_pct,threepar,tov,player_name,ts_pct,fg,threep_pct,drtg,ast_pct,usg_pct,threepa,fg_pct,ftr,orb,fga,starter,inactive,date,ast,drb,orb_pct,threep,stl,ortg,pf,ft_pct,pts,pm,trb_pct,blk,tov_pct,efg_pct,sp,trb,bpm,ft,stl_pct
LAL,8.9,5,0.0,.400,5,Kendall Marshall,.410,4,.000,123,39.3,17.6,4,.400,.500,0,10,1,0,20140406,11,3,0.0,0,0,79,2,.400,10,-21,3.7,0,29.1,.400,2561.0,3,-9.6,2,0.0
LAL,3.2,3,0.0,.400,4,Jodie Meeks,.521,6,.333,124,4.3,22.6,6,.400,.200,0,15,1,0,20140406,1,1,0.0,2,0,80,2,1.000,17,-27,1.4,0,19.7,.467,2349.0,1,-9.2,3,0.0
LAL,12.1,0,0.0,.364,0,Ryan Kelly,.273,3,.000,116,4.9,15.4,4,.273,.000,1,11,1,0,20140406,1,3,3.0,0,2,64,5,0,6,-21,6.8,0,0.0,.273,1872.0,4,-9.3,0,3.0
LAL,26.4,2,0.0,.000,2,Jordan Hill,.739,10,0,114,0.0,25.7,0,.714,.143,3,14,1,0,20140406,0,6,9.7,0,2,125,2,1.000,22,-22,16.7,0,11.8,.714,1720.0,9,6.9,2,3.3
LAL,22.1,0,0.0,.333,0,Kent Bazemore,.333,1,.000,121,52.9,11.5,1,.333,.000,0,3,1,0,20140406,4,2,0.0,0,0,108,1,0,2,-1,9.3,0,0.0,.333,685.0,2,0.0,0,0.0
LAL,25.7,2,0.0,.500,1,Wesley Johnson,.563,3,.500,110,15.7,14.6,4,.375,.250,0,8,0,0,20140406,3,6,0.0,2,3,106,3,1.000,10,-3,10.8,0,10.1,.500,1772.0,6,4.5,2,4.8
LAL,26.0,4,0.0,.000,0,Robert Sacre,.461,3,0,121,21.2,14.6,0,.375,.500,4,8,0,0,20140406,4,6,12.7,0,0,121,1,.750,9,-9,18.3,0,0.0,.375,1746.0,10,2.2,3,0.0
LAL,9.7,7,0.0,.733,2,Nick Young,.498,5,.182,115,13.7,33.5,11,.333,.467,0,15,0,0,20140406,2,2,0.0,2,2,93,3,.857,18,-12,4.1,0,10.0,.400,1567.0,2,0.1,6,3.6
LAL,59.2,0,0.0,.500,0,MarShon Brooks,.750,1,1.000,117,0.0,40.9,1,.500,.000,0,2,0,0,20140406,0,1,0.0,1,0,124,0,0,3,+1,25.0,0,0.0,.750,128.0,1,29.5,0,0.0
LAL,0,0,0,0,0,Steve Nash,0,0,0,0,0,0,0,0,0,0,0,0,0,20140406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
