team_abbr,drb_pct,fta,blk_pct,threepar,tov,player_name,ts_pct,fg,threep_pct,drtg,ast_pct,usg_pct,threepa,fg_pct,ftr,orb,fga,starter,inactive,date,ast,drb,orb_pct,threep,stl,ortg,pf,ft_pct,pts,pm,trb_pct,blk,tov_pct,efg_pct,sp,trb,bpm,ft,stl_pct
CHI,9.5,8,0.0,.857,1,Justin Holiday,1.093,5,.833,127,0.0,13.6,6,.714,1.143,0,7,1,0,20180105,0,3,0.0,5,0,195,4,1.000,23,-1,5.1,0,8.7,1.071,2223.0,3,4.0,8,0.0
CHI,3.6,5,0.0,.294,4,Kris Dunn,.833,12,.800,115,51.1,31.4,5,.706,.294,1,17,1,0,20180105,9,1,4.2,4,4,147,3,.800,32,-2,3.9,0,17.2,.824,1938.0,2,15.8,4,5.8
CHI,29.5,1,2.5,.556,1,Lauri Markkanen,.847,6,.600,119,4.3,14.4,5,.667,.111,1,9,1,0,20180105,1,8,4.3,3,1,152,0,1.000,16,+3,17.9,1,9.6,.833,1902.0,9,5.6,1,1.5
CHI,25.8,2,0.0,1.000,1,Denzel Valentine,.258,0,.000,120,19.3,9.4,3,.000,.667,0,3,1,0,20180105,4,5,0.0,0,1,92,1,1.000,2,+3,13.9,0,20.5,.000,1359.0,5,-4.9,2,2.1
CHI,16.1,2,3.7,.000,3,Robin Lopez,.551,6,0,123,14.3,27.9,0,.600,.200,0,10,1,0,20180105,2,3,0.0,0,0,88,0,.000,12,-3,8.7,1,21.6,.600,1306.0,3,-8.5,0,0.0
CHI,41.0,4,3.5,.333,4,Nikola Mirotić,.511,3,.333,115,16.7,28.3,3,.333,.444,2,9,0,0,20180105,3,8,12.0,1,1,96,1,1.000,11,-2,27.6,1,27.1,.389,1372.0,10,-5.1,4,2.1
CHI,5.3,3,0.0,.000,3,David Nwaba,.630,6,0,127,0.0,26.6,0,.667,.333,1,9,0,0,20180105,0,1,6.3,0,0,94,4,.333,13,-1,5.8,0,22.5,.667,1313.0,2,-14.2,1,0.0
CHI,11.9,0,0.0,.000,1,Bobby Portis,.667,4,0,116,28.5,15.6,0,.667,.000,3,6,0,0,20180105,4,2,20.9,0,2,147,1,0,8,+8,16.1,0,14.3,.667,1180.0,5,7.6,0,4.8
CHI,0.0,6,0.0,.833,0,Jerian Grant,.463,1,.200,128,14.9,24.1,5,.167,1.000,0,6,0,0,20180105,2,0,0.0,1,0,117,0,.833,8,+5,0.0,0,0.0,.250,942.0,0,-9.2,5,0.0
CHI,24.4,0,0.0,.500,0,Paul Zipser,.500,1,.000,124,0.0,6.1,1,.500,.000,0,2,0,0,20180105,0,3,0.0,0,0,103,5,0,2,+5,13.1,0,0.0,.500,865.0,3,-11.7,0,0.0
CHI,0,0,0,0,0,Quincy Pondexter,0,0,0,0,0,0,0,0,0,0,0,0,0,20180105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
DAL,15.4,5,0.0,.643,1,Wesley Matthews,.741,7,.556,128,10.2,20.6,9,.500,.357,0,14,1,0,20180105,3,4,0.0,5,1,140,1,1.000,24,+5,7.1,0,5.8,.679,2140.0,4,3.8,5,1.3
DAL,15.8,2,0.0,.286,1,Harrison Barnes,.526,10,.167,127,15.7,28.1,6,.476,.095,3,21,1,0,20180105,4,4,10.1,1,1,114,1,1.000,23,0,12.7,0,4.4,.500,2083.0,7,-2.4,2,1.4
DAL,5.2,5,0.0,.333,5,Dennis Smith Jr.,.528,6,.500,120,33.6,31.2,4,.500,.417,1,12,1,0,20180105,7,1,4.5,2,3,92,1,.200,15,-4,4.8,0,26.0,.583,1577.0,2,-1.4,1,5.4
DAL,17.7,0,0.0,.273,0,Dirk Nowitzki,.864,8,1.000,125,12.7,20.2,3,.727,.000,0,11,1,0,20180105,2,3,0.0,3,1,163,4,0,19,-6,8.1,0,0.0,.864,1395.0,3,9.6,0,2.0
DAL,12.0,0,0.0,.143,0,Maxi Kleber,.571,4,.000,131,15.5,13.1,1,.571,.000,1,7,1,0,20180105,3,2,5.1,0,0,133,3,0,8,+5,8.3,0,0.0,.571,1371.0,3,-3.4,0,0.0
DAL,10.1,1,0.0,.000,1,Dwight Powell,1.009,6,0,119,4.6,11.7,0,1.000,.167,0,6,0,0,20180105,1,2,0.0,0,3,167,6,1.000,13,-9,4.7,0,13.4,1.000,1622.0,2,1.6,1,5.2
DAL,12.2,2,0.0,.300,1,J.J. Barea,.506,4,.333,126,47.5,22.5,3,.400,.200,0,10,0,0,20180105,9,2,0.0,1,1,123,3,1.000,11,-6,5.6,0,8.4,.450,1349.0,2,-0.7,2,2.1
