team_abbr,drb_pct,fta,blk_pct,threepar,tov,player_name,ts_pct,fg,threep_pct,drtg,ast_pct,usg_pct,threepa,fg_pct,ftr,orb,fga,starter,inactive,date,ast,drb,orb_pct,threep,stl,ortg,pf,ft_pct,pts,pm,trb_pct,blk,tov_pct,efg_pct,sp,trb,bpm,ft,stl_pct
DET,24.3,3,5.5,.105,3,Josh Smith,.468,8,.500,103,20.7,27.4,2,.421,.158,2,19,1,0,20141110,4,9,5.1,1,0,91,4,.667,19,-15,14.4,3,12.9,.447,2315.0,11,1.7,2,0.0
DET,22.9,4,1.9,.000,3,Andre Drummond,.148,0,0,104,0.0,12.1,0,.000,.800,4,5,1,0,20141110,0,8,10.8,0,1,46,6,.500,2,-4,16.6,1,30.7,.000,2187.0,12,-12.4,2,1.4
DET,26.3,0,0.0,.000,3,Greg Monroe,.533,8,0,108,11.6,22.8,0,.533,.000,1,15,1,0,20141110,2,9,2.7,0,0,91,3,0,16,-4,14.1,0,16.7,.533,2144.0,10,-2.8,0,0.0
DET,3.6,4,0.0,.333,0,Kentavious Caldwell-Pope,.418,3,.333,114,5.8,17.0,3,.333,.444,0,9,1,0,20141110,1,1,0.0,1,0,90,1,.500,9,-10,1.8,0,0.0,.389,1717.0,1,-5.0,2,0.0
DET,15.3,4,2.6,.364,4,Brandon Jennings,.431,3,.500,100,49.0,27.8,4,.273,.364,1,11,1,0,20141110,8,4,3.6,2,2,87,3,.750,11,0,9.3,1,23.9,.364,1637.0,5,3.4,3,3.7
DET,15.5,1,0.0,.333,0,Caron Butler,.699,3,1.000,111,12.5,10.8,2,.500,.167,1,6,0,0,20141110,2,4,3.6,2,0,148,2,1.000,9,+1,9.4,0,0.0,.667,1614.0,5,4.2,1,0.0
DET,4.1,0,2.7,.286,0,Kyle Singler,.643,4,.500,107,0.0,12.3,2,.571,.000,0,7,0,0,20141110,0,1,0.0,1,1,123,0,0,9,-12,2.0,1,0.0,.643,1543.0,1,4.2,0,1.9
DET,5.0,9,0.0,.125,2,D.J. Augustin,.669,5,.000,108,20.7,30.5,1,.625,1.125,0,8,0,0,20141110,2,1,0.0,0,1,118,2,.667,16,-11,2.4,0,14.3,.625,1243.0,1,5.9,6,2.4
DET,0,0,0,0,0,Joel Anthony,0,0,0,0,0,0,0,0,0,0,0,0,0,20141110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
DET,0,0,0,0,0,Gigi Datome,0,0,0,0,0,0,0,0,0,0,0,0,0,20141110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
