trb_pct,blk_pct,threep_pct,fg_pct,ast_pct,team_abbr,ts_pct,orb_pct,sp,orb,threepar,efg_pct,stl,pm,blk,fga,drb_pct,tov_pct,fta,player_name,usg_pct,pts,date,bpm,drtg,ft_pct,ftr,drb,ast,pf,stl_pct,ortg,fg,ft,trb,inactive,threep,threepa,tov,starter
11.0,2.6,.250,.467,55.2,LAL,.567,3.2,2204.0,1,.267,.500,2,+5,1,15,18.7,5.1,8,LeBron James,22.7,21,20191228,12.6,115,.750,.533,6,16,2,2.6,142,7,6,7,0,1,4,1,1
14.6,0.0,.250,.438,17.9,LAL,.536,3.3,2144.0,1,.250,.469,2,+6,0,16,25.6,9.7,6,Anthony Davis,24.7,20,20191228,0.5,115,.833,.375,8,5,3,2.7,114,7,5,9,0,1,4,2,1
6.0,0.0,.200,.167,0.0,LAL,.250,6.1,1158.0,1,.833,.250,0,-13,0,6,5.9,0.0,0,Danny Green,13.3,3,20191228,-13.2,126,0,.000,1,0,1,0.0,71,1,0,2,0,1,5,0,1
6.4,0.0,.000,.444,7.4,LAL,.444,0.0,1078.0,0,.333,.444,0,-15,0,9,12.7,18.2,0,Avery Bradley,26.2,8,20191228,-15.7,124,0,.000,2,1,2,0.0,76,4,0,2,0,0,3,2,1
20.7,8.4,0,1.000,0.0,LAL,1.000,0.0,672.0,0,.000,1.000,0,-8,1,2,40.8,0.0,0,JaVale McGee,7.6,4,20191228,-1.0,112,0,.000,4,0,4,0.0,200,2,0,4,0,0,0,0,1
3.6,2.9,.750,.571,7.3,LAL,.825,3.6,1933.0,1,.571,.786,0,+22,1,7,3.5,0.0,2,Kentavious Caldwell-Pope,10.5,13,20191228,2.8,124,1.000,.286,1,2,3,0.0,173,4,2,2,0,3,4,0,0
7.8,0.0,.333,.529,5.0,LAL,.655,4.0,1777.0,1,.529,.618,0,+14,0,17,11.6,0.0,3,Kyle Kuzma,26.4,24,20191228,2.7,125,1.000,.176,3,1,1,0.0,137,9,3,4,0,3,9,0,0
8.8,0.0,1.000,.500,18.3,LAL,.615,11.8,1187.0,2,.167,.583,2,+13,0,6,5.8,21.5,3,Alex Caruso,20.1,9,20191228,1.2,115,.667,.500,1,3,4,4.8,117,3,2,3,0,1,1,2,0
24.7,20.1,0,.800,0.0,LAL,.814,18.7,1126.0,3,.000,.800,0,+6,4,5,30.4,0.0,4,Dwight Howard,15.4,11,20191228,8.7,107,.750,.800,5,0,3,0.0,176,4,3,8,0,0,0,0,0
9.6,0.0,.500,.750,34.4,LAL,.845,6.5,1080.0,1,.250,.813,0,+12,0,8,12.7,18.4,2,Rajon Rondo,25.8,15,20191228,7.1,124,1.000,.250,2,4,2,0.0,143,6,2,3,0,1,2,2,0
0.0,0.0,0,0,0.0,LAL,0,0.0,41.0,0,0,0,0,-2,0,0,0.0,0,0,Jared Dudley,0.0,0,20191228,-7.0,127,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,LAL,0,0,0.0,0,0,0,0,0,0,0,0,0,0,Quinn Cook,0,0,20191228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,LAL,0,0,0.0,0,0,0,0,0,0,0,0,0,0,Troy Daniels,0,0,20191228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.9,2.1,.308,.412,33.9,POR,.669,0.0,2357.0,0,.765,.529,1,-5,1,17,6.0,11.5,14,Damian Lillard,28.1,31,20191228,7.6,130,.929,.824,2,9,4,1.2,137,7,13,2,0,4,13,3,1
3.0,0.0,.250,.500,16.4,POR,.563,0.0,2279.0,0,.500,.563,0,-9,0,16,6.2,11.1,0,CJ McCollum,20.0,18,20191228,-2.7,134,0,.000,2,4,0,0.0,110,8,0,2,0,2,8,2,1
27.3,9.6,0,.636,0.0,POR,.675,20.2,2033.0,6,.000,.636,0,+1,4,11,34.6,22.1,7,Hassan Whiteside,22.5,19,20191228,0.2,120,.714,.636,10,0,3,0.0,119,7,5,16,0,0,0,4,1
