trb_pct,blk_pct,threep_pct,fg_pct,ast_pct,team_abbr,ts_pct,orb_pct,sp,orb,threepar,efg_pct,stl,pm,blk,fga,drb_pct,tov_pct,fta,player_name,usg_pct,pts,date,bpm,drtg,ft_pct,ftr,drb,ast,pf,stl_pct,ortg,fg,ft,trb,inactive,threep,threepa,tov,starter
12.0,12.3,0,.588,4.7,UTA,.573,0.0,2446.0,0,.000,.588,1,+15,7,17,21.6,13.0,7,Al Jefferson,24.6,23,20101222,-1.3,103,.429,.412,9,1,5,1.2,98,10,3,9,0,0,0,3,1
9.5,0.0,.000,.316,28.0,UTA,.497,9.2,2411.0,3,.158,.316,2,+5,0,19,9.8,10.7,14,Deron Williams,30.5,25,20101222,-2.1,113,.929,.737,4,7,1,2.4,111,6,13,7,0,0,3,3,1
10.7,4.0,.333,.571,12.8,UTA,.760,3.5,2139.0,1,.429,.643,3,-3,2,7,16.5,22.2,8,Andrei Kirilenko,16.5,16,20101222,5.4,104,.875,1.143,6,3,2,4.1,126,4,7,7,0,1,3,3,1
4.8,2.1,.000,.250,11.8,UTA,.521,0.0,2064.0,0,.250,.250,1,-1,1,4,8.5,25.8,4,Raja Bell,9.8,6,20101222,-5.6,114,1.000,1.000,3,3,3,1.4,96,1,4,3,0,0,1,2,1
19.1,2.3,0,.625,28.2,UTA,.648,15.7,1884.0,4,.000,.625,3,+4,1,16,21.8,14.5,4,Paul Millsap,28.8,23,20101222,6.7,101,.750,.250,7,4,5,4.6,120,10,3,11,0,0,0,3,1
6.5,0.0,.000,.333,6.2,UTA,.405,4.9,1499.0,1,.333,.333,3,-1,0,9,7.8,9.2,2,C.J. Miles,18.9,8,20101222,-6.3,106,1.000,.222,2,1,3,5.8,89,3,2,3,0,0,3,1,0
13.6,0.0,0,1.000,36.4,UTA,1.078,10.3,720.0,1,.000,1.000,0,+17,0,1,16.3,0.0,3,Gordon Hayward,8.4,5,20101222,12.6,116,1.000,3.000,2,3,0,0.0,221,1,3,3,0,0,0,0,0
6.2,0.0,0,1.000,41.9,UTA,1.000,0.0,527.0,0,.000,1.000,0,+5,0,2,11.2,0.0,0,Earl Watson,9.9,4,20101222,7.3,118,0,.000,1,2,0,0.0,201,2,0,1,0,0,0,0,0
11.5,0.0,0,0,0.0,UTA,0,25.9,285.0,1,0,0,0,-4,0,0,0.0,100.0,0,Francisco Elson,9.2,0,20101222,-18.3,122,0,0,0,0,1,0.0,54,0,0,1,0,0,0,1,0
0.0,0.0,0,0,28.2,UTA,0,0.0,276.0,0,0,0,1,-6,0,0,0.0,0,0,Ronnie Price,0.0,0,20101222,8.6,99,0,0,0,1,1,10.6,203,0,0,0,0,0,0,0,0
0.0,0.0,0,0,0.0,UTA,1.136,0.0,149.0,0,0,0,0,-6,0,0,0.0,0.0,2,Kyrylo Fesenko,15.4,2,20101222,-11.0,120,1.000,0,0,0,3,0.0,250,0,2,0,0,0,0,0,0
0,0,0,0,0,UTA,0,0,0.0,0,0,0,0,0,0,0,0,0,0,Jeremy Evans,0,0,20101222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.7,1.9,.667,.625,11.7,MIN,.875,0.0,2393.0,0,.750,.875,2,-8,1,8,6.2,20.0,0,Wesley Johnson,10.2,14,20101222,7.1,114,0,.000,2,3,2,2.4,139,5,0,2,0,4,6,2,1
26.1,0.0,.667,.350,8.5,MIN,.512,22.2,2381.0,9,.150,.400,0,-3,0,20,31.0,14.1,10,Kevin Love,29.2,25,20101222,-1.5,114,.900,.500,10,2,5,0.0,111,7,9,19,0,2,3,4,1
14.3,3.9,0,.563,14.8,MIN,.615,2.6,2281.0,1,.000,.563,1,+6,2,16,29.1,4.9,8,Michael Beasley,22.0,24,20101222,7.5,109,.750,.500,9,3,4,1.3,131,9,6,10,0,0,0,1,1
1.7,0.0,.333,.583,27.3,MIN,.643,0.0,1972.0,0,.250,.625,1,-3,0,12,3.7,7.4,1,Luke Ridnour,16.7,16,20101222,3.1,117,1.000,.083,1,5,2,1.5,135,7,1,1,0,1,3,1,1
8.9,6.0,0,.300,6.3,MIN,.276,12.0,1468.0,3,.000,.300,2,-7,2,10,5.0,15.5,2,Darko Miličić,21.5,6,20101222,-9.6,107,.000,.200,1,1,6,4.0,66,3,0,4,0,0,0,2,1
4.3,0.0,.400,.444,0.0,MIN,.687,3.9,1520.0,1,.556,.556,0,-19,0,9,4.9,25.6,6,Martell Webster,25.2,16,20101222,-5.3,120,1.000,.667,1,0,5,0.0,107,4,6,2,0,2,5,4,0
0.0,0.0,.500,.400,20.7,MIN,.500,0.0,908.0,0,.400,.500,0,-2,0,5,0.0,37.5,0,Jonny Flynn,21.5,5,20101222,-12.7,121,0,.000,0,2,2,0.0,72,2,0,0,0,1,2,3,0
12.8,0.0,0,.000,10.1,MIN,.129,0.0,770.0,0,.000,.000,1,+9,0,3,28.8,0.0,2,Corey Brewer,12.3,1,20101222,-8.2,106,.500,.667,3,1,2,3.8,48,0,1,3,0,0,0,0,0
14.2,9.6,0,.000,16.8,MIN,.000,12.7,462.0,1,.000,.000,0,+2,1,3,16.0,25.0,0,Kosta Koufos,21.2,0,20101222,-15.4,111,0,.000,1,1,1,0.0,31,0,0,2,0,0,0,1,0
0.0,0.0,.000,.000,31.6,MIN,.000,0.0,246.0,0,1.000,.000,0,0,0,1,0.0,0.0,0,Wayne Ellington,9.9,0,20101222,-11.3,121,0,.000,0,1,1,0.0,57,0,0,0,0,0,1,0,0
0,0,0,0,0,MIN,0,0,0.0,0,0,0,0,0,0,0,0,0,0,Sundiata Gaines,0,0,20101222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,MIN,0,0,0.0,0,0,0,0,0,0,0,0,0,0,Lazar Hayward,0,0,20101222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,UTA,0,0,0.0,0,0,0,0,0,0,0,0,0,0,Mehmet Okur,0,0,20101222,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,MIN,0,0,0.0,0,0,0,0,0,0,0,0,0,0,Sebastian Telfair,0,0,20101222,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,MIN,0,0,0.0,0,0,0,0,0,0,0,0,0,0,Anthony Tolliver,0,0,20101222,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
