trb_pct,blk_pct,threep_pct,fg_pct,ast_pct,team_abbr,ts_pct,orb_pct,sp,orb,threepar,efg_pct,stl,pm,blk,fga,drb_pct,tov_pct,fta,player_name,usg_pct,pts,date,bpm,drtg,ft_pct,ftr,drb,ast,pf,stl_pct,ortg,fg,ft,trb,inactive,threep,threepa,tov,starter
13.3,0.0,.600,.357,3.2,NOH,.464,7.0,2587.0,3,.357,.464,0,-2,0,14,21.6,6.7,0,Peja Stojaković,15.6,13,20080308,-4.0,125,0,.000,7,1,1,0.0,105,5,0,10,0,3,5,1,1
22.5,4.7,0,.467,7.4,NOH,.425,9.8,2442.0,4,.000,.467,0,-3,2,15,39.3,10.2,6,Tyson Chandler,21.6,15,20080308,-3.4,117,.167,.400,12,2,2,0.0,92,7,1,16,0,0,0,2,1
4.5,0.0,.600,.577,64.9,NOH,.666,2.6,2300.0,1,.192,.635,2,-13,0,26,7.0,12.6,4,Chris Paul,37.1,37,20080308,18.7,122,1.000,.154,2,11,3,2.9,133,15,4,3,0,3,5,4,1
5.5,0.0,.667,.500,4.8,NOH,.600,6.4,1867.0,2,.300,.600,0,-1,0,10,4.3,9.1,0,Morris Peterson,15.8,12,20080308,-1.8,129,0,.000,1,1,2,0.0,121,5,0,3,0,2,3,1,1
8.3,0.0,0,.000,5.8,NOH,.000,9.7,1241.0,2,.000,.000,1,-9,0,1,6.4,0.0,0,Ryan Bowen,2.2,0,20080308,-4.0,122,0,.000,1,1,2,2.6,116,0,0,3,0,0,0,0,1
4.0,0.0,.500,.500,10.2,NOH,.563,7.1,1700.0,2,.250,.563,1,-2,0,8,0.0,11.1,0,Julian Wright,14.2,9,20080308,0.7,126,0,.000,0,2,0,1.9,119,4,0,2,0,1,2,1,0
9.0,3.8,.250,.231,10.9,NOH,.269,3.9,1532.0,1,.308,.269,3,-5,1,13,15.7,0.0,0,Jannero Pargo,22.8,7,20080308,-0.2,108,0,.000,3,2,1,6.4,77,3,0,4,0,1,4,0,0
0.0,0.0,0,0,0.0,NOH,.000,0.0,438.0,0,0,0,0,-7,0,0,0.0,53.2,2,Melvin Ely,11.5,0,20080308,-20.3,131,.000,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0
0.0,0.0,.500,.250,0.0,NOH,.375,0.0,293.0,0,.500,.375,0,-8,0,4,0.0,20.0,0,Mike James,45.8,3,20080308,-19.4,131,0,.000,0,0,0,0.0,63,1,0,0,0,1,2,1,0
0,0,0,0,0,NOH,0,0,0.0,0,0,0,0,0,0,0,0,0,0,Chris Andersen,0,0,20080308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,NOH,0,0,0.0,0,0,0,0,0,0,0,0,0,0,Hilton Armstrong,0,0,20080308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,NOH,0,0,0.0,0,0,0,0,0,0,0,0,0,0,Rasual Butler,0,0,20080308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.1,2.9,.375,.630,36.0,HOU,.713,0.0,2880.0,0,.296,.685,0,+10,2,27,12.5,9.4,4,Tracy McGrady,32.2,41,20080308,12.1,114,1.000,.148,6,9,0,0.0,141,17,4,6,0,3,8,3,1
10.0,0.0,.333,.444,9.7,HOU,.556,13.4,2392.0,4,.667,.556,0,+1,0,9,7.5,10.0,0,Shane Battier,12.2,10,20080308,-1.5,118,0,.000,3,3,1,0.0,129,4,0,7,0,2,6,1,1
