trb_pct,blk_pct,threep_pct,fg_pct,ast_pct,team_abbr,ts_pct,orb_pct,sp,orb,threepar,efg_pct,stl,pm,blk,fga,drb_pct,tov_pct,fta,player_name,usg_pct,pts,date,bpm,drtg,ft_pct,ftr,drb,ast,pf,stl_pct,ortg,fg,ft,trb,inactive,threep,threepa,tov,starter
5.1,0.0,0,.778,27.1,LAL,.277,0.0,1930.0,2,.357,.286,0,-4,0,9,9.7,25.7,4,Kobe Bryant,27.6,16,20131216,-13.8,123,.500,.071,8,2,4,3.3,60,7,2,10,0,0,0,3,1
17.2,0.0,.000,.286,10.5,LAL,.743,7.3,1930.0,0,.000,.778,2,-4,0,14,26.0,21.8,1,Pau Gasol,19.5,8,20131216,-1.2,124,.000,.444,3,6,1,0.0,120,4,0,3,0,0,5,5,1
17.6,2.6,0,1.000,0.0,LAL,.987,16.6,1693.0,4,.000,1.000,0,-12,1,8,18.5,0.0,6,Jordan Hill,17.2,21,20131216,13.1,125,.833,.750,5,0,1,0.0,204,8,5,9,0,0,0,0,1
8.0,2.7,.000,.333,5.1,LAL,.333,4.2,1662.0,1,.222,.333,0,-19,1,9,11.3,10.0,0,Wesley Johnson,16.5,6,20131216,-9.6,128,0,.000,3,1,1,0.0,76,3,0,4,0,0,2,1,1
6.7,0.0,.000,.125,10.5,LAL,.125,4.7,1479.0,1,.375,.125,1,-11,0,8,8.5,20.0,0,Jodie Meeks,18.5,2,20131216,-15.9,126,0,.000,2,2,0,2.1,41,1,0,3,0,0,3,2,1
6.7,2.3,.714,.500,5.1,LAL,.730,3.6,1963.0,1,.500,.679,0,-3,1,14,9.6,6.0,4,Nick Young,23.4,23,20131216,7.2,128,1.000,.286,3,1,3,0.0,146,7,4,4,0,5,7,1,0
12.4,0.0,.000,.429,19.1,LAL,.541,8.7,1606.0,2,.143,.429,3,-5,0,14,15.6,10.7,6,Xavier Henry,31.8,18,20131216,5.9,115,1.000,.429,4,3,1,5.9,115,6,6,6,0,0,2,2,0
0.0,4.7,0,.750,10.1,LAL,.750,0.0,950.0,0,.000,.750,0,-10,1,4,0.0,0.0,0,Robert Sacre,11.5,6,20131216,1.9,130,0,.000,0,1,2,0.0,158,3,0,0,0,0,0,0,0
12.7,0.0,.000,.000,0.0,LAL,.000,0.0,782.0,0,1.000,.000,0,0,0,2,24.0,0.0,0,Shawne Williams,7.0,0,20131216,-13.5,125,0,.000,3,0,1,0.0,0,0,0,3,0,0,2,0,0
8.2,0.0,0,0,36.5,LAL,0,17.3,405.0,1,0,0,0,-2,0,0,0.0,0,0,Ryan Kelly,0.0,0,20131216,1.8,133,0,0,0,2,2,0.0,213,0,0,1,0,0,0,0,0
0,0,0,0,0,LAL,0,0,0.0,0,0,0,0,0,0,0,0,0,0,Chris Kaman,0,0,20131216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,LAL,0,0,0.0,0,0,0,0,0,0,0,0,0,0,Jordan Farmar,0,0,20131216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
