ftr,fga,ast,starter,ft,stl,fg_pct,ast_pct,ts_pct,fg,threep_pct,date,ortg,trb,pts,orb,blk_pct,team_abbr,drb,tov_pct,ft_pct,usg_pct,fta,sp,stl_pct,efg_pct,tov,trb_pct,threep,threepar,orb_pct,blk,pf,player_name,drtg,inactive,threepa,drb_pct,pm
.444,18,5,1,8,3,.333,20.3,.465,6,.000,20210518,99,14,20,5,5.1,WAS,9,15.7,1.000,28.8,8,2205.0,3.9,.333,4,18.7,0,.222,13.6,2,5,Russell Westbrook,106,0,4,23.5,-19
.080,25,6,1,1,0,.400,30.4,.425,10,.167,20210518,91,9,22,1,5.3,WAS,8,10.4,.500,33.6,2,2139.0,0.0,.420,3,12.4,1,.240,2.8,2,3,Bradley Beal,116,0,6,21.5,-20
.000,2,1,1,0,0,.000,6.9,.000,0,.000,20210518,12,1,0,0,0.0,WAS,1,50.0,0,9.5,0,1042.0,0.0,.000,2,2.8,0,.500,0.0,0,2,Raul Neto,126,0,1,5.5,-14
.000,5,0,1,0,0,.800,0.0,.800,4,0,20210518,108,2,8,1,5.7,WAS,1,28.6,0,17.5,0,997.0,0.0,.800,2,5.9,0,.000,6.0,1,5,Rui Hachimura,123,0,0,5.8,-9
.250,8,0,1,1,0,.250,0.0,.282,2,0,20210518,71,4,5,3,0.0,WAS,1,10.1,.500,35.2,2,699.0,0.0,.250,1,16.8,0,.000,25.8,0,3,Alex Len,124,0,0,8.2,-15
.250,8,0,0,2,0,.125,0.0,.225,1,.000,20210518,55,1,4,0,0.0,WAS,1,0.0,1.000,11.2,2,1966.0,0.0,.125,0,1.5,0,.875,0.0,0,3,Dāvis Bertāns,127,0,7,2.9,-23
.500,8,3,0,4,2,.750,18.8,.871,6,1.000,20210518,149,8,17,1,3.6,WAS,7,17.0,1.000,18.5,4,1583.0,3.6,.813,2,14.9,1,.125,3.8,1,3,Ish Smith,107,0,1,25.5,+5
.000,7,1,0,0,0,.857,9.0,.857,6,0,20210518,148,5,12,1,9.2,WAS,4,12.5,0,16.2,0,1231.0,0.0,.857,1,11.9,0,.000,4.9,2,4,Daniel Gafford,115,0,0,18.7,-9
.400,5,0,0,1,0,.400,0.0,.425,2,0,20210518,94,1,5,0,5.9,WAS,1,0.0,.500,15.4,2,950.0,0.0,.400,0,3.1,0,.000,0.0,1,2,Robin Lopez,122,0,0,6.1,+6
.000,2,0,0,0,0,.500,0.0,.750,1,.500,20210518,155,1,3,0,0.0,WAS,1,0.0,0,6.8,0,736.0,0.0,.750,0,4.0,1,1.000,0.0,0,1,Garrison Mathews,125,0,2,7.8,+1
.000,2,0,0,0,0,.500,0.0,.500,1,0,20210518,107,2,2,0,0.0,WAS,2,0.0,0,8.0,0,620.0,0.0,.500,0,9.5,0,.000,0.0,0,0,Chandler Hutchison,120,0,0,18.6,+3
.000,1,0,0,0,0,1.000,0.0,1.000,1,0,20210518,200,0,2,0,0.0,WAS,0,0.0,0,21.4,0,116.0,0.0,1.000,0,0.0,0,.000,0.0,0,0,Anthony Gill,128,0,0,0.0,+2
.000,1,1,0,0,0,.000,62.1,.000,0,0,20210518,85,1,0,1,0.0,WAS,0,0.0,0,21.4,0,116.0,0.0,.000,0,25.3,0,.000,51.7,0,0,Cassius Winston,128,0,0,0.0,+2
0,0,0,0,0,0,0,0,0,0,0,20210518,0,0,0,0,0,WAS,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Isaac Bonga,0,0,0,0,0
.531,32,4,1,17,1,.438,22.0,.633,14,.417,20210518,136,8,50,2,3.3,BOS,6,4.8,1.000,40.8,17,2437.0,1.2,.516,2,9.6,5,.375,4.7,2,1,Jayson Tatum,99,0,12,14.8,+25
.000,11,4,1,0,1,.273,15.7,.364,3,.333,20210518,84,6,8,1,0.0,BOS,5,15.4,0,14.4,0,2161.0,1.3,.364,2,8.2,2,.545,2.7,0,4,Evan Fournier,101,0,6,13.9,+20
.000,8,6,1,0,1,.375,24.3,.438,3,.200,20210518,109,2,7,0,0.0,BOS,2,11.1,0,10.3,0,2096.0,1.4,.438,1,2.8,1,.625,0.0,0,1,Marcus Smart,104,0,5,5.7,+23
.125,24,2,1,3,2,.417,11.9,.573,10,.429,20210518,116,7,29,2,2.0,BOS,5,7.3,1.000,32.2,3,2035.0,2.8,.542,2,10.1,6,.583,5.7,1,4,Kemba Walker,97,0,14,14.7,+17
2.000,1,1,1,2,1,1.000,9.8,1.064,1,0,20210518,228,4,4,0,4.8,BOS,4,0.0,1.000,5.3,2,853.0,3.4,1.000,0,13.8,0,.000,0.0,1,1,Robert Williams,89,0,0,28.1,+8
.889,9,2,0,4,1,.444,10.3,.479,4,0,20210518,109,12,12,6,0.0,BOS,6,13.8,.500,19.6,8,1777.0,1.6,.444,2,19.8,0,.000,19.4,0,3,Tristan Thompson,99,0,0,20.3,+15
2.000,1,0,0,1,0,1.000,0.0,.798,1,0,20210518,171,4,3,1,0.0,BOS,3,0.0,.500,5.3,2,849.0,0.0,1.000,0,13.8,0,.000,6.8,0,2,Romeo Langford,102,0,0,21.2,+4
.000,4,0,0,0,1,.250,0.0,.375,1,.250,20210518,74,3,3,1,5.0,BOS,2,20.0,0,14.7,0,816.0,3.5,.375,1,10.8,1,1.000,7.1,1,1,Aaron Nesmith,93,0,4,14.7,-4
.000,2,0,0,0,0,.000,0.0,.000,0,.000,20210518,0,0,0,0,0.0,BOS,0,0.0,0,9.5,0,503.0,0.0,.000,0,0.0,0,.500,0.0,0,0,Semi Ojeleye,109,0,1,0.0,-6
.000,1,0,0,0,0,.000,0.0,.000,0,.000,20210518,0,1,0,0,0.0,BOS,1,0.0,0,8.7,0,275.0,0.0,.000,0,10.7,0,1.000,0.0,0,0,Payton Pritchard,102,0,1,21.8,-1
0,0,1,0,0,0,0,30.3,0,0,0,20210518,239,1,0,0,0.0,BOS,1,0,0,0.0,0,250.0,0.0,0,0,11.8,0,0,0.0,0,0,Luke Kornet,101,0,0,24.0,-5
.000,2,0,0,0,0,.500,0.0,.500,1,.000,20210518,100,0,2,0,0.0,BOS,0,0.0,0,41.4,0,116.0,0.0,.500,0,0.0,0,.500,0.0,0,0,Carsen Edwards,109,0,1,0.0,-2
.000,1,0,0,0,0,.000,0.0,.000,0,.000,20210518,0,0,0,0,0.0,BOS,0,0.0,0,20.7,0,116.0,0.0,.000,0,0.0,0,1.000,0.0,0,0,Tremont Waters,109,0,1,0.0,-2
0,0,0,0,0,0,0,0.0,0,0,0,20210518,234,1,0,1,0.0,BOS,0,0,0,0.0,0,116.0,0.0,0,0,25.3,0,0,49.7,0,0,Grant Williams,109,0,0,0.0,-2
0,0,0,0,0,0,0,0,0,0,0,20210518,0,0,0,0,0,BOS,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Jabari Parker,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,20210518,0,0,0,0,0,WAS,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Deni Avdija,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,20210518,0,0,0,0,0,WAS,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Thomas Bryant,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,20210518,0,0,0,0,0,WAS,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Caleb Homesley,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,20210518,0,0,0,0,0,BOS,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Jaylen Brown,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,20210518,0,0,0,0,0,BOS,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Tacko Fall,0,1,0,0,0
