blk,team_abbr,fg_pct,fga,drtg,stl,efg_pct,ast_pct,date,threep,blk_pct,threepar,tov_pct,drb_pct,fg,ft,stl_pct,tov,starter,pf,orb_pct,trb_pct,ft_pct,threep_pct,pts,usg_pct,ortg,threepa,orb,ast,drb,bpm,player_name,sp,ts_pct,pm,fta,inactive,trb,ftr
0,CLE,.440,25,116,0,.500,29.1,20200117,3,0.0,.320,10.2,9.5,11,3,0.0,3,1,4,2.4,5.5,1.000,.375,28,32.1,111,8,1,6,3,0.8,Collin Sexton,2223.0,.532,+10,3,0,4,.120
0,CLE,.417,12,114,0,.417,8.2,20200117,0,0.0,.500,5.3,23.8,5,9,0.0,1,1,2,5.3,13.4,.692,.000,19,22.1,119,6,2,2,7,-0.5,Kevin Love,2063.0,.536,-9,13,0,9,1.083
0,CLE,.333,12,114,1,.375,27.0,20200117,1,0.0,.417,23.7,3.8,4,2,1.6,4,1,0,3.0,3.3,1.000,.200,11,22.3,87,5,1,6,1,-4.8,Darius Garland,1840.0,.427,-17,2,0,2,.167
1,CLE,.200,5,107,1,.200,4.9,20200117,0,3.2,.000,15.5,23.5,1,1,1.9,1,1,3,10.9,16.4,1.000,0,3,10.5,82,0,3,1,5,-6.1,Tristan Thompson,1492.0,.276,-27,1,0,8,.200
0,CLE,.250,8,117,0,.250,0.0,20200117,0,0.0,.625,11.1,5.5,2,0,0.0,1,1,3,12.7,9.5,0,.000,4,17.0,68,5,3,0,1,-14.6,Cedi Osman,1284.0,.250,-24,0,0,4,.000
1,CLE,.857,7,103,2,.857,0.0,20200117,0,3.0,.143,12.5,30.8,6,0,3.6,1,0,3,10.2,19.2,0,.000,12,12.2,152,1,3,0,7,8.3,Alfonzo McKinnie,1596.0,.857,+20,0,0,10,.000
0,CLE,.875,8,106,2,1.000,0.0,20200117,2,0.0,.250,10.1,24.3,7,0,3.9,1,0,2,3.8,12.7,.000,1.000,16,16.6,150,2,1,0,5,11.2,Larry Nance Jr.,1445.0,.901,+19,2,0,6,.250
0,CLE,.400,5,116,0,.500,0.0,20200117,1,0.0,.600,16.7,14.6,2,0,0.0,1,0,1,0.0,6.3,0,.333,5,15.1,86,3,0,0,2,-7.9,Dante Exum,965.0,.500,0,0,0,2,.000
0,CLE,.333,6,114,0,.417,22.7,20200117,1,0.0,.500,10.9,27.7,2,3,0.0,1,0,1,14.3,20.2,.600,.333,8,29.4,111,3,2,2,3,3.1,John Henson,760.0,.488,+9,5,0,5,.833
0,CLE,.250,4,118,0,.375,10.6,20200117,1,0.0,.750,20.0,0.0,1,0,0.0,1,0,0,0.0,0.0,0,.333,3,16.6,74,3,0,1,0,-10.2,Matthew Dellavedova,732.0,.375,-1,0,0,0,.000
0,CLE,0,0,0,0,0,0,20200117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dean Wade,0.0,0,0,0,0,0,0
0,CLE,0,0,0,0,0,0,20200117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tyler Cook,0.0,0,0,0,0,0,0
