blk,team_abbr,fg_pct,fga,drtg,stl,efg_pct,ast_pct,date,threep,blk_pct,threepar,tov_pct,drb_pct,fg,ft,stl_pct,tov,starter,pf,orb_pct,trb_pct,ft_pct,threep_pct,pts,usg_pct,ortg,threepa,orb,ast,drb,bpm,player_name,sp,ts_pct,pm,fta,inactive,trb,ftr
1,SAS,.438,16,95,4,.438,15.1,20150324,0,2.1,.188,0.0,21.3,7,5,5.5,0,1,4,5.6,13.1,.833,.000,19,22.9,117,3,2,3,7,9.9,Kawhi Leonard,2153.0,.510,-7,6,0,9,.375
1,SAS,.625,8,100,2,.875,6.3,20150324,4,2.6,.750,9.3,15.6,5,3,3.5,1,1,1,0.0,7.5,.750,.667,17,17.0,154,6,0,1,4,16.1,Danny Green,1673.0,.871,-3,4,0,4,.500
0,SAS,.273,11,105,2,.318,18.2,20150324,1,0.0,.364,25.2,0.0,3,1,3.8,4,1,2,3.8,2.0,.500,.250,8,26.9,63,4,1,3,0,-8.3,Tony Parker,1562.0,.337,-12,2,0,1,.182
2,SAS,.429,7,103,0,.429,0.0,20150324,0,6.2,.000,0.0,22.7,3,0,0.0,0,1,2,8.3,15.2,0,0,6,12.9,100,0,2,0,5,-2.2,Tim Duncan,1439.0,.429,-9,0,0,7,.000
1,SAS,.500,6,91,3,.500,7.5,20150324,0,3.4,.000,36.8,20.0,3,2,6.8,4,1,3,0.0,9.6,1.000,0,8,22.0,74,0,0,1,4,-0.2,Tiago Splitter,1307.0,.581,-8,2,0,4,.333
0,SAS,.333,12,111,0,.333,5.5,20150324,0,0.0,.167,20.0,11.1,4,0,0.0,3,0,3,3.4,7.1,0,.000,8,22.5,60,2,1,1,3,-12.9,Boris Diaw,1764.0,.333,+2,0,0,4,.000
0,SAS,.250,8,112,0,.313,22.3,20150324,1,0.0,.500,0.0,5.3,2,0,0.0,0,0,1,4.9,5.1,0,.250,5,17.1,87,4,1,3,1,-3.6,Patty Mills,1236.0,.313,+3,0,0,2,.000
0,SAS,.375,8,108,0,.438,8.9,20150324,1,0.0,.625,0.0,23.0,3,0,0.0,0,0,1,0.0,11.0,0,.200,7,18.6,95,5,0,1,4,-2.0,Marco Belinelli,1137.0,.438,-3,0,0,4,.000
0,SAS,.500,6,101,1,.500,33.2,20150324,0,0.0,.500,30.4,27.2,3,1,3.1,3,0,1,0.0,13.0,.500,.000,7,27.1,81,3,0,3,4,-1.9,Manu Ginóbili,963.0,.509,-10,2,0,4,.333
0,SAS,1.000,2,111,0,1.250,0.0,20150324,1,0.0,.500,0.0,9.8,2,0,0.0,0,0,2,9.0,9.4,0,1.000,5,7.9,244,1,1,0,1,8.2,Matt Bonner,666.0,1.250,+2,0,0,2,.000
0,SAS,0,0,109,0,0,0.0,20150324,0,0.0,0,53.2,19.5,0,2,0.0,1,0,0,17.9,18.6,1.000,0,2,14.8,123,0,1,0,1,-1.5,Jeff Ayres,336.0,1.136,+6,2,0,2,0
