blk,team_abbr,fg_pct,fga,drtg,stl,efg_pct,ast_pct,date,threep,blk_pct,threepar,tov_pct,drb_pct,fg,ft,stl_pct,tov,starter,pf,orb_pct,trb_pct,ft_pct,threep_pct,pts,usg_pct,ortg,threepa,orb,ast,drb,bpm,player_name,sp,ts_pct,pm,fta,inactive,trb,ftr
1,MEM,.500,16,108,1,.531,16.6,20120205,1,2.3,.188,5.3,16.3,8,4,1.4,1,1,3,6.9,10.3,1.000,.333,21,21.5,127,3,3,3,4,9.8,Rudy Gay,2351.0,.591,-30,4,0,7,.250
0,MEM,.250,8,110,1,.250,19.2,20120205,0,0.0,.375,27.3,14.0,2,0,1.6,3,1,0,0.0,5.1,0,.000,4,14.4,52,3,0,4,3,-9.7,Mike Conley,2052.0,.250,-25,0,0,3,.000
1,MEM,.214,14,112,0,.214,5.1,20120205,0,2.7,.000,30.8,14.1,3,1,0.0,7,1,4,8.0,10.2,.250,0,7,30.0,40,0,3,1,3,-20.2,Marc Gasol,2040.0,.222,-26,4,0,6,.286
0,MEM,.444,9,114,0,.444,8.3,20120205,0,0.0,.222,0.0,13.3,4,2,0.0,0,1,1,7.5,9.6,1.000,.000,10,18.3,119,2,2,1,2,2.7,Sam Young,1449.0,.506,-5,2,0,4,.222
2,MEM,.200,10,106,0,.200,19.6,20120205,0,9.9,.000,9.1,17.5,2,0,0.0,1,1,2,9.9,12.6,0,0,4,26.9,57,0,2,2,2,-6.6,Marreese Speights,1100.0,.200,-4,0,0,4,.000
0,MEM,.500,12,105,2,.583,8.1,20120205,2,0.0,.333,0.0,11.6,6,1,3.9,0,0,2,0.0,4.2,1.000,.500,15,20.2,130,4,0,1,2,10.2,O.J. Mayo,1657.0,.603,-11,1,0,2,.083
0,MEM,.500,8,113,0,.500,0.0,20120205,0,0.0,.125,0.0,19.0,4,2,0.0,0,0,2,7.2,11.5,1.000,.000,10,15.8,128,1,2,0,3,1.0,Dante Cunningham,1512.0,.563,-9,2,0,5,.250
0,MEM,0,0,108,1,0,0.0,20120205,0,0.0,0,0,0.0,0,0,3.5,0,0,2,0.0,0.0,0,0,0,0.0,0,0,0,0,0,-4.7,Quincy Pondexter,911.0,0,+8,0,0,0,0
1,MEM,.750,4,102,0,.750,0.0,20120205,0,8.1,.000,0.0,43.0,3,3,0.0,0,0,1,16.2,25.9,1.000,0,9,21.4,181,0,2,0,3,21.0,Hamed Haddadi,670.0,.846,+5,3,0,5,.750
0,MEM,.000,2,116,0,.000,0.0,20120205,0,0.0,.500,33.3,0.0,0,0,0.0,1,0,0,0.0,0.0,0,.000,0,23.0,0,1,0,0,0,-27.3,Josh Selby,351.0,.000,0,0,0,0,.000
