trb_pct,blk_pct,threep_pct,fg_pct,ast_pct,team_abbr,ts_pct,orb_pct,sp,orb,threepar,efg_pct,stl,pm,blk,fga,drb_pct,tov_pct,fta,player_name,usg_pct,pts,date,bpm,drtg,ft_pct,ftr,drb,ast,pf,stl_pct,ortg,fg,ft,trb,inactive,threep,threepa,tov,starter
2.8,2.2,.111,.100,7.4,HOU,.150,0.0,2070.0,0,.900,.150,0,+22,1,10,5.0,16.7,0,Trevor Ariza,16.5,3,20180311,-13.5,96,0,.000,2,2,4,0.0,37,1,0,2,0,1,9,2,1
6.3,0.0,.545,.563,12.4,HOU,.770,0.0,1853.0,0,.688,.750,1,+27,0,16,11.1,10.6,2,Eric Gordon,29.0,26,20180311,12.8,90,1.000,.125,4,2,4,1.7,131,9,2,4,0,6,11,2,1
8.1,0.0,.571,.500,77.2,HOU,.636,0.0,1813.0,0,.389,.611,0,+31,0,18,14.2,9.6,2,Chris Paul,32.8,24,20180311,14.7,92,1.000,.111,5,12,4,0.0,136,9,2,5,0,4,7,2,1
16.8,6.5,0,.667,0.0,HOU,.515,0.0,1396.0,0,.000,.667,0,+7,2,3,29.5,20.5,2,Clint Capela,10.0,4,20180311,-1.4,80,.000,.667,8,0,1,0.0,73,2,0,8,0,0,0,1,1
9.8,0.0,.667,.600,7.5,HOU,.850,5.7,1201.0,1,.600,.800,1,+17,0,5,12.8,14.5,2,P.J. Tucker,16.3,10,20180311,10.3,87,1.000,.400,3,1,2,2.6,147,3,2,4,0,2,3,1,1
3.1,0.0,.200,.429,4.3,HOU,.500,0.0,1925.0,0,.714,.500,1,-7,0,7,5.3,22.2,0,Luc Mbah a Moute,13.3,7,20180311,-3.5,94,0,.000,2,1,1,1.6,78,3,0,2,0,1,5,2,0
9.2,0.0,.000,.556,12.1,HOU,.607,0.0,1592.0,0,.111,.556,0,-4,0,9,16.2,9.2,2,Joe Johnson,19.5,12,20180311,-0.1,91,1.000,.222,5,2,3,0.0,116,5,2,5,0,0,1,1,0
20.0,6.9,0,.667,0.0,HOU,.630,25.9,1323.0,5,.000,.667,1,+9,2,3,15.5,0.0,4,Tarik Black,10.2,6,20180311,5.4,83,.500,1.333,4,0,3,2.4,162,2,2,9,0,0,0,0,0
14.4,0.0,.333,.385,8.6,HOU,.500,0.0,1227.0,0,.692,.500,1,+13,0,13,25.1,0.0,0,Gerald Green,30.2,13,20180311,6.5,81,0,.000,6,1,0,2.5,100,5,0,6,0,3,9,0,0
0,0,0,0,0,HOU,0,0,0.0,0,0,0,0,0,0,0,0,0,0,Ryan Anderson,0,0,20180311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,HOU,0,0,0.0,0,0,0,0,0,0,0,0,0,0,James Harden,0,0,20180311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,HOU,0,0,0.0,0,0,0,0,0,0,0,0,0,0,Nenê,0,0,20180311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.7,0.0,.333,.250,16.9,DAL,.359,0.0,1900.0,0,.375,.313,0,-23,0,16,18.0,0.0,8,Harrison Barnes,26.4,14,20180311,-2.2,117,.500,.500,5,3,1,0.0,86,4,4,5,0,2,6,0,1
3.2,0.0,.000,.167,20.9,DAL,.167,2.8,1844.0,1,.250,.167,1,-21,0,12,3.7,20.0,0,Dennis Smith Jr.,20.9,4,20180311,-16.0,115,0,.000,1,4,3,1.7,44,2,0,2,0,0,3,3,1
10.1,0.0,.000,.125,10.5,DAL,.125,0.0,1747.0,0,.500,.125,0,-29,0,8,23.6,11.1,0,Yogi Ferrell,13.3,2,20180311,-14.6,116,0,.000,6,2,1,0.0,36,1,0,6,0,0,4,1,1
10.7,0.0,1.000,.818,0.0,DAL,.842,11.3,1371.0,3,.091,.864,1,-25,0,11,10.0,0.0,2,Dwight Powell,22.3,20,20180311,17.7,112,.500,.182,2,0,2,2.3,164,9,1,5,0,1,1,0,1
13.2,5.5,.167,.455,9.8,DAL,.547,3.9,1331.0,1,.545,.500,0,-27,1,11,25.8,0.0,2,Dirk Nowitzki,23.0,13,20180311,7.9,111,1.000,.182,5,1,0,0.0,119,5,2,6,0,1,6,0,1
5.5,0.0,.000,.143,5.7,DAL,.254,0.0,1607.0,0,.429,.143,0,+8,0,7,12.8,20.2,2,Doug McDermott,15.8,4,20180311,-17.0,117,1.000,.286,3,1,4,0.0,50,1,2,3,0,0,3,2,0
19.4,4.9,1.000,.333,13.0,DAL,.417,20.4,1516.0,6,.167,.417,1,-2,1,6,18.1,25.0,0,Kyle Collinsworth,13.6,5,20180311,-1.4,108,0,.000,4,2,4,2.1,90,2,0,10,0,1,1,2,0
2.1,0.0,.000,.222,93.3,DAL,.222,3.7,1391.0,1,.556,.222,1,-1,0,9,0.0,10.0,0,J.J. Barea,18.5,4,20180311,2.7,114,0,.000,0,13,1,2.2,90,2,0,1,0,0,5,1,0
29.1,0.0,.000,.625,18.4,DAL,.625,5.7,910.0,1,.125,.625,1,+9,0,8,60.3,0.0,0,Nerlens Noel,22.6,10,20180311,14.9,101,0,.000,8,1,1,3.4,128,5,0,9,0,0,1,0,0
