blk,team_abbr,fg_pct,fga,drtg,stl,efg_pct,ast_pct,date,threep,blk_pct,threepar,tov_pct,drb_pct,fg,ft,stl_pct,tov,starter,pf,orb_pct,trb_pct,ft_pct,threep_pct,pts,usg_pct,ortg,threepa,orb,ast,drb,bpm,player_name,sp,ts_pct,pm,fta,inactive,trb,ftr
0,DAL,.500,10,119,3,.650,34.8,20080303,3,0.0,.400,13.3,15.0,5,6,3.9,2,1,3,0.0,7.2,.857,.750,19,17.6,143,4,0,9,4,10.7,Jason Kidd,2400.0,.726,-10,7,0,4,.700
0,DAL,.471,17,126,0,.500,4.7,20080303,1,0.0,.176,23.4,23.6,8,6,0.0,6,1,5,3.6,13.2,1.000,.333,23,31.4,93,3,1,1,6,-7.2,Dirk Nowitzki,2287.0,.586,-8,6,0,7,.353
0,DAL,.692,13,128,0,.692,10.2,20080303,0,0.0,.077,15.4,12.1,9,7,0.0,3,1,5,3.7,7.7,.875,.000,25,24.5,132,1,1,2,3,2.7,Josh Howard,2231.0,.757,-12,8,0,4,.615
0,DAL,.467,15,130,0,.533,10.3,20080303,2,0.0,.333,0.0,0.0,7,5,0.0,0,1,3,0.0,0.0,1.000,.400,21,23.4,131,5,0,2,0,1.4,Jason Terry,2053.0,.610,-10,5,0,0,.333
0,DAL,.667,3,127,0,.667,0.0,20080303,0,0.0,.000,29.6,17.6,2,2,0.0,2,1,4,10.8,14.0,.500,0,6,12.4,101,0,2,0,3,-6.1,Erick Dampier,1530.0,.630,-27,4,0,5,1.333
1,DAL,.571,7,126,0,.643,6.9,20080303,1,3.3,.429,0.0,6.2,4,3,0.0,0,0,1,17.1,11.9,.750,.333,12,17.0,154,3,3,1,1,9.0,Devean George,1442.0,.685,+18,4,0,4,.571
2,DAL,.333,3,118,0,.333,9.3,20080303,0,10.3,.000,0.0,19.7,1,0,0.0,0,0,2,0.0,9.4,0,0,2,9.2,86,0,0,1,2,0.8,Brandon Bass,913.0,.333,+9,0,0,2,.000
0,DAL,.250,4,115,1,.250,24.7,20080303,0,0.0,.250,0.0,38.1,1,0,4.4,0,0,0,0.0,18.2,0,.000,2,15.8,78,1,0,2,3,1.1,Jerry Stackhouse,708.0,.250,+3,0,0,3,.000
0,DAL,.000,1,123,0,.000,0.0,20080303,0,0.0,.000,0.0,48.0,0,0,0.0,0,0,0,0.0,22.9,0,0,0,7.5,0,0,0,0,2,-7.2,Malik Allen,375.0,.000,+1,0,0,2,.000
0,DAL,0,0,130,0,0,0.0,20080303,0,0.0,0,100.0,0.0,0,0,0.0,1,0,0,0.0,0.0,0,0,0,9.1,0,0,0,0,0,-12.1,Jamaal Magloire,306.0,0,+6,0,0,0,0
0,DAL,.000,1,121,0,.000,0.0,20080303,0,0.0,.000,0.0,57.3,0,0,0.0,0,0,0,0.0,27.4,0,0,0,17.8,0,0,0,0,1,-17.4,Juwan Howard,157.0,.000,0,0,0,1,.000
0,DAL,0,0,0,0,0,0,20080303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J.J. Barea,0.0,0,0,0,0,0,0
