trb_pct,orb_pct,usg_pct,fg_pct,pf,ast,pm,efg_pct,pts,trb,team_abbr,ts_pct,orb,fga,tov_pct,drtg,tov,ft,inactive,ortg,starter,ftr,blk_pct,player_name,drb_pct,threep_pct,bpm,threepar,threepa,date,fg,ft_pct,fta,drb,threep,ast_pct,stl,stl_pct,blk,sp
4.1,0.0,30.4,.526,2,3,+3,.605,26,3,MIL,.640,0,19,22.8,109,6,3,0,100,1,.158,0.0,Khris Middleton,7.2,.500,-1.2,.316,6,20191213,10,1.000,3,3,3,13.5,1,1.3,0,2104.0
19.7,8.3,49.5,.522,4,2,+26,.587,37,11,MIL,.644,2,23,12.2,100,4,10,0,118,1,.565,0.0,Giannis Antetokounmpo,28.3,.429,9.8,.304,7,20191213,12,.769,13,9,3,16.0,1,1.7,0,1606.0
7.6,4.4,9.6,.333,4,0,+4,.333,4,4,MIL,.333,1,6,0.0,111,0,0,0,82,1,.000,0.0,Wesley Matthews,10.0,.000,-8.4,.333,2,20191213,2,0,0,3,0,0.0,0,0.0,0,1513.0
20.3,4.7,16.9,.500,4,2,-2,.563,10,10,MIL,.563,1,8,10.1,95,1,1,0,114,1,.250,12.4,Brook Lopez,32.1,.250,4.9,.500,4,20191213,4,.500,2,9,1,11.3,0,0.0,3,1418.0
11.3,0.0,25.4,.500,1,4,+7,.500,12,4,MIL,.694,0,6,18.8,101,2,6,0,129,1,1.000,0.0,Eric Bledsoe,19.9,.000,7.4,.167,1,20191213,3,1.000,6,4,0,31.9,1,2.6,0,1018.0
10.0,7.7,8.9,.400,2,5,+5,.500,8,6,MIL,.633,2,5,0.0,110,0,3,0,162,0,.600,0.0,George Hill,11.7,.500,3.1,.400,2,20191213,2,1.000,3,4,1,20.4,0,0.0,0,1733.0
9.1,5.3,13.4,.714,2,1,-11,.786,11,4,MIL,.786,1,7,0.0,110,0,0,0,162,0,.000,0.0,D.J. Wilson,12.0,.333,5.8,.429,3,20191213,5,0,0,3,1,7.0,0,0.0,0,1266.0
5.1,0.0,12.5,.500,1,3,-5,.500,6,2,MIL,.615,0,4,17.0,106,1,2,0,122,0,.500,0.0,Donte DiVincenzo,8.9,.000,2.9,.250,1,20191213,2,1.000,2,2,0,19.5,1,2.3,0,1140.0
10.3,12.0,15.2,.500,0,0,+19,.667,8,4,MIL,.667,2,6,14.3,111,1,0,0,122,0,.000,0.0,Sterling Brown,9.0,.667,2.0,.500,3,20191213,3,0,0,2,2,0.0,0,0.0,0,1118.0
14.8,0.0,10.0,.500,1,2,+16,.500,2,5,MIL,.500,0,2,50.0,105,2,0,0,70,0,.000,0.0,Pat Connaughton,25.9,.000,-3.5,.500,1,20191213,1,0,0,5,0,14.4,0,0.0,0,974.0
12.3,0.0,14.3,.000,0,0,+4,.000,3,2,MIL,.543,0,1,0.0,107,0,3,0,123,0,4.000,0.0,Robin Lopez,21.6,0,-1.5,.000,0,20191213,0,.750,4,2,0,0.0,0,0.0,0,468.0
0.0,0.0,0.0,0,0,0,-1,0,0,0,MIL,0,0,0,0,115,0,0,0,0,0,0,0.0,Thanasis Antetokounmpo,0.0,0,-4.0,0,0,20191213,0,0,0,0,0,0.0,0,0.0,0,42.0
0,0,0,0,0,0,0,0,0,0,MIL,0,0,0,0,0,0,0,0,0,0,0,0,Ersan İlyasova,0,0,0,0,0,20191213,0,0,0,0,0,0,0,0,0,0.0
2.8,0.0,26.0,.353,4,3,+1,.471,19,2,MEM,.506,0,17,17.6,123,4,3,0,86,1,.235,2.4,Dillon Brooks,6.4,.571,-7.0,.412,7,20191213,6,.750,4,2,4,13.9,0,0.0,1,2085.0
16.0,0.0,18.8,.273,2,4,-3,.409,15,11,MEM,.550,0,11,12.8,114,2,6,0,109,1,.545,2.5,Jae Crowder,37.2,.333,1.7,.818,9,20191213,3,1.000,6,11,3,17.3,1,1.3,1,1982.0
8.2,0.0,37.8,.667,5,1,-5,.881,43,5,MEM,.861,0,21,10.7,120,3,6,0,136,1,.429,2.9,Jaren Jackson Jr.,19.0,.600,20.7,.714,15,20191213,14,.667,9,5,9,10.9,0,0.0,1,1759.0
3.9,3.4,15.1,.500,1,7,-4,.563,10,2,MEM,.592,1,8,10.6,121,1,1,0,134,1,.125,0.0,Tyus Jones,4.5,.500,2.2,.250,2,20191213,4,1.000,1,1,1,44.7,1,1.8,0,1490.0
14.8,8.7,24.2,.300,2,2,-2,.350,8,6,MEM,.368,2,10,8.4,122,1,1,0,85,1,.200,0.0,Jonas Valančiūnas,23.0,1.000,-8.3,.100,1,20191213,3,.500,2,4,1,16.2,0,0.0,0,1165.0
3.2,5.6,14.5,.300,2,4,-2,.400,8,2,MEM,.400,2,10,9.1,123,1,0,0,97,0,.000,0.0,Solomon Hill,0.0,.286,-4.3,.700,7,20191213,3,0,0,0,2,19.3,1,1.5,0,1798.0
10.4,3.6,15.4,.222,5,5,-9,.222,4,5,MEM,.222,1,9,0.0,111,0,0,0,83,0,.000,3.6,De'Anthony Melton,19.3,.000,-4.1,.333,3,20191213,2,0,0,4,0,30.6,2,3.8,1,1390.0
15.6,13.6,11.6,.500,1,1,-26,.500,5,6,MEM,.563,3,4,18.4,117,1,1,0,119,0,.250,0.0,Kyle Anderson,18.1,0,-1.8,.000,0,20191213,2,1.000,1,3,0,7.9,1,2.4,0,1111.0
13.3,11.7,8.3,.333,4,0,-6,.333,2,4,MEM,.333,2,3,0.0,105,0,0,0,101,0,.000,5.8,Bruno Caboclo,15.5,.000,-3.0,.333,1,20191213,1,0,0,2,0,0.0,2,6.2,1,864.0
7.6,0.0,15.7,.000,0,0,-9,.000,0,2,MEM,.000,0,5,0.0,115,0,0,0,0,0,.000,0.0,Marko Guduric,17.7,.000,-17.5,.800,4,20191213,0,0,0,2,0,0.0,1,3.5,0,756.0
0,0,0,0,0,0,0,0,0,0,MEM,0,0,0,0,0,0,0,0,0,0,0,0,John Konchar,0,0,0,0,0,20191213,0,0,0,0,0,0,0,0,0,0.0
0,0,0,0,0,0,0,0,0,0,MEM,0,0,0,0,0,0,0,0,0,0,0,0,Brandon Clarke,0,0,0,0,0,20191213,0,0,0,0,0,0,0,0,0,0.0
0,0,0,0,0,0,0,0,0,0,MEM,0,0,0,0,0,0,0,0,0,0,0,0,Yuta Watanabe,0,0,0,0,0,20191213,0,0,0,0,0,0,0,0,0,0.0
0,0,0,0,0,0,0,0,0,0,MIL,0,0,0,0,0,0,0,1,0,0,0,0,Dragan Bender,0,0,0,0,0,20191213,0,0,0,0,0,0,0,0,0,0.0
0,0,0,0,0,0,0,0,0,0,MIL,0,0,0,0,0,0,0,1,0,0,0,0,Kyle Korver,0,0,0,0,0,20191213,0,0,0,0,0,0,0,0,0,0.0
0,0,0,0,0,0,0,0,0,0,MIL,0,0,0,0,0,0,0,1,0,0,0,0,Frank Mason III,0,0,0,0,0,20191213,0,0,0,0,0,0,0,0,0,0.0
0,0,0,0,0,0,0,0,0,0,MIL,0,0,0,0,0,0,0,1,0,0,0,0,Cameron Reynolds,0,0,0,0,0,20191213,0,0,0,0,0,0,0,0,0,0.0
0,0,0,0,0,0,0,0,0,0,MEM,0,0,0,0,0,0,0,1,0,0,0,0,Grayson Allen,0,0,0,0,0,20191213,0,0,0,0,0,0,0,0,0,0.0
0,0,0,0,0,0,0,0,0,0,MEM,0,0,0,0,0,0,0,1,0,0,0,0,Andre Iguodala,0,0,0,0,0,20191213,0,0,0,0,0,0,0,0,0,0.0
0,0,0,0,0,0,0,0,0,0,MEM,0,0,0,0,0,0,0,1,0,0,0,0,Josh Jackson,0,0,0,0,0,20191213,0,0,0,0,0,0,0,0,0,0.0
0,0,0,0,0,0,0,0,0,0,MEM,0,0,0,0,0,0,0,1,0,0,0,0,Ja Morant,0,0,0,0,0,20191213,0,0,0,0,0,0,0,0,0,0.0
