trb_pct,blk_pct,threep_pct,fg_pct,ast_pct,team_abbr,ts_pct,orb_pct,sp,orb,threepar,efg_pct,stl,pm,blk,fga,drb_pct,tov_pct,fta,player_name,usg_pct,pts,date,bpm,drtg,ft_pct,ftr,drb,ast,pf,stl_pct,ortg,fg,ft,trb,inactive,threep,threepa,tov,starter
12.8,0.0,0,.444,18.5,CLE,.465,21.1,1667.0,5,.000,.444,0,-17,0,9,4.3,15.7,4,Tristan Thompson,23.0,10,20170304,-6.4,144,.500,.444,1,3,1,0.0,106,4,2,6,0,0,0,2,1
0.0,0.0,.500,.429,11.9,CLE,.571,0.0,1627.0,0,.286,.500,1,-28,0,7,0.0,11.3,2,Iman Shumpert,16.4,9,20170304,-2.7,141,1.000,.286,0,2,0,2.0,111,3,2,0,0,1,2,1,1
6.7,0.0,.000,.333,16.3,CLE,.333,0.0,1599.0,0,.667,.333,1,-6,0,3,13.5,25.0,0,James Jones,7.5,2,20170304,-7.9,136,0,.000,3,3,4,2.1,84,1,0,3,0,0,2,1,1
2.2,0.0,.556,.417,13.9,CLE,.625,0.0,1597.0,0,.750,.625,0,-21,0,12,4.5,0.0,0,Kyle Korver,22.6,15,20170304,2.6,144,0,.000,1,2,2,0.0,127,5,0,1,0,5,9,0,1
11.2,0.0,.000,.364,45.5,CLE,.421,0.0,1594.0,0,.364,.364,0,-14,0,11,22.6,14.4,2,Deron Williams,26.1,10,20170304,-5.8,137,1.000,.182,5,7,0,0.0,98,4,2,5,0,0,4,2,1
16.3,0.0,0,.333,15.6,CLE,.291,8.0,1750.0,2,.000,.333,0,-11,0,6,24.7,22.5,2,DeAndre Liggins,15.2,4,20170304,-12.0,136,.000,.333,6,3,3,0.0,74,2,0,8,0,0,0,2,0
12.4,0.0,.500,.400,0.0,CLE,.654,4.1,1719.0,1,.400,.500,0,-13,0,5,20.9,28.2,6,Derrick Williams,18.6,10,20170304,-9.3,138,.833,1.200,5,0,2,0.0,98,2,5,6,0,1,2,3,0
0.0,0.0,.333,.625,0.0,CLE,.652,0.0,1496.0,0,.375,.688,0,-18,0,8,0.0,19.2,1,Richard Jefferson,21.0,11,20170304,-9.1,146,.000,.125,0,0,2,0.0,93,5,0,0,0,1,3,2,0
10.5,3.9,.600,.750,0.0,CLE,.844,0.0,1351.0,0,.417,.875,2,-12,1,12,21.3,13.9,1,Channing Frye,32.1,21,20170304,15.0,124,.000,.083,4,0,2,4.9,123,9,0,4,0,3,5,2,0
0,0,0,0,0,CLE,0,0,0.0,0,0,0,0,0,0,0,0,0,0,LeBron James,0,0,20170304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,CLE,0,0,0.0,0,0,0,0,0,0,0,0,0,0,Kyrie Irving,0,0,20170304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,CLE,0,0,0.0,0,0,0,0,0,0,0,0,0,0,Andrew Bogut,0,0,20170304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.4,3.7,0,.643,0.0,MIA,.672,17.0,1690.0,4,.000,.643,0,+19,1,14,37.4,6.3,2,Hassan Whiteside,26.2,20,20170304,3.9,103,1.000,.143,9,0,0,0.0,143,9,2,13,0,0,0,1,1
7.3,0.0,.800,.750,34.9,MIA,.893,4.9,1461.0,1,.417,.917,0,+18,0,12,9.6,13.4,2,Goran Dragić,28.4,23,20170304,18.3,112,.500,.167,2,5,1,0.0,165,9,1,3,0,4,5,2,1
2.5,0.0,.400,.300,10.2,MIA,.400,0.0,1419.0,0,.500,.400,1,+10,0,10,5.0,9.1,0,Dion Waiters,21.6,8,20170304,-8.7,107,0,.000,1,2,2,2.3,97,3,0,1,0,2,5,1,1
5.8,0.0,.333,.500,11.4,MIA,.658,5.9,1227.0,1,.750,.625,0,+10,0,4,5.7,0.0,3,Rodney McGruder,12.1,7,20170304,2.4,113,.667,.750,1,2,1,0.0,165,2,2,2,0,1,3,0,1
0.0,0.0,.750,.750,10.0,MIA,1.125,0.0,814.0,0,1.000,1.125,0,+5,0,4,0.0,0.0,0,Luke Babbitt,13.7,9,20170304,12.2,112,0,.000,0,1,4,0.0,232,3,0,0,0,3,4,0,1
13.5,0.0,.500,.545,10.4,MIA,.715,9.1,1579.0,2,.545,.682,3,+24,0,11,17.8,0.0,2,Tyler Johnson,21.0,17,20170304,13.8,95,1.000,.182,4,2,4,6.3,170,6,2,6,0,3,6,0,0
16.6,4.2,.000,.444,15.0,MIA,.444,4.8,1503.0,1,.222,.444,0,+12,1,9,28.0,0.0,0,Josh Richardson,16.7,8,20170304,-0.9,105,0,.000,6,3,1,0.0,127,4,0,7,0,0,2,0,0
