blk,team_abbr,fg_pct,fga,drtg,stl,efg_pct,ast_pct,date,threep,blk_pct,threepar,tov_pct,drb_pct,fg,ft,stl_pct,tov,starter,pf,orb_pct,trb_pct,ft_pct,threep_pct,pts,usg_pct,ortg,threepa,orb,ast,drb,bpm,player_name,sp,ts_pct,pm,fta,inactive,trb,ftr
0,SAC,.533,15,104,3,.633,33.7,20131221,3,0.0,.467,19.3,10.4,8,4,3.6,4,1,2,2.6,6.5,1.000,.429,23,22.4,130,7,1,9,4,7.2,Isaiah Thomas,2564.0,.686,+9,4,0,5,.267
1,SAC,.400,20,110,0,.475,8.5,20131221,3,2.0,.300,8.4,11.5,8,4,0.0,2,1,3,5.7,8.6,1.000,.500,23,28.2,112,6,2,2,4,-1.5,Rudy Gay,2332.0,.528,+9,4,0,6,.200
0,SAC,.714,7,105,2,.714,0.0,20131221,0,0.0,.000,20.2,15.1,5,1,2.8,2,1,3,6.1,10.6,.500,0,11,12.3,115,0,2,0,5,-1.3,Jason Thompson,2214.0,.698,+12,2,0,7,.286
2,SAC,.357,14,103,1,.357,8.1,20131221,0,4.2,.000,18.2,18.3,5,4,1.4,4,1,5,15.2,16.7,.444,0,14,27.6,85,0,5,2,6,-9.5,DeMarcus Cousins,2200.0,.390,-1,9,0,11,.643
0,SAC,1.000,3,107,1,1.333,18.4,20131221,2,0.0,.667,0.0,0.0,3,1,3.0,0,1,4,0.0,0.0,.500,1.000,9,10.5,228,2,0,2,0,13.5,Ben McLemore,1026.0,1.160,-7,2,0,0,.667
0,SAC,.600,10,106,1,.750,0.0,20131221,3,0.0,.600,16.7,14.8,6,0,2.3,2,0,2,0.0,7.4,0,.500,15,24.4,118,6,0,0,3,3.9,Marcus Thornton,1359.0,.750,+16,0,0,3,.000
0,SAC,1.000,1,105,0,1.000,10.7,20131221,0,0.0,.000,0.0,35.1,1,0,0.0,0,0,2,0.0,17.6,0,0,2,3.6,208,0,0,1,4,2.2,Quincy Acy,763.0,1.000,+8,0,0,4,.000
0,SAC,.000,1,107,0,.000,0.0,20131221,0,0.0,.000,0.0,28.1,0,1,0.0,0,0,1,0.0,14.1,.500,0,1,7.3,63,0,0,0,3,-8.7,Derrick Williams,714.0,.266,-10,2,0,3,2.000
0,SAC,.000,1,112,0,.000,12.4,20131221,0,0.0,.000,0.0,11.2,0,0,0.0,0,0,0,22.5,16.9,0,0,0,4.6,126,0,2,1,1,-1.1,Travis Outlaw,596.0,.000,-3,0,0,3,.000
0,SAC,.500,4,109,0,.625,0.0,20131221,1,0.0,.250,0.0,21.2,2,0,0.0,0,0,0,0.0,10.6,0,1.000,5,35.0,124,1,0,0,1,8.4,Jimmer Fredette,316.0,.625,-4,0,0,1,.000
1,SAC,.333,3,97,0,.333,0.0,20131221,0,14.7,.333,25.0,21.2,1,0,0.0,1,0,1,0.0,10.6,0,.000,2,35.0,52,1,0,0,1,-18.4,Aaron Gray,316.0,.333,-4,0,0,1,.000
