threepar,trb,trb_pct,date,team_abbr,orb_pct,ft,drb_pct,blk,efg_pct,bpm,ast,tov,blk_pct,fta,pf,drtg,ftr,sp,tov_pct,fg,threep,orb,stl_pct,ast_pct,ortg,ft_pct,fg_pct,threep_pct,pm,ts_pct,inactive,stl,usg_pct,pts,fga,threepa,player_name,starter,drb
.000,7,25.6,20080322,ORL,5.8,0,49.8,0,.600,0.8,3,1,4.3,0,3,95,2.200,2247.0,23.4,6,2,4,2.7,8.2,96,0,.333,.286,-9,.559,0,2,15.7,14,18,7,Dwight Howard,1,3
.389,16,11.2,20080322,ORL,11.7,5,10.7,2,.389,-1.3,2,3,0.0,11,3,107,.000,2247.0,5.3,3,0,2,2.7,14.1,91,.455,.600,0,-9,.389,0,2,23.2,11,5,0,Rashard Lewis,1,14
.333,2,3.3,20080322,ORL,3.0,1,3.7,1,.567,-0.7,3,4,2.2,1,4,110,.067,2188.0,20.6,7,3,1,1.4,15.3,95,1.000,.467,.600,0,.583,0,1,24.4,18,15,5,Hedo Türkoğlu,1,1
.400,3,5.7,20080322,ORL,0.0,0,12.8,0,.700,3.3,1,1,0.0,0,4,105,.000,1881.0,9.1,6,2,0,3.3,5.9,121,0,.600,.500,-9,.700,0,2,16.1,14,10,4,Maurice Evans,1,3
.250,2,4.7,20080322,ORL,0.0,0,10.4,0,.667,7.5,3,1,0.0,0,5,104,.000,1534.0,7.7,7,2,0,4.0,25.8,124,0,.583,.667,-7,.667,0,2,23.3,16,12,3,Jameer Nelson,1,2
.727,2,4.6,20080322,ORL,4.2,1,5.1,0,.318,-3.9,4,1,0.0,2,2,110,.182,1570.0,7.8,3,1,1,2.0,24.9,82,.500,.273,.125,-3,.337,0,1,22.5,8,11,8,Keith Bogans,0,1
.000,3,8.0,20080322,ORL,4.9,3,11.9,0,.300,-1.6,4,1,0.0,4,1,108,.400,1346.0,7.8,3,0,1,2.3,29.9,92,.750,.300,0,-1,.383,0,1,26.0,9,10,0,Keyon Dooling,0,2
.500,1,4.8,20080322,ORL,0.0,0,10.6,0,.000,-21.8,0,0,0.0,0,2,113,.000,754.0,0.0,0,0,0,0.0,0.0,0,0,.000,.000,-3,.000,0,0,14.6,0,4,2,Brian Cook,0,1
0,0,0.0,20080322,ORL,0.0,0,0.0,2,0,10.1,1,0,15.4,0,0,94,0,633.0,0,0,0,0,4.9,13.0,229,0,0,0,+1,0,0,1,0.0,0,0,0,Adonal Foyle,0,0
0,0,0,20080322,ORL,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Carlos Arroyo,0,0
0,0,0,20080322,ORL,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pat Garrity,0,0
0,0,0,20080322,ORL,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J.J. Redick,0,0
.231,9,11.8,20080322,ATL,0.0,4,21.5,2,.577,1.6,2,3,3.8,5,3,95,.385,2737.0,16.5,7,1,0,1.1,7.3,106,.800,.538,.333,+3,.625,0,1,18.2,19,13,3,Josh Smith,1,9
.250,5,6.6,20080322,ATL,5.9,7,7.2,1,.675,17.1,7,2,1.9,7,2,96,.350,2729.0,8.0,12,3,2,3.4,31.7,145,1.000,.600,.600,+16,.737,0,3,25.2,34,20,5,Joe Johnson,1,3
.381,6,8.3,20080322,ATL,0.0,3,15.1,0,.405,0.8,8,2,0.0,4,1,97,.190,2598.0,8.1,7,3,0,2.4,31.4,99,.750,.333,.375,+10,.439,0,2,26.1,20,21,8,Mike Bibby,1,6
.000,10,17.0,20080322,ATL,18.9,3,15.5,1,.571,4.1,3,2,2.4,3,3,97,.429,2114.0,19.4,4,0,5,1.5,13.4,130,1.000,.571,0,+2,.661,0,1,13.4,11,7,0,Al Horford,1,5
.000,3,9.2,20080322,ATL,6.8,0,11.1,0,.286,-9.8,4,2,0.0,0,4,102,.000,1178.0,22.2,2,0,1,0.0,31.4,73,0,.286,0,-1,.286,0,0,21.0,4,7,0,Marvin Williams,1,2
.000,8,14.4,20080322,ATL,4.0,0,23.0,2,1.000,2.5,2,2,5.2,0,1,96,.000,1996.0,40.0,3,0,1,0.0,9.1,115,0,1.000,0,+6,1.000,0,0,6.9,6,3,0,Josh Childress,0,7
.250,3,14.1,20080322,ATL,0.0,2,25.6,0,.250,-29.7,0,4,0.0,6,2,98,1.500,766.0,37.6,1,0,0,0.0,0.0,38,.333,.250,.000,+6,.301,0,0,38.1,4,4,1,Zaza Pachulia,0,3
.000,0,0.0,20080322,ATL,0.0,0,0.0,0,.000,-27.1,0,1,0.0,0,0,107,.000,262.0,50.0,0,0,0,0.0,0.0,0,0,.000,0,-2,.000,0,0,20.9,0,1,0,Acie Law,0,0
0,0,0.0,20080322,ATL,0.0,0,0.0,0,0,-4.1,0,0,0.0,0,0,107,0,20.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,Mario West,0,0
0,0,0,20080322,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Solomon Jones,0,0
0,0,0,20080322,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jeremy Richardson,0,0
0,0,0,20080322,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salim Stoudamire,0,0
0,0,0,20080322,ORL,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,James Augustine,0,0
0,0,0,20080322,ORL,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Tony Battie,0,0
0,0,0,20080322,ORL,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Marcin Gortat,0,0
0,0,0,20080322,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Speedy Claxton,0,0
