threepar,trb,trb_pct,date,team_abbr,orb_pct,ft,drb_pct,blk,efg_pct,bpm,ast,tov,blk_pct,fta,pf,drtg,ftr,sp,tov_pct,fg,threep,orb,stl_pct,ast_pct,ortg,ft_pct,fg_pct,threep_pct,pm,ts_pct,inactive,stl,usg_pct,pts,fga,threepa,player_name,starter,drb
.467,14,20.6,20151229,ATL,9.5,3,38.2,1,.900,17.6,2,0,2.6,4,3,113,.267,2155.0,0.0,11,5,4,1.3,9.4,183,.750,.733,.714,+19,.895,0,1,18.4,30,15,7,Al Horford,1,10
.150,13,19.5,20151229,ATL,19.5,3,19.5,5,.475,4.6,4,3,13.1,4,4,107,.200,2114.0,12.1,9,1,8,1.3,17.7,112,.750,.450,.333,+12,.506,0,1,27.6,22,20,3,Paul Millsap,1,5
.692,3,4.6,20151229,ATL,0.0,7,11.9,0,.731,7.7,4,4,0.0,8,4,115,.615,2080.0,19.5,7,5,0,2.7,16.6,129,.875,.538,.556,+9,.787,0,2,23.3,26,13,9,Kent Bazemore,1,3
.167,2,3.1,20151229,ATL,0.0,4,8.2,0,.500,6.9,8,1,0.0,5,2,112,.278,2014.0,4.7,8,2,0,4.2,36.2,125,.800,.444,.667,+23,.545,0,3,24.8,22,18,3,Jeff Teague,1,2
.909,3,5.1,20151229,ATL,2.8,2,8.9,1,.000,-15.3,4,0,3.0,2,4,119,.182,1858.0,0.0,0,0,1,0.0,14.4,51,1.000,.000,.000,+14,.084,0,0,15.1,2,11,10,Kyle Korver,1,2
1.000,1,2.5,20151229,ATL,4.1,0,0.0,0,.000,-12.1,0,1,0.0,0,1,123,.000,1256.0,50.0,0,0,1,0.0,0.0,33,0,.000,.000,-13,.000,0,0,3.8,0,1,1,Thabo Sefolosha,0,0
.600,2,7.2,20151229,ATL,0.0,0,18.8,0,.500,2.5,1,0,0.0,0,2,105,.000,874.0,0.0,2,1,0,6.5,9.1,115,0,.400,.333,-11,.500,0,2,13.5,5,5,3,Mike Scott,0,2
.556,0,0.0,20151229,ATL,0.0,1,0.0,0,.222,-17.9,3,1,0.0,1,1,123,.111,866.0,9.6,2,0,0,0.0,27.4,71,1.000,.222,.000,-17,.265,0,0,28.5,5,9,5,Shelvin Mack,0,0
.000,6,30.9,20151229,ATL,25.1,0,40.1,0,.600,-3.9,0,2,0.0,0,1,107,.000,615.0,28.6,3,0,3,4.6,0.0,96,0,.600,0,-7,.600,0,1,26.9,6,5,0,Edy Tavares,0,3
.000,1,5.6,20151229,ATL,0.0,1,14.5,0,.500,-4.3,1,0,0.0,1,2,120,.500,569.0,0.0,1,0,0,0.0,13.3,147,1.000,.500,0,+1,.615,0,0,10.1,3,2,0,Lamar Patterson,0,1
