trb_pct,orb_pct,usg_pct,fg_pct,pf,ast,pm,efg_pct,pts,trb,team_abbr,ts_pct,orb,fga,tov_pct,drtg,tov,ft,inactive,ortg,starter,ftr,blk_pct,player_name,drb_pct,threep_pct,bpm,threepar,threepa,date,fg,ft_pct,fta,drb,threep,ast_pct,stl,stl_pct,blk,sp
10.5,6.3,38.9,.478,0,10,0,.500,32,7,ATL,.593,2,23,6.9,116,2,9,0,130,1,.391,0.0,Trae Young,14.2,.333,11.4,.130,3,20210523,11,1.000,9,5,1,50.3,0,0.0,0,2117.0
10.5,0.0,13.5,.556,1,0,+3,.667,12,7,ATL,.667,0,9,10.0,108,1,0,0,115,1,.000,4.3,John Collins,19.9,.500,1.4,.444,4,20210523,5,0,0,7,2,0.0,1,1.4,2,2114.0
19.8,12.9,10.8,.571,0,0,+8,.571,9,13,ATL,.571,4,7,0.0,109,0,1,0,136,1,.286,4.3,Clint Capela,26.0,0,0.5,.000,0,20210523,4,.500,2,9,0,0.0,0,0.0,2,2074.0
6.3,3.3,22.6,.467,4,2,+17,.600,18,4,ATL,.600,1,15,6.3,111,1,0,0,118,1,.000,0.0,Bogdan Bogdanović,8.9,.444,3.6,.600,9,20210523,7,0,0,3,4,8.9,2,3.0,0,2016.0
9.5,0.0,14.9,.333,1,0,-7,.417,5,4,ATL,.417,0,6,14.3,115,1,0,0,71,1,.000,0.0,De'Andre Hunter,18.0,.250,-9.4,.667,4,20210523,2,0,0,4,1,0.0,0,0.0,0,1335.0
7.7,0.0,12.9,.429,1,1,+2,.500,8,4,ATL,.538,0,7,0.0,108,0,1,0,115,0,.143,5.5,Kevin Huerter,14.6,.250,3.0,.571,4,20210523,3,1.000,1,4,1,4.8,1,1.9,2,1641.0
2.2,0.0,24.2,.273,4,1,-4,.318,7,1,ATL,.318,0,11,8.3,112,1,0,0,64,0,.000,3.2,Danilo Gallinari,4.2,.143,-10.9,.636,7,20210523,3,0,0,1,1,5.7,1,2.2,1,1412.0
8.2,0.0,11.1,.333,0,1,-8,.500,3,2,ATL,.500,0,3,0.0,107,0,0,0,114,0,.000,0.0,Tony Snell,15.6,.500,4.4,.667,2,20210523,1,0,0,2,1,9.8,1,4.0,0,768.0
0.0,0.0,33.5,.667,1,2,+2,.722,13,0,ATL,.722,0,9,0.0,121,0,0,0,148,0,.000,0.0,Lou Williams,0.0,1.000,14.2,.111,1,20210523,6,0,0,0,1,39.0,0,0.0,0,763.0
0.0,0.0,0.0,0,1,0,-3,0,0,0,ATL,0,0,0,0,120,0,0,0,0,0,0,0.0,Onyeka Okongwu,0.0,0,-13.9,0,0,20210523,0,0,0,0,0,0.0,0,0.0,0,160.0
0,0,0,0,0,0,0,0,0,0,ATL,0,0,0,0,0,0,0,0,0,0,0,0,Kris Dunn,0,0,0,0,0,20210523,0,0,0,0,0,0,0,0,0,0.0
0,0,0,0,0,0,0,0,0,0,ATL,0,0,0,0,0,0,0,0,0,0,0,0,Skylar Mays,0,0,0,0,0,20210523,0,0,0,0,0,0,0,0,0,0.0
0,0,0,0,0,0,0,0,0,0,ATL,0,0,0,0,0,0,0,0,0,0,0,0,Nathan Knight,0,0,0,0,0,20210523,0,0,0,0,0,0,0,0,0,0.0
0,0,0,0,0,0,0,0,0,0,ATL,0,0,0,0,0,0,0,0,0,0,0,0,Bruno Fernando,0,0,0,0,0,20210523,0,0,0,0,0,0,0,0,0,0.0
0,0,0,0,0,0,0,0,0,0,ATL,0,0,0,0,0,0,0,0,0,0,0,0,Solomon Hill,0,0,0,0,0,20210523,0,0,0,0,0,0,0,0,0,0.0
17.5,5.5,32.0,.261,2,4,-5,.304,15,12,NYK,.314,2,23,11.2,114,3,1,0,73,1,.087,0.0,Julius Randle,30.9,.333,-8.1,.261,6,20210523,6,.500,2,10,2,15.6,0,0.0,0,2169.0
18.1,6.2,21.3,.400,2,1,-5,.433,14,11,NYK,.441,2,15,0.0,114,0,1,0,103,1,.133,0.0,RJ Barrett,31.4,.167,-1.9,.400,6,20210523,6,.500,2,9,1,4.5,0,0.0,0,1922.0
6.7,8.4,7.0,.667,3,0,-3,.667,6,3,NYK,.773,2,3,0.0,108,0,2,0,173,1,.667,7.2,Nerlens Noel,4.7,0,3.4,.000,0,20210523,2,1.000,2,1,0,0.0,1,2.1,2,1423.0
8.5,5.4,20.9,.333,0,0,-14,.333,6,3,NYK,.333,1,9,0.0,118,0,0,0,80,1,.000,0.0,Reggie Bullock,12.1,.000,-8.7,.556,5,20210523,3,0,0,2,0,0.0,0,0.0,0,1111.0
0.0,0.0,16.1,.000,1,1,-2,.000,0,0,NYK,.000,0,3,0.0,120,0,0,0,22,1,.000,0.0,Elfrid Payton,0.0,0,-19.1,.000,0,20210523,0,0,0,0,0,14.3,0,0.0,0,481.0
7.0,0.0,23.9,.500,1,5,+3,.531,17,5,NYK,.531,0,16,23.8,112,5,0,0,90,0,.000,2.3,Derrick Rose,14.8,.250,-1.5,.250,4,20210523,8,0,0,5,1,20.0,1,1.4,1,2264.0
6.1,3.8,28.9,.692,2,4,+8,.808,27,3,NYK,.817,1,13,5.7,119,1,6,0,161,0,.615,0.0,Alec Burks,8.6,.600,21.9,.385,5,20210523,9,.750,8,2,3,29.0,0,0.0,0,1564.0
19.5,20.6,4.3,1.000,1,2,+1,1.000,5,9,NYK,1.025,5,2,0.0,109,0,1,0,216,0,.500,3.5,Taj Gibson,18.4,0,10.3,.000,0,20210523,2,1.000,1,4,0,10.4,1,2.1,1,1457.0
5.0,0.0,18.3,.571,4,3,+6,.714,10,2,NYK,.714,0,7,22.2,118,2,0,0,117,0,.000,0.0,Immanuel Quickley,10.6,1.000,0.4,.286,2,20210523,4,0,0,2,2,20.7,0,0.0,0,1266.0
4.5,0.0,10.9,.667,0,1,+3,.833,5,1,NYK,.833,0,3,0.0,119,0,0,0,173,0,.000,0.0,Obi Toppin,9.4,.500,8.9,.667,2,20210523,2,0,0,1,1,11.9,0,0.0,0,711.0
0.0,0.0,0.0,0,0,0,-2,0,0,0,NYK,0,0,0,0,120,0,0,0,0,0,0,0.0,Frank Ntilikina,0.0,0,-5.9,0,0,20210523,0,0,0,0,0,0.0,0,0.0,0,32.0
0,0,0,0,0,0,0,0,0,0,NYK,0,0,0,0,0,0,0,0,0,0,0,0,Kevin Knox,0,0,0,0,0,20210523,0,0,0,0,0,0,0,0,0,0.0
0,0,0,0,0,0,0,0,0,0,NYK,0,0,0,0,0,0,0,0,0,0,0,0,Norvel Pelle,0,0,0,0,0,20210523,0,0,0,0,0,0,0,0,0,0.0
0,0,0,0,0,0,0,0,0,0,NYK,0,0,0,0,0,0,0,0,0,0,0,0,Theo Pinson,0,0,0,0,0,20210523,0,0,0,0,0,0,0,0,0,0.0
0,0,0,0,0,0,0,0,0,0,NYK,0,0,0,0,0,0,0,0,0,0,0,0,Jared Harper,0,0,0,0,0,20210523,0,0,0,0,0,0,0,0,0,0.0
0,0,0,0,0,0,0,0,0,0,ATL,0,0,0,0,0,0,0,1,0,0,0,0,Brandon Goodwin,0,0,0,0,0,20210523,0,0,0,0,0,0,0,0,0,0.0
0,0,0,0,0,0,0,0,0,0,ATL,0,0,0,0,0,0,0,1,0,0,0,0,Cam Reddish,0,0,0,0,0,20210523,0,0,0,0,0,0,0,0,0,0.0
0,0,0,0,0,0,0,0,0,0,NYK,0,0,0,0,0,0,0,1,0,0,0,0,Mitchell Robinson,0,0,0,0,0,20210523,0,0,0,0,0,0,0,0,0,0.0
0,0,0,0,0,0,0,0,0,0,NYK,0,0,0,0,0,0,0,1,0,0,0,0,Luca Vildoza,0,0,0,0,0,20210523,0,0,0,0,0,0,0,0,0,0.0
