ftr,fga,ast,starter,ft,stl,fg_pct,ast_pct,ts_pct,fg,threep_pct,date,ortg,trb,pts,orb,blk_pct,team_abbr,drb,tov_pct,ft_pct,usg_pct,fta,sp,stl_pct,efg_pct,tov,trb_pct,threep,threepar,orb_pct,blk,pf,player_name,drtg,inactive,threepa,drb_pct,bpm,pm
.429,14,4,1,5,2,.643,24.9,.751,9,1.000,20130407,121,3,25,0,0.0,MEM,3,19.4,.833,26.4,6,2255.0,2.8,.714,4,4.5,2,.143,0.0,0,2,Mike Conley,99,0,2,8.2,7.5,-2
.154,13,0,1,1,0,.308,0.0,.324,4,0,20130407,71,7,9,2,0.0,MEM,5,6.7,.500,20.0,2,2149.0,0.0,.308,1,10.9,0,.000,6.9,0,4,Zach Randolph,102,0,0,14.3,-11.8,-4
.500,8,2,1,2,2,.625,10.8,.615,5,0,20130407,129,6,12,0,7.3,MEM,6,0.0,.500,13.3,4,2122.0,3.0,.625,0,9.5,0,.000,0.0,3,2,Tony Allen,90,0,0,17.3,9.0,+2
.900,10,4,1,7,0,.400,21.4,.537,4,.000,20130407,113,10,15,3,12.6,MEM,7,12.5,.778,22.6,9,2040.0,0.0,.400,2,16.4,0,.100,10.9,5,4,Marc Gasol,91,0,1,21.0,7.5,+4
.400,5,2,1,1,2,.200,10.6,.255,1,0,20130407,45,5,3,0,2.9,MEM,5,33.8,.500,14.3,2,1794.0,3.5,.200,3,9.3,0,.000,0.0,1,0,Tayshaun Prince,92,0,0,17.1,-4.4,+3
.154,13,1,0,2,2,.538,12.4,.612,7,.333,20130407,116,5,17,1,0.0,MEM,4,6.7,1.000,31.7,2,1353.0,4.6,.577,1,12.4,1,.231,5.5,0,3,Quincy Pondexter,91,0,3,18.1,9.4,+7
.500,4,0,0,2,1,.000,0.0,.205,0,0,20130407,58,7,2,2,9.7,MEM,5,17.0,1.000,15.9,2,1065.0,2.9,.000,1,22.0,0,.000,13.9,2,4,Ed Davis,84,0,0,28.8,-7.9,+7
.667,3,2,0,2,0,.333,33.1,.515,1,.000,20130407,98,0,4,0,0.0,MEM,0,20.5,1.000,22.2,2,634.0,0.0,.333,1,0.0,0,.333,0.0,0,1,Keyon Dooling,107,0,1,0.0,-5.2,+4
.000,2,0,0,0,0,.000,0.0,.000,0,0,20130407,0,0,0,0,0.0,MEM,0,0.0,0,14.6,0,395.0,0.0,.000,0,0.0,0,.000,0.0,0,2,Jon Leuer,107,0,0,0.0,-24.0,-2
.000,1,1,0,0,0,1.000,39.1,1.000,1,0,20130407,100,1,2,0,0.0,MEM,1,50.0,0,18.0,0,320.0,0.0,1.000,1,10.5,0,.000,0.0,0,2,Tony Wroten,100,0,0,19.1,-6.9,0
