team_abbr,drb_pct,fta,blk_pct,threepar,tov,player_name,ts_pct,fg,threep_pct,drtg,ast_pct,usg_pct,threepa,fg_pct,ftr,orb,fga,starter,inactive,date,ast,drb,orb_pct,threep,stl,ortg,pf,ft_pct,pts,pm,trb_pct,blk,tov_pct,efg_pct,sp,trb,bpm,ft,stl_pct
WAS,11.2,2,0.0,.500,5,Bradley Beal,.742,11,.444,125,12.2,33.5,9,.611,.111,0,18,1,0,20190108,2,3,0.0,4,3,107,1,1.000,28,-18,5.5,0,20.9,.722,1878.0,3,2.9,2,4.5
WAS,38.2,0,0.0,.714,1,Trevor Ariza,.143,1,.000,125,17.3,12.8,5,.143,.000,0,7,1,0,20190108,4,9,0.0,0,1,56,2,0,2,-13,18.9,0,12.5,.143,1654.0,9,-12.2,0,1.7
WAS,4.3,4,0.0,.333,0,Jeff Green,.697,5,.667,133,5.3,17.2,3,.556,.444,0,9,1,0,20190108,1,1,0.0,2,1,139,2,.750,15,-19,2.1,0,0.0,.667,1647.0,1,-1.5,3,1.7
WAS,9.7,0,0.0,.400,2,Tomáš Satoranský,.700,3,.500,131,22.1,12.8,2,.600,.000,0,5,1,0,20190108,4,2,0.0,1,1,112,3,0,7,-7,4.8,0,28.6,.700,1445.0,2,-6.0,0,1.9
WAS,20.0,2,5.0,.200,1,Thomas Bryant,.765,3,1.000,124,8.1,17.2,1,.600,.400,0,5,1,0,20190108,1,3,0.0,1,1,129,1,1.000,9,-8,9.9,1,14.5,.700,1054.0,3,1.7,2,2.7
WAS,4.9,0,0.0,.571,4,Chasson Randle,.714,4,.500,136,11.8,20.2,4,.571,.000,0,7,0,0,20190108,2,1,0.0,2,0,86,3,0,10,-10,2.4,0,36.4,.714,1435.0,1,-12.2,0,0.0
WAS,0.0,6,0.0,.333,0,Sam Dekker,.601,4,.333,129,25.6,22.8,3,.444,.667,3,9,0,0,20190108,4,0,15.3,1,2,144,1,.833,14,-2,7.7,0,0.0,.500,1346.0,3,6.8,5,4.2
WAS,6.1,0,0.0,.400,1,Otto Porter Jr.,.550,4,.750,126,7.8,25.2,4,.400,.000,0,10,0,0,20190108,1,1,0.0,3,2,96,1,0,11,-20,3.0,0,9.1,.550,1153.0,1,-1.8,0,4.9
WAS,19.2,2,0.0,.000,0,Troy Brown Jr.,.205,0,0,128,12.5,11.7,0,.000,.500,0,4,0,0,20190108,2,3,0.0,0,1,69,1,1.000,2,+3,9.5,0,0.0,.000,1097.0,3,-9.8,2,2.6
WAS,27.7,2,10.3,.167,2,Ian Mahinmi,.727,4,.000,118,46.2,23.0,1,.667,.333,3,6,0,0,20190108,5,4,20.2,0,1,140,3,1.000,10,0,23.9,2,22.5,.667,1016.0,7,12.5,2,2.8
WAS,10.4,3,0.0,.000,0,Devin Robinson,.658,3,0,126,0.0,20.8,0,.750,.750,0,4,0,0,20190108,0,1,0.0,0,1,122,0,.333,7,+9,5.1,0,0.0,.750,675.0,1,-0.3,1,4.1
PHI,12.4,2,0.0,.000,2,Ben Simmons,.535,8,0,106,44.3,26.2,0,.533,.133,2,15,1,0,20190108,9,3,8.4,0,3,126,1,.500,17,+17,10.4,0,11.2,.533,1664.0,5,5.7,1,5.0
PHI,16.6,6,0.0,.111,3,Jimmy Butler,.859,8,1.000,109,14.9,21.6,1,.889,.667,1,9,1,0,20190108,3,4,4.2,1,2,129,2,.500,20,+20,10.5,0,20.5,.944,1654.0,5,4.5,3,3.4
PHI,4.7,3,0.0,.778,2,Furkan Korkmaz,.775,5,.429,119,20.1,20.6,7,.556,.333,1,9,1,0,20190108,4,1,4.8,3,0,140,3,1.000,16,+5,4.7,0,16.2,.722,1462.0,2,1.3,3,0.0
PHI,48.1,3,3.9,.308,3,Joel Embiid,.698,8,.500,110,24.6,29.6,4,.615,.231,0,13,1,0,20190108,4,10,0.0,2,0,118,1,.667,20,+12,24.3,1,17.3,.692,1426.0,10,5.9,2,0.0
PHI,15.2,0,0.0,.000,0,Wilson Chandler,.500,1,0,113,13.6,3.6,0,.500,.000,1,2,1,0,20190108,3,3,5.2,0,1,166,2,0,2,+14,10.2,0,0.0,.500,1355.0,4,-0.6,0,2.1
PHI,9.7,5,0.0,.933,1,Landry Shamet,.843,8,.571,114,6.2,31.3,14,.533,.333,1,15,0,0,20190108,1,2,5.0,8,1,156,1,1.000,29,+12,7.3,0,5.5,.800,1418.0,3,15.6,5,2.0
PHI,15.2,1,0.0,.000,3,T.J. McConnell,.605,4,0,108,26.2,18.8,0,.571,.143,1,7,0,0,20190108,5,3,5.2,0,2,110,1,1.000,9,+5,10.2,0,28.7,.571,1357.0,4,-1.7,1,4.1
PHI,11.2,2,0.0,.500,1,Shake Milton,.291,1,.333,118,15.1,15.7,3,.167,.333,3,6,0,0,20190108,3,2,17.2,1,0,101,4,.500,4,-3,14.2,0,12.7,.250,1226.0,5,-11.7,1,0.0
PHI,25.0,1,5.0,.000,2,Mike Muscala,.436,1,0,112,22.6,12.1,0,.333,.333,1,3,0,0,20190108,4,4,6.4,0,0,102,2,1.000,3,+7,15.8,1,36.8,.333,1099.0,5,-3.2,1,0.0
