blk,team_abbr,fg_pct,fga,drtg,stl,efg_pct,ast_pct,date,threep,blk_pct,threepar,tov_pct,drb_pct,fg,ft,stl_pct,tov,starter,pf,orb_pct,trb_pct,ft_pct,threep_pct,pts,usg_pct,ortg,threepa,orb,ast,drb,bpm,player_name,sp,ts_pct,pm,fta,inactive,trb,ftr
1,MEM,1.000,2,106,0,1.000,35.3,20130415,0,3.5,.000,41.0,28.6,2,2,0.0,2,1,2,4.5,16.3,1.000,0,6,9.1,143,0,1,6,6,9.1,Marc Gasol,1440.0,1.042,+9,2,0,7,1.000
0,MEM,.375,8,107,1,.375,19.2,20130415,0,0.0,.250,20.0,14.6,3,0,2.2,2,1,1,4.6,9.5,0,.000,6,19.1,83,2,1,3,3,-7.2,Mike Conley,1409.0,.375,+6,0,0,4,.000
0,MEM,.571,7,114,0,.643,7.7,20130415,1,0.0,.143,0.0,5.3,4,3,0.0,0,1,1,0.0,2.6,.750,1.000,12,18.3,151,1,0,1,1,3.6,Tayshaun Prince,1291.0,.685,+4,4,0,1,.571
0,MEM,.429,7,108,0,.429,15.7,20130415,0,0.0,.000,18.6,34.4,3,3,0.0,2,1,1,5.5,19.6,.750,0,9,24.2,101,0,1,2,6,-2.1,Zach Randolph,1195.0,.514,+8,4,0,7,.571
0,MEM,.600,5,94,2,.600,12.9,20130415,0,0.0,.000,15.5,16.9,3,0,7.8,1,1,3,16.1,16.5,.000,0,6,21.3,107,0,2,1,2,5.1,Tony Allen,813.0,.551,+4,1,0,4,.200
1,MEM,.462,13,94,4,.538,23.8,20130415,2,2.9,.462,11.3,15.9,6,5,7.3,2,0,1,0.0,7.7,.833,.333,19,27.4,123,6,0,4,4,14.7,Jerryd Bayless,1730.0,.607,+1,6,0,4,.462
0,MEM,.500,10,108,1,.500,5.9,20130415,0,0.0,.000,16.1,16.4,5,1,1.9,2,0,3,27.4,22.0,1.000,0,11,20.0,115,0,7,1,4,-2.4,Ed Davis,1671.0,.527,-2,1,0,11,.100
0,MEM,.800,5,115,0,1.200,19.5,20130415,4,0.0,1.000,14.5,4.7,4,1,0.0,1,0,1,0.0,2.3,.500,.800,13,12.6,173,5,0,3,1,10.8,Keyon Dooling,1471.0,1.105,0,2,0,1,.400
0,MEM,.375,8,112,0,.375,6.2,20130415,0,0.0,.500,0.0,14.2,3,1,0.0,0,0,1,9.0,11.5,1.000,.000,7,15.6,112,4,2,1,3,-4.7,Quincy Pondexter,1453.0,.415,+6,1,0,5,.125
0,MEM,.167,6,96,2,.167,8.6,20130415,0,0.0,.500,27.9,21.5,1,4,6.6,3,0,3,0.0,10.5,1.000,.000,6,30.3,69,3,0,1,3,-11.5,Austin Daye,955.0,.387,+4,4,0,3,.667
1,MEM,.500,8,110,0,.500,15.4,20130415,0,6.4,.000,11.1,0.0,4,0,0.0,1,0,4,16.5,8.4,0,0,8,30.5,105,0,2,1,0,-5.3,Darrell Arthur,794.0,.500,-5,0,0,2,.000
0,MEM,.000,1,106,0,.000,0.0,20130415,0,0.0,.000,0.0,38.5,0,0,0.0,0,0,1,0.0,18.8,0,0,0,15.1,0,0,0,0,1,-24.5,Jon Leuer,178.0,.000,-5,0,0,1,.000
0,MEM,0,0,0,0,0,0,20130415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tony Wroten,0.0,0,0,0,0,0,0
0,DAL,.444,18,120,0,.500,17.9,20130415,2,0.0,.222,8.3,6.3,8,8,0.0,2,1,4,3.3,4.8,.889,.500,26,32.3,117,4,1,3,2,3.1,Dirk Nowitzki,2094.0,.592,-8,9,0,3,.500
0,DAL,.375,8,98,4,.438,15.0,20130415,1,0.0,.125,18.4,23.5,3,2,6.5,2,1,2,3.5,13.7,1.000,1.000,9,15.7,98,1,1,3,7,5.4,Shawn Marion,1953.0,.507,-1,2,0,8,.250
0,DAL,.167,6,117,0,.167,5.2,20130415,0,0.0,.667,40.0,11.5,1,0,0.0,4,1,3,0.0,5.9,0,.000,2,16.6,26,4,0,1,3,-19.9,O.J. Mayo,1705.0,.167,-8,0,0,3,.000
0,DAL,.500,10,110,2,.600,21.8,20130415,2,0.0,.500,21.6,8.2,5,2,4.0,3,1,2,0.0,4.2,1.000,.400,14,24.6,105,5,0,3,2,4.1,Mike James,1591.0,.643,-10,2,0,2,.200
0,DAL,.167,6,109,0,.167,0.0,20130415,0,0.0,.000,0.0,32.0,1,0,0.0,0,1,3,6.7,19.7,0,0,2,16.6,48,0,1,0,5,-15.2,Chris Kaman,1022.0,.167,-1,0,0,6,.000
1,DAL,.727,11,115,0,.909,31.7,20130415,4,2.8,.455,7.8,15.0,8,2,0.0,1,0,3,3.9,9.6,1.000,.800,22,20.8,171,5,1,4,4,19.7,Vince Carter,1745.0,.926,+9,2,0,5,.182
0,DAL,.400,5,116,1,.400,24.6,20130415,0,0.0,.000,0.0,4.2,2,5,2.0,0,0,0,8.9,6.5,.625,0,9,15.6,135,0,2,4,1,5.1,Darren Collison,1546.0,.528,+5,8,0,3,1.600
1,DAL,.500,6,118,0,.500,0.0,20130415,0,3.8,.000,22.5,5.1,3,1,0.0,2,0,3,5.3,5.2,.500,0,7,19.4,82,0,1,0,1,-9.2,Brandan Wright,1294.0,.509,-2,2,0,2,.333
1,DAL,0,0,115,0,0,0.0,20130415,0,6.8,0,100.0,9.2,0,0,0.0,1,0,1,0.0,4.7,0,0,0,3.9,0,0,0,0,1,-5.5,Jae Crowder,715.0,0,-7,0,0,1,0
0,DAL,1.000,3,116,0,1.000,0.0,20130415,0,0.0,.000,0.0,15.8,3,0,0.0,0,0,1,0.0,8.1,0,0,6,20.5,200,0,0,0,1,13.4,Anthony Morrow,414.0,1.000,-3,0,0,1,.000
0,DAL,.000,3,114,0,.000,0.0,20130415,0,0.0,.000,0.0,20.4,0,0,0.0,0,0,0,21.4,20.9,0,0,0,26.4,27,0,1,0,1,-25.8,Elton Brand,321.0,.000,-4,0,0,2,.000
0,DAL,0,0,0,0,0,0,20130415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bernard James,0.0,0,0,0,0,0,0
0,DAL,0,0,0,0,0,0,20130415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rodrigue Beaubois,0.0,0,0,0,1,0,0
0,DAL,0,0,0,0,0,0,20130415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jared Cunningham,0.0,0,0,0,1,0,0
