team_abbr,drb_pct,fta,blk_pct,threepar,tov,player_name,ts_pct,fg,threep_pct,drtg,ast_pct,usg_pct,threepa,fg_pct,ftr,orb,fga,starter,inactive,date,ast,drb,orb_pct,threep,stl,ortg,pf,ft_pct,pts,pm,trb_pct,blk,tov_pct,efg_pct,sp,trb,bpm,ft,stl_pct
SAS,22.6,7,0.0,.316,0,Keldon Johnson,.543,8,.167,125,13.6,29.5,6,.421,.368,0,19,1,0,20220410,3,6,0.0,1,4,118,2,1.000,24,-9,11.0,0,0.0,.447,2010.0,6,1.6,7,5.8
SAS,4.0,6,0.0,.400,2,Dejounte Murray,.482,5,.167,131,29.8,27.6,6,.333,.400,0,15,1,0,20220410,7,1,0.0,1,3,105,2,1.000,17,-6,1.9,0,10.2,.367,1910.0,1,-3.1,6,4.6
SAS,12.0,4,0.0,.727,2,Devin Vassell,.588,4,.375,137,12.4,21.0,8,.364,.364,1,11,1,0,20220410,3,3,3.8,3,1,112,1,1.000,15,-21,7.8,0,13.6,.500,1890.0,4,-3.8,4,1.5
SAS,26.4,0,3.4,.000,1,Jakob Poeltl,.545,6,0,131,0.0,18.8,0,.545,.000,4,11,1,0,20220410,0,6,16.7,0,1,114,3,0,12,-10,21.5,1,8.3,.545,1720.0,10,-8.2,0,1.7
SAS,13.6,0,5.3,.000,0,Joshua Primo,1.000,2,0,137,6.8,4.8,0,1.000,.000,0,2,1,0,20220410,1,2,0.0,0,0,204,2,0,4,-12,6.6,1,0.0,1.000,1118.0,2,-2.7,0,0.0
SAS,13.4,2,0.0,.583,2,Josh Richardson,.699,6,.571,136,5.2,23.7,7,.500,.167,0,12,0,0,20220410,1,3,0.0,4,1,115,1,1.000,18,+5,6.6,0,13.4,.667,1691.0,3,-1.9,2,1.7
SAS,6.1,0,0.0,.444,0,Tre Jones,.667,5,.500,131,43.9,19.3,4,.556,.000,0,9,0,0,20220410,6,1,0.0,2,2,148,2,0,12,+2,3.0,0,0.0,.667,1251.0,1,9.0,0,4.7
SAS,16.7,2,6.5,.000,1,Zach Collins,1.031,3,0,112,37.8,14.4,0,1.000,.667,0,3,0,0,20220410,4,2,0.0,0,3,173,3,1.000,8,+2,8.1,1,20.5,1.000,910.0,2,19.0,2,9.6
SAS,18.1,2,0.0,.000,0,Keita Bates-Diop,.581,3,0,139,10.5,22.1,0,.500,.333,2,6,0,0,20220410,1,2,17.2,0,0,137,0,1.000,8,-1,17.6,0,0.0,.500,838.0,4,-2.2,2,0.0
SAS,14.4,0,0.0,0,0,Joe Wieskamp,0,0,0,140,0.0,0.0,0,0,0,0,0,0,0,20220410,0,1,0.0,0,0,0,1,0,0,+4,7.0,0,0,0,527.0,1,-11.6,0,0.0
