trb_pct,orb_pct,usg_pct,fg_pct,pf,ast,pm,efg_pct,pts,trb,team_abbr,ts_pct,orb,fga,tov_pct,drtg,tov,ft,inactive,ortg,starter,ftr,blk_pct,player_name,drb_pct,threep_pct,bpm,threepar,threepa,date,fg,ft_pct,fta,drb,threep,ast_pct,stl,stl_pct,blk,sp
6.2,2.4,21.5,.467,5,6,-3,.567,18,5,DEN,.551,1,15,23.5,108,5,1,0,94,1,.200,0.0,Andre Iguodala,10.2,.500,-1.5,.400,6,20130412,7,.333,3,4,3,22.6,1,1.2,0,2602.0
1.4,0.0,20.3,.167,0,7,-6,.208,8,1,DEN,.291,0,12,22.5,106,4,3,0,68,1,.333,0.0,Andre Miller,2.9,.500,-5.2,.167,2,20130412,2,.750,4,1,1,25.3,3,3.9,0,2299.0
15.8,6.2,11.4,.625,0,2,-3,.625,11,10,DEN,.619,2,8,0.0,106,0,1,0,139,1,.250,0.0,Kenneth Faried,25.8,0,4.1,.000,0,20130412,5,.500,2,8,0,9.3,0,0.0,0,2051.0
14.3,6.2,21.8,.533,4,2,-4,.600,18,9,DEN,.600,2,15,11.8,96,2,0,0,112,1,.000,0.0,Wilson Chandler,22.7,.400,6.9,.333,5,20130412,8,0,0,7,2,10.9,3,4.4,0,2044.0
8.5,5.6,22.9,.333,0,0,-10,.333,6,3,DEN,.333,1,9,10.0,111,1,0,0,69,1,.000,0.0,Kosta Koufos,11.6,0,-10.9,.000,0,20130412,3,0,0,2,0,0.0,0,0.0,0,1143.0
4.4,0.0,29.8,.300,4,1,-1,.350,18,3,DEN,.405,0,20,11.9,96,3,4,0,79,0,.250,0.0,Corey Brewer,8.9,.222,-2.2,.450,9,20130412,6,.800,5,3,2,4.4,5,6.8,0,2221.0
17.6,23.0,13.3,.833,3,1,+9,.833,11,9,DEN,.854,6,6,23.7,99,2,1,0,141,0,.167,10.6,JaVale McGee,12.0,0,8.7,.000,0,20130412,5,1.000,1,3,0,6.1,1,1.8,4,1661.0
5.7,0.0,20.0,.714,1,3,+4,.714,13,2,DEN,.742,0,7,0.0,111,0,3,0,160,0,.571,0.0,Ty Lawson,11.6,.000,9.7,.286,2,20130412,5,.750,4,2,0,30.7,0,0.0,0,1146.0
19.5,0.0,15.1,.000,1,0,+1,.000,2,3,DEN,.532,0,1,34.7,100,1,2,0,75,0,2.000,0.0,Evan Fournier,39.8,0,-10.9,.000,0,20130412,0,1.000,2,3,0,0.0,0,0.0,0,499.0
13.8,27.1,11.2,0,0,0,-2,0,0,1,DEN,0,1,0,100.0,87,1,0,0,45,0,0,0.0,Anthony Randolph,0.0,0,-2.2,0,0,20130412,0,0,0,0,0,0.0,1,12.9,0,235.0
