team_abbr,drb_pct,fta,blk_pct,threepar,tov,player_name,ts_pct,fg,threep_pct,drtg,ast_pct,usg_pct,threepa,fg_pct,ftr,orb,fga,starter,inactive,date,ast,drb,orb_pct,threep,stl,ortg,pf,ft_pct,pts,pm,trb_pct,blk,tov_pct,efg_pct,sp,trb,bpm,ft,stl_pct
LAL,19.5,8,1.8,.227,1,Kobe Bryant,.627,10,.800,119,22.4,32.1,5,.455,.364,2,22,1,0,20110205,5,7,5.7,4,0,132,3,1.000,32,+11,12.7,1,3.8,.545,2589.0,9,7.2,8,0.0
LAL,23.4,9,2.2,.000,1,Pau Gasol,.811,13,0,118,21.6,32.0,0,.765,.529,3,17,1,0,20110205,3,7,10.3,0,0,161,0,.889,34,+2,16.9,1,4.6,.765,2151.0,10,17.0,8,0.0
LAL,14.1,0,6.8,.429,1,Metta World Peace,.357,2,.333,105,4.3,12.3,3,.286,.000,0,7,1,0,20110205,1,4,0.0,1,3,69,1,0,5,+4,7.2,3,12.5,.357,2037.0,4,-0.1,0,5.2
LAL,3.9,0,0.0,.800,0,Derek Fisher,.300,1,.250,117,9.1,8.5,4,.200,.000,0,5,1,0,20110205,2,1,0.0,1,2,81,2,0,3,+6,2.0,0,0.0,.300,1842.0,1,-6.8,0,3.8
LAL,25.4,4,2.7,.000,0,Andrew Bynum,.615,5,0,117,12.3,18.0,0,.625,.500,1,8,1,0,20110205,2,6,4.3,0,0,133,0,.500,12,+14,15.0,1,0.0,.625,1700.0,7,2.3,2,0.0
LAL,11.3,4,2.4,.222,1,Lamar Odom,.418,3,.000,121,19.2,19.3,2,.333,.444,2,9,0,0,20110205,4,3,7.7,0,0,103,2,.750,9,-4,9.5,1,8.5,.333,1909.0,5,-5.8,3,0.0
LAL,0.0,2,4.1,.200,0,Shannon Brown,.510,2,.000,109,8.2,16.3,1,.400,.400,0,5,0,0,20110205,1,0,0.0,0,2,114,2,1.000,6,-3,0.0,1,0.0,.400,1134.0,0,1.3,2,6.2
LAL,6.9,0,0.0,1.000,0,Steve Blake,.000,0,.000,117,15.4,9.1,3,.000,.000,0,3,0,0,20110205,2,1,0.0,0,1,38,1,0,0,0,3.5,0,0.0,.000,1038.0,1,-11.0,0,3.4
LAL,0,0,0,0,0,Derrick Caracter,0,0,0,0,0,0,0,0,0,0,0,0,0,20110205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
LAL,0,0,0,0,0,Devin Ebanks,0,0,0,0,0,0,0,0,0,0,0,0,0,20110205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
LAL,0,0,0,0,0,Joe Smith,0,0,0,0,0,0,0,0,0,0,0,0,0,20110205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
LAL,0,0,0,0,0,Luke Walton,0,0,0,0,0,0,0,0,0,0,0,0,0,20110205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
NOH,0.0,2,0.0,.364,4,Chris Paul,.884,8,.750,128,50.3,18.2,4,.727,.182,1,11,1,0,20110205,15,0,2.7,3,0,149,3,1.000,21,-8,1.4,0,25.2,.864,2658.0,1,10.2,2,0.0
NOH,39.0,0,2.6,.000,2,David West,.500,8,0,116,10.5,28.9,0,.500,.000,2,16,1,0,20110205,2,10,7.6,0,0,100,4,0,16,-18,23.1,1,11.1,.500,1895.0,12,-1.3,0,0.0
NOH,29.0,0,3.2,.000,1,Aaron Gray,.714,5,0,118,0.0,15.9,0,.714,.000,4,7,1,0,20110205,0,6,18.8,0,0,136,3,0,10,+7,23.8,1,12.5,.714,1529.0,10,2.0,0,0.0
NOH,20.4,0,0.0,.700,1,Marco Belinelli,.450,3,.429,123,5.7,23.1,7,.300,.000,0,10,1,0,20110205,1,4,0.0,3,0,89,2,0,9,-1,10.1,0,9.1,.450,1448.0,4,-5.4,0,0.0
NOH,0.0,0,5.7,.333,0,Quincy Pondexter,.000,0,.000,122,0.0,10.4,1,.000,.000,0,3,1,0,20110205,0,0,0.0,0,0,0,2,0,0,-8,0.0,1,0.0,.000,877.0,0,-14.1,0,0.0
NOH,17.3,0,0.0,.333,0,Marcus Thornton,.583,6,.500,123,0.0,28.6,4,.500,.000,1,12,0,0,20110205,0,3,5.6,2,0,121,5,0,14,-3,11.4,0,0.0,.583,1277.0,4,0.0,0,0.0
NOH,23.9,0,0.0,.429,1,David Andersen,.786,5,.333,122,7.9,19.6,3,.714,.000,2,7,0,0,20110205,1,4,11.6,1,0,140,2,0,11,+5,17.7,0,12.5,.786,1238.0,6,7.3,0,0.0
NOH,0.0,0,0.0,.333,0,Willie Green,.167,1,.000,128,6.6,16.2,2,.167,.000,1,6,0,0,20110205,1,0,6.4,0,0,61,0,0,2,+2,3.2,0,0.0,.167,1128.0,1,-12.2,0,0.0
NOH,13.5,2,0.0,.000,1,D.J. Mbenga,.680,3,0,125,7.9,19.0,0,.600,.400,0,5,0,0,20110205,1,2,0.0,0,0,122,1,1.000,8,-6,6.6,0,14.5,.600,1098.0,2,1.4,2,0.0
NOH,11.1,0,0.0,.000,0,Jarrett Jack,.400,2,0,125,0.0,22.9,0,.400,.000,0,5,0,0,20110205,0,1,0.0,0,0,85,0,0,4,-1,5.5,0,0.0,.400,664.0,1,-9.0,0,0.0
NOH,12.6,0,0.0,.000,0,Sasha Pavlović,.000,0,0,125,35.8,5.2,0,.000,.000,0,1,0,0,20110205,3,1,0.0,0,0,116,0,0,0,+1,6.2,0,0.0,.000,588.0,1,5.2,0,0.0
NOH,0,0,0,0,0,Trevor Ariza,0,0,0,0,0,0,0,0,0,0,0,0,0,20110205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
LAL,0,0,0,0,0,Matt Barnes,0,0,0,0,0,0,0,0,0,0,0,0,1,20110205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
LAL,0,0,0,0,0,Theo Ratliff,0,0,0,0,0,0,0,0,0,0,0,0,1,20110205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
NOH,0,0,0,0,0,Marcus Banks,0,0,0,0,0,0,0,0,0,0,0,0,1,20110205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
NOH,0,0,0,0,0,Emeka Okafor,0,0,0,0,0,0,0,0,0,0,0,0,1,20110205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
NOH,0,0,0,0,0,Jason Smith,0,0,0,0,0,0,0,0,0,0,0,0,1,20110205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
