blk,team_abbr,fg_pct,fga,drtg,stl,efg_pct,ast_pct,date,threep,blk_pct,threepar,tov_pct,drb_pct,fg,ft,stl_pct,tov,starter,pf,orb_pct,trb_pct,ft_pct,threep_pct,pts,usg_pct,ortg,threepa,orb,ast,drb,bpm,player_name,sp,ts_pct,pm,fta,inactive,trb,ftr
0,GSW,.467,15,92,3,.500,20.4,20140305,1,0.0,.533,0.0,4.2,7,3,5.5,0,1,1,0.0,2.0,1.000,.125,18,24.7,130,8,0,4,1,10.6,Klay Thompson,1666.0,.551,+26,3,0,1,.200
0,GSW,.529,17,88,2,.529,20.4,20140305,0,0.0,.000,5.6,23.7,9,0,4.1,1,1,3,22.1,22.8,0,0,18,30.6,120,0,5,3,5,8.8,David Lee,1484.0,.529,+27,0,0,10,.000
4,GSW,.500,4,85,1,.500,19.3,20140305,0,16.2,.000,20.0,19.7,2,0,2.1,1,1,4,18.4,19.0,0,0,4,8.8,127,0,4,4,4,7.9,Andrew Bogut,1426.0,.500,+26,0,0,8,.000
0,GSW,.556,9,95,1,.611,5.9,20140305,1,0.0,.111,10.0,15.3,5,0,2.2,1,1,2,4.8,9.8,0,1.000,11,18.3,118,1,1,1,3,1.0,Andre Iguodala,1376.0,.611,+26,0,0,4,.000
0,GSW,.600,10,95,1,.650,26.8,20140305,1,0.0,.400,0.0,16.1,6,1,2.3,0,1,3,0.0,7.8,1.000,.250,14,20.1,151,4,0,4,3,8.7,Stephen Curry,1311.0,.670,+28,1,0,3,.100
0,GSW,.333,6,102,0,.333,25.1,20140305,0,0.0,.667,0.0,8.7,2,0,0.0,0,0,1,0.0,4.2,0,.000,4,9.3,112,4,0,6,2,-4.1,Steve Blake,1621.0,.333,-6,0,0,2,.000
0,GSW,.125,8,95,2,.188,0.0,20140305,1,0.0,.375,0.0,4.7,1,0,4.0,0,0,2,4.4,4.5,0,.333,3,13.4,57,3,1,0,1,-9.2,Harrison Barnes,1504.0,.188,-6,0,0,2,.000
1,GSW,.429,7,87,2,.429,20.7,20140305,0,4.1,.286,27.6,20.1,3,1,4.3,3,0,4,4.7,12.1,.500,.000,7,19.6,84,2,1,4,4,-0.3,Draymond Green,1396.0,.444,-7,2,0,5,.286
0,GSW,.583,12,105,0,.625,8.6,20140305,1,0.0,.417,14.3,0.0,7,0,0.0,2,0,2,5.6,2.9,0,.200,15,30.3,108,5,1,1,0,-0.5,Jordan Crawford,1166.0,.625,-10,0,0,1,.000
1,GSW,.500,6,79,1,.500,0.0,20140305,0,7.9,.000,0.0,38.5,3,1,4.2,0,0,1,0.0,18.6,1.000,0,7,22.2,119,0,0,0,4,5.8,Jermaine O'Neal,730.0,.543,+6,1,0,4,.167
0,GSW,.250,4,95,0,.250,9.5,20140305,0,0.0,.250,32.6,29.3,1,5,0.0,3,0,1,18.2,23.5,1.000,.000,7,32.2,95,1,2,1,3,-7.5,Marreese Speights,720.0,.565,-10,5,0,5,1.250
1,BOS,.429,14,112,1,.464,40.6,20140305,1,1.8,.357,30.8,14.7,6,1,1.4,7,1,3,0.0,7.6,.250,.200,14,26.8,73,5,0,7,5,-7.0,Rajon Rondo,2231.0,.444,-22,4,0,5,.286
2,BOS,.286,7,115,0,.286,15.2,20140305,0,5.6,.143,22.2,9.0,2,0,0.0,2,1,1,4.8,7.0,0,.000,4,16.2,62,1,1,2,2,-5.9,Jeff Green,1459.0,.286,-24,0,0,3,.000
0,BOS,.800,5,113,0,.800,9.3,20140305,0,0.0,.000,13.7,23.2,4,3,0.0,1,1,0,14.9,19.2,1.000,0,11,13.6,158,0,3,1,5,7.4,Brandon Bass,1412.0,.870,-23,3,0,8,.600
0,BOS,.375,8,118,0,.375,0.0,20140305,0,0.0,.125,8.9,9.8,3,4,0.0,1,1,2,5.3,7.6,.800,.000,10,22.1,100,1,1,0,2,-6.3,Jerryd Bayless,1331.0,.490,-26,5,0,3,.625
1,BOS,.200,5,112,0,.200,0.0,20140305,0,4.4,.000,37.5,20.8,1,0,0.0,3,1,0,0.0,10.8,0,0,2,22.3,26,0,0,0,3,-18.0,Kris Humphries,945.0,.200,-12,0,0,3,.000
1,BOS,.500,12,116,0,.625,27.0,20140305,3,2.5,.500,12.7,12.0,6,4,0.0,2,0,4,8.6,10.3,1.000,.500,19,25.3,129,6,2,3,3,10.1,Kelly Olynyk,1641.0,.690,+2,4,0,5,.333
0,BOS,.250,8,116,1,.313,7.1,20140305,1,0.0,.500,11.1,4.2,2,0,2.0,1,0,0,4.5,4.4,0,.250,5,15.3,70,4,1,1,1,-5.5,Chris Johnson,1549.0,.313,+6,0,0,2,.000
0,BOS,.143,7,113,1,.143,0.0,20140305,0,0.0,.429,20.8,12.8,1,9,2.0,3,0,4,4.6,8.9,.900,.000,11,24.8,88,3,1,0,3,-9.1,Jared Sullinger,1531.0,.482,-13,10,0,4,1.429
0,BOS,.400,5,115,0,.500,0.0,20140305,1,0.0,.800,0.0,18.4,2,0,0.0,0,0,0,4.9,11.9,0,.250,5,9.3,111,4,1,0,4,-1.2,Chris Babb,1421.0,.500,+4,0,0,5,.000
0,BOS,.750,4,108,1,.875,100.0,20140305,1,0.0,.500,33.3,10.1,3,0,4.7,2,0,0,0.0,5.2,0,.500,7,24.3,132,2,0,5,1,20.3,Phil Pressey,649.0,.875,+2,0,0,1,.000
0,BOS,.000,1,122,0,.000,0.0,20140305,0,0.0,.000,0.0,0.0,0,0,0.0,0,0,2,30.4,14.7,0,0,0,11.4,53,0,1,0,0,-22.0,Joel Anthony,231.0,.000,+6,0,0,1,.000
0,BOS,0,0,0,0,0,0,20140305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gerald Wallace,0.0,0,0,0,0,0,0
0,GSW,0,0,0,0,0,0,20140305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Festus Ezeli,0.0,0,0,0,1,0,0
