trb_pct,blk_pct,threep_pct,fg_pct,ast_pct,team_abbr,ts_pct,orb_pct,sp,orb,threepar,efg_pct,stl,pm,blk,fga,drb_pct,tov_pct,fta,player_name,usg_pct,pts,date,bpm,drtg,ft_pct,ftr,drb,ast,pf,stl_pct,ortg,fg,ft,trb,inactive,threep,threepa,tov,starter
5.1,0.0,.375,.545,12.0,MEM,.634,0.0,3143.0,0,.364,.614,0,-1,0,22,10.3,14.9,2,O.J. Mayo,26.5,29,20081227,0.7,113,1.000,.091,4,3,2,0.0,110,12,2,4,0,3,8,4,1
15.5,0.0,.500,.278,17.4,MEM,.329,11.3,2870.0,4,.111,.306,1,-6,0,18,19.7,9.2,4,Rudy Gay,23.5,13,20081227,-4.4,109,.500,.222,7,5,2,1.2,85,5,2,11,0,1,2,2,1
16.3,8.1,0,.462,8.6,MEM,.493,13.0,2490.0,4,.000,.462,0,+2,4,13,19.5,6.2,5,Marc Gasol,20.2,15,20081227,1.3,102,.600,.385,6,2,5,0.0,111,6,3,10,0,0,0,1,1
10.5,2.2,0,.500,7.9,MEM,.615,0.0,2314.0,0,.000,.500,0,-12,1,4,21.0,17.0,2,Quinton Ross,7.9,6,20081227,-0.5,109,1.000,.500,6,2,1,0.0,116,2,2,6,0,0,0,1,1
8.2,0.0,.000,.444,59.7,MEM,.418,0.0,1477.0,0,.111,.444,2,+1,0,9,16.4,15.7,4,Kyle Lowry,26.8,9,20081227,3.0,102,.250,.444,3,8,3,4.8,96,4,1,3,0,0,1,2,1
10.1,0.0,.500,.444,10.2,MEM,.557,4.0,2003.0,1,.222,.500,0,-4,0,9,16.2,0.0,2,Mike Conley,15.3,11,20081227,-1.8,112,1.000,.222,4,2,3,0.0,129,4,2,5,0,1,2,0,0
20.2,3.6,.000,.600,9.5,MEM,.680,5.8,1400.0,1,.100,.600,1,+12,1,10,34.7,20.3,4,Hakim Warrick,32.7,16,20081227,8.1,100,1.000,.400,6,1,1,2.5,111,6,4,7,0,0,1,3,0
16.4,0.0,0,1.000,10.4,MEM,1.000,16.4,989.0,2,.000,1.000,1,-4,0,2,16.4,33.3,0,Darrell Arthur,9.4,4,20081227,1.3,104,0,.000,2,1,5,3.6,138,2,0,4,0,0,0,1,0
0.0,0.0,0,.000,0.0,MEM,.000,0.0,714.0,0,.000,.000,0,-3,0,1,0.0,0.0,0,Greg Buckner,4.3,0,20081227,-11.7,114,0,.000,0,0,1,0.0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,MEM,0,0,0.0,0,0,0,0,0,0,0,0,0,0,Hamed Haddadi,0,0,20081227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,MEM,0,0,0.0,0,0,0,0,0,0,0,0,0,0,Marko Jarić,0,0,20081227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.7,1.6,.000,.500,24.1,SAS,.550,2.8,2864.0,1,.038,.500,1,+5,1,26,8.5,9.4,7,Tony Parker,36.7,32,20081227,1.9,108,.857,.269,3,5,3,1.2,106,13,6,4,0,0,1,3,1
7.3,1.7,0,.579,13.9,SAS,.632,5.9,2759.0,2,.000,.579,1,+2,1,19,8.8,8.0,9,Tim Duncan,29.6,29,20081227,3.4,108,.778,.474,3,3,6,1.3,122,11,7,5,0,0,0,2,1
10.0,1.9,.500,.444,20.3,SAS,.556,3.3,2425.0,1,.444,.556,1,-4,1,9,16.7,0.0,0,Michael Finley,12.2,10,20081227,5.8,106,0,.000,5,5,0,1.5,127,4,0,6,0,2,4,0,1
6.5,2.5,.000,.000,0.0,SAS,.000,0.0,1868.0,0,.500,.000,0,+3,1,4,13.0,0.0,0,Roger Mason,7.0,0,20081227,-14.0,109,0,.000,3,0,3,0.0,0,0,0,3,0,0,2,0,1
23.7,0.0,.000,.500,0.0,SAS,.500,0.0,512.0,0,.500,.500,0,-4,0,2,47.4,33.3,0,Matt Bonner,19.2,2,20081227,-13.1,101,0,.000,3,0,1,0.0,60,1,0,3,0,0,1,1,1
6.6,1.9,.429,.438,18.2,SAS,.577,0.0,2457.0,0,.438,.531,2,+10,1,16,13.2,5.5,3,Manu Ginóbili,24.4,20,20081227,6.7,104,1.000,.188,4,4,1,2.9,113,7,3,4,0,3,7,1,0
10.4,2.0,1.000,.667,0.0,SAS,1.000,0.0,2332.0,0,.667,1.000,1,+11,1,3,20.8,0.0,0,Bruce Bowen,4.2,6,20081227,-0.1,104,0,.000,6,0,6,1.5,183,2,0,6,0,2,2,0,0
22.4,19.6,0,.500,0.0,SAS,.521,11.2,721.0,1,.000,.500,1,+1,3,2,33.7,0.0,2,Kurt Thomas,13.1,3,20081227,12.8,80,.500,1.000,3,0,0,4.9,121,1,1,4,0,0,0,0,0
0.0,0.0,0,.000,14.1,SAS,.000,0.0,600.0,0,.000,.000,0,-14,0,2,0.0,0.0,0,George Hill,10.9,0,20081227,-13.8,115,0,.000,0,1,0,0.0,27,0,0,0,0,0,0,0,0
0.0,0.0,.000,.667,59.1,SAS,.667,0.0,457.0,0,.333,.667,1,+11,0,3,0.0,25.0,0,Ime Udoka,28.7,4,20081227,12.0,98,0,.000,0,2,1,7.7,111,2,0,0,0,0,1,1,0
10.0,0.0,.000,.000,21.0,SAS,.000,0.0,405.0,0,.667,.000,0,-6,0,3,20.0,0.0,0,Anthony Tolliver,24.3,0,20081227,-23.1,109,0,.000,1,1,1,0.0,19,0,0,1,0,0,2,0,0
0,0,0,0,0,SAS,0,0,0.0,0,0,0,0,0,0,0,0,0,0,Jacque Vaughn,0,0,20081227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,MEM,0,0,0.0,0,0,0,0,0,0,0,0,0,0,Steve Francis,0,0,20081227,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,MEM,0,0,0.0,0,0,0,0,0,0,0,0,0,0,Darius Miles,0,0,20081227,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,SAS,0,0,0.0,0,0,0,0,0,0,0,0,0,0,Malik Hairston,0,0,20081227,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,SAS,0,0,0.0,0,0,0,0,0,0,0,0,0,0,Ian Mahinmi,0,0,20081227,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,SAS,0,0,0.0,0,0,0,0,0,0,0,0,0,0,Fabricio Oberto,0,0,20081227,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
