trb_pct,blk_pct,threep_pct,fg_pct,ast_pct,team_abbr,ts_pct,orb_pct,sp,orb,threepar,efg_pct,stl,pm,blk,fga,drb_pct,tov_pct,fta,player_name,usg_pct,pts,date,bpm,drtg,ft_pct,ftr,drb,ast,pf,stl_pct,ortg,fg,ft,trb,inactive,threep,threepa,tov,starter
11.9,2.4,.231,.357,53.6,MIA,.426,2.4,2173.0,1,.464,.411,0,-17,1,28,20.1,9.3,3,Dwyane Wade,36.1,25,20190410,3.7,106,.667,.107,10,10,1,0.0,89,10,2,11,0,3,13,3,1
14.6,0.0,.000,.353,11.4,MIA,.353,5.8,1781.0,2,.353,.353,0,-9,0,17,22.1,0.0,0,Udonis Haslem,23.2,12,20190410,-6.6,106,0,.000,9,2,2,0.0,80,6,0,11,0,0,6,0,1
7.0,0.0,.167,.333,20.9,MIA,.405,3.1,1681.0,1,.667,.389,4,-3,0,9,10.4,23.3,2,Justise Winslow,18.6,8,20190410,-2.2,97,.500,.222,4,4,3,6.4,75,3,1,5,0,1,6,3,1
6.6,7.1,.000,.500,6.7,MIA,.533,3.6,1440.0,1,.125,.500,0,-14,2,8,9.1,26.2,1,Kelly Olynyk,19.3,9,20190410,-6.4,110,1.000,.125,3,1,1,0.0,80,4,1,4,0,0,1,3,1
8.8,0.0,0,.000,0.0,MIA,.000,9.6,536.0,1,.000,.000,1,-3,0,3,8.1,0.0,0,Goran Dragić,13.6,0,20190410,-13.9,102,0,.000,1,0,1,5.0,22,0,0,2,0,0,0,0,1
5.5,0.0,.333,.417,12.8,MIA,.563,2.4,2160.0,1,.750,.542,2,-10,0,12,8.1,13.1,3,Duncan Robinson,17.2,15,20190410,0.1,108,.667,.250,4,3,2,2.5,102,5,2,5,0,3,9,2,0
5.0,0.0,.000,.556,0.0,MIA,.580,2.7,1879.0,1,.111,.556,0,-9,0,9,7.0,0.0,5,Derrick Jones Jr.,14.5,13,20190410,-4.4,115,.600,.556,3,0,1,0.0,118,5,3,4,0,0,1,0,0
12.9,0.0,.500,.571,0.0,MIA,.672,0.0,1099.0,0,.286,.643,1,-10,0,7,23.8,21.2,1,Bam Adebayo,20.9,10,20190410,-0.5,98,1.000,.143,6,0,0,2.4,95,4,1,6,0,1,2,2,0
6.6,0.0,.000,.500,0.0,MIA,.500,0.0,720.0,0,.500,.500,1,+2,0,2,12.1,0.0,0,Yante Maten,6.7,2,20190410,-3.1,103,0,.000,2,0,0,3.7,97,1,0,2,0,0,1,0,0
9.2,10.0,.000,.000,14.7,MIA,.000,0.0,514.0,0,.500,.000,0,-12,1,2,17.0,0.0,0,Dion Waiters,9.4,0,20190410,-7.5,104,0,.000,2,1,0,0.0,24,0,0,2,0,0,1,0,0
11.3,0.0,.000,.000,18.2,MIA,.000,0.0,417.0,0,1.000,.000,0,-10,0,1,20.9,50.0,0,James Johnson,11.6,0,20190410,-17.4,106,0,.000,2,1,1,0.0,22,0,0,2,0,0,1,1,0
0,0,0,0,0,MIA,0,0,0.0,0,0,0,0,0,0,0,0,0,0,Ryan Anderson,0,0,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,MIA,0,0,0.0,0,0,0,0,0,0,0,0,0,0,Hassan Whiteside,0,0,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.9,0.0,.125,.333,5.1,BRK,.447,7.9,1652.0,3,.533,.367,2,+3,0,15,18.7,0.0,4,Rodions Kurucs,22.6,15,20190410,1.7,84,1.000,.267,6,1,1,3.2,110,5,4,9,0,1,8,0,1
1.5,0.0,.273,.235,5.1,BRK,.324,2.7,1591.0,1,.647,.324,0,+3,0,17,0.0,0.0,0,Treveon Graham,23.8,11,20190410,-8.8,95,0,.000,0,1,0,0.0,79,4,0,1,0,3,11,0,1
25.1,7.7,0,.000,10.2,BRK,.102,0.0,1315.0,0,.000,.000,0,-2,2,4,54.8,17.0,2,Jarrett Allen,10.0,1,20190410,-5.6,76,.500,.500,14,2,2,0.0,41,0,1,14,0,0,0,1,1
5.9,0.0,1.000,.800,28.5,BRK,.919,3.6,1207.0,1,.200,.900,0,+15,0,5,8.5,26.9,1,Caris LeVert,13.8,10,20190410,3.5,93,1.000,.200,2,4,2,0.0,140,4,1,3,0,1,1,2,1
13.7,0.0,.636,.538,45.4,BRK,.808,7.2,1206.0,2,.846,.808,1,+27,0,13,21.3,7.1,0,D'Angelo Russell,25.9,21,20190410,28.9,86,0,.000,5,5,0,2.2,157,7,0,7,0,7,11,1,1
6.7,0.0,.462,.412,25.7,BRK,.588,7.4,1771.0,3,.765,.588,0,+16,0,17,5.8,0.0,0,Shabazz Napier,21.4,20,20190410,8.7,94,0,.000,2,5,3,0.0,138,7,0,5,0,6,13,0,0
18.1,3.2,.000,.278,16.3,BRK,.278,13.9,1565.0,5,.111,.278,3,+21,1,18,23.0,14.3,0,Rondae Hollis-Jefferson,29.9,10,20190410,-4.5,76,0,.000,7,3,1,5.1,71,5,0,12,0,0,2,3,0
0.0,0.0,.286,.375,25.6,BRK,.500,0.0,1508.0,0,.875,.500,0,-10,0,8,0.0,20.0,0,Spencer Dinwiddie,14.8,8,20190410,-5.9,95,0,.000,0,5,2,0.0,101,3,0,0,0,2,7,2,0
8.3,0.0,.000,.286,13.3,BRK,.286,7.7,1138.0,2,.571,.286,1,+2,0,7,9.0,30.0,0,Theo Pinson,19.6,4,20190410,-11.7,88,0,.000,2,2,2,2.4,61,2,0,4,0,0,4,3,0
26.0,0.0,0,.600,0.0,BRK,.600,14.4,909.0,3,.000,.600,0,+10,0,5,39.6,0.0,0,Ed Davis,12.3,6,20190410,1.6,86,0,.000,7,0,0,0.0,139,3,0,10,0,0,0,0,0
7.4,0.0,1.000,.500,26.6,BRK,.750,0.0,319.0,0,.500,.750,0,+6,0,2,16.1,0.0,0,Džanan Musa,14.0,3,20190410,11.4,92,0,.000,1,1,0,0.0,166,1,0,1,0,1,1,0,0
21.6,0.0,0,.667,0.0,BRK,.667,0.0,219.0,0,.000,.667,0,+4,0,3,47.0,0.0,0,Alan Williams,30.6,4,20190410,12.7,85,0,.000,2,0,0,0.0,129,2,0,2,0,0,0,0,0
0,0,0,0,0,BRK,0,0,0.0,0,0,0,0,0,0,0,0,0,0,Jared Dudley,0,0,20190410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,MIA,0,0,0.0,0,0,0,0,0,0,0,0,0,0,Kendrick Nunn,0,0,20190410,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,MIA,0,0,0.0,0,0,0,0,0,0,0,0,0,0,Josh Richardson,0,0,20190410,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,BRK,0,0,0.0,0,0,0,0,0,0,0,0,0,0,DeMarre Carroll,0,0,20190410,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,BRK,0,0,0.0,0,0,0,0,0,0,0,0,0,0,Allen Crabbe,0,0,20190410,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
