trb_pct,blk_pct,threep_pct,fg_pct,ast_pct,team_abbr,ts_pct,orb_pct,sp,orb,threepar,efg_pct,stl,pm,blk,fga,drb_pct,tov_pct,fta,player_name,usg_pct,pts,date,bpm,drtg,ft_pct,ftr,drb,ast,pf,stl_pct,ortg,fg,ft,trb,inactive,threep,threepa,tov,starter
10.9,0.0,.200,.435,7.8,GSW,.482,3.3,2845.0,1,.435,.478,5,+13,0,23,16.5,14.3,2,Stephen Jackson,25.9,23,20091113,-2.9,100,.500,.087,7,3,3,5.0,92,10,1,8,0,2,10,4,1
4.3,0.0,.000,.526,5.5,GSW,.541,0.0,2725.0,0,.053,.526,1,+11,0,19,7.4,16.4,3,Monta Ellis,23.6,22,20091113,-9.0,111,.667,.158,3,2,4,1.0,95,10,2,3,0,0,1,4,1
8.1,0.0,1.000,.692,15.6,GSW,.724,3.9,2407.0,1,.077,.731,2,+11,0,13,11.1,6.2,5,Kelenna Azubuike,17.8,22,20091113,7.3,107,.600,.385,4,5,2,2.4,147,9,3,5,0,1,1,1,1
15.5,2.6,.333,.500,7.4,GSW,.583,0.0,1755.0,0,.500,.583,2,+4,1,6,26.7,14.3,0,Anthony Morrow,10.5,7,20091113,2.6,100,0,.000,7,2,2,3.2,111,3,0,7,0,1,3,1,1
15.9,4.6,0,.333,0.0,GSW,.333,9.5,979.0,1,.000,.333,0,+1,1,3,20.5,25.0,0,Mikki Moore,10.8,2,20091113,-8.9,107,0,.000,3,0,2,0.0,69,1,0,4,0,0,0,1,1
4.8,2.8,1.000,.875,14.4,GSW,1.019,5.7,1633.0,1,.250,1.000,2,+14,1,8,4.1,9.7,3,C.J. Watson,16.7,19,20091113,16.6,105,1.000,.375,1,3,2,3.5,187,7,3,2,0,2,2,1,0
10.2,0.0,.000,.800,5.6,GSW,.814,6.1,1520.0,1,.100,.800,0,+9,0,10,13.2,12.9,8,Corey Maggette,26.9,22,20091113,3.5,112,.750,.800,3,1,3,0.0,146,8,6,4,0,0,1,2,0
40.9,0.0,0,.500,18.2,GSW,.694,24.4,381.0,1,.000,.500,0,+4,0,2,52.7,25.8,2,Anthony Randolph,26.9,4,20091113,0.3,101,1.000,1.000,3,1,2,0.0,125,1,2,4,0,0,0,1,0
0.0,29.0,0,0,0.0,GSW,0,0.0,155.0,0,0,0,0,+3,1,0,0.0,0,0,Stephen Curry,0.0,0,20091113,7.1,95,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,GSW,0,0,0.0,0,0,0,0,0,0,0,0,0,0,Andris Biedriņš,0,0,20091113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,GSW,0,0,0.0,0,0,0,0,0,0,0,0,0,0,Acie Law,0,0,20091113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,GSW,0,0,0.0,0,0,0,0,0,0,0,0,0,0,Ronny Turiaf,0,0,20091113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.3,2.3,.667,.700,4.8,NYK,.910,7.0,1918.0,2,.600,.900,0,-15,1,10,38.8,16.1,1,Danilo Gallinari,16.2,19,20091113,8.6,120,1.000,.100,8,1,2,0.0,149,7,1,10,0,4,6,2,1
16.3,0.0,0,.462,9.2,NYK,.529,10.5,1906.0,3,.000,.462,2,-9,0,13,24.4,19.9,7,David Lee,26.3,17,20091113,-3.1,117,.714,.538,5,2,2,3.0,98,6,5,8,0,0,0,4,1
8.8,0.0,.200,.143,28.2,NYK,.317,0.0,1773.0,0,.714,.214,2,0,0,7,21.0,11.3,2,Chris Duhon,12.5,5,20091113,-1.5,117,1.000,.286,4,7,1,3.2,98,1,2,4,0,1,5,1,1
5.2,2.9,.000,.429,0.0,NYK,.481,4.4,1506.0,1,.143,.429,0,-8,1,7,6.2,19.4,3,Wilson Chandler,17.1,8,20091113,-9.6,122,.667,.429,1,0,3,0.0,85,3,2,2,0,0,1,2,1
7.1,0.0,.500,.167,13.4,NYK,.250,0.0,1091.0,0,.333,.250,1,-1,0,6,17.0,14.3,0,Larry Hughes,16.0,3,20091113,-7.4,119,0,.000,2,2,0,2.6,64,1,0,2,0,1,2,1,1
7.0,0.0,.000,.438,17.4,NYK,.444,8.1,1664.0,2,.125,.438,1,-13,0,16,5.6,5.6,2,Toney Douglas,26.8,15,20091113,-3.2,121,.500,.125,1,3,1,1.7,102,7,1,3,0,0,2,1,0
10.8,3.0,.000,.700,7.2,NYK,.735,4.7,1438.0,1,.200,.700,0,-16,1,10,19.4,26.9,2,Al Harrington,25.8,16,20091113,-2.6,120,1.000,.200,3,1,4,0.0,106,7,2,4,0,0,2,4,0
2.8,0.0,.500,.333,23.5,NYK,.455,0.0,1374.0,0,.222,.389,1,-17,0,9,6.8,28.8,2,Nate Robinson,25.2,9,20091113,-8.3,120,1.000,.222,1,4,1,2.1,80,3,2,1,0,1,2,4,0
13.5,5.0,0,1.000,13.1,NYK,1.000,23.2,865.0,3,.000,1.000,0,+4,1,5,0.0,28.6,0,Jordan Hill,20.2,10,20091113,4.1,120,0,.000,0,1,5,0.0,139,5,0,3,0,0,0,2,0
