team_abbr,drb_pct,fta,blk_pct,threepar,tov,player_name,ts_pct,fg,threep_pct,drtg,ast_pct,usg_pct,threepa,fg_pct,ftr,orb,fga,starter,inactive,date,ast,drb,orb_pct,threep,stl,ortg,pf,ft_pct,pts,pm,trb_pct,blk,tov_pct,efg_pct,sp,trb,bpm,ft,stl_pct
ATL,11.5,2,0.0,.176,0,Al Horford,.447,7,.333,108,4.4,21.5,3,.412,.118,4,17,1,0,20160120,1,4,11.3,1,0,104,1,.500,16,0,11.4,0,0.0,.441,2177.0,8,-2.9,1,0.0
ATL,21.5,7,0.0,.300,1,Paul Millsap,.879,7,1.000,97,9.7,18.1,3,.700,.700,2,10,1,0,20160120,2,7,6.0,3,2,165,3,.857,23,+7,13.7,0,7.1,.850,2036.0,9,14.4,6,2.9
ATL,16.3,4,0.0,.400,3,Kent Bazemore,.686,8,.500,106,27.9,27.0,6,.533,.267,0,15,1,0,20160120,5,5,0.0,3,0,120,0,1.000,23,+9,8.1,0,15.2,.633,1916.0,5,8.9,4,0.0
ATL,7.1,2,0.0,.250,2,Jeff Teague,.415,6,.250,110,33.9,28.2,4,.375,.125,0,16,1,0,20160120,6,2,0.0,1,0,89,0,.500,14,-1,3.5,0,10.6,.406,1752.0,2,-4.5,1,0.0
ATL,14.4,1,2.6,.333,1,Kyle Korver,.872,2,1.000,105,18.6,6.7,1,.667,.333,1,3,1,0,20160120,4,4,3.5,1,0,151,1,1.000,6,+9,8.9,1,22.5,.833,1736.0,5,4.8,1,0.0
ATL,26.7,2,0.0,.333,1,Thabo Sefolosha,.515,2,.000,93,0.0,9.1,1,.667,.667,0,3,0,0,20160120,0,6,0.0,0,2,71,2,.000,4,+6,13.2,0,20.5,.667,1405.0,6,-2.0,0,4.3
ATL,10.5,2,0.0,.308,5,Dennis Schröder,.288,3,.250,97,38.1,41.5,4,.231,.154,1,13,0,0,20160120,5,2,5.1,1,2,60,2,.500,8,+5,7.8,0,26.5,.269,1191.0,3,-12.0,1,5.0
ATL,5.8,3,4.2,.000,0,Tiago Splitter,.410,2,0,106,7.9,17.8,0,.333,.500,1,6,0,0,20160120,1,1,5.7,0,0,100,4,.667,6,+11,5.8,1,0.0,.333,1077.0,2,-5.7,2,0.0
ATL,0.0,0,7.1,1.000,0,Tim Hardaway Jr.,.000,0,.000,107,11.5,4.1,1,.000,.000,0,1,0,0,20160120,1,0,0.0,0,0,53,0,0,0,-10,0.0,1,0.0,.000,640.0,0,-1.8,0,0.0
ATL,26.8,0,0.0,.333,0,Mike Scott,.667,2,.000,88,0.0,16.8,1,.667,.000,1,3,0,0,20160120,0,2,13.1,0,1,138,0,0,4,-6,19.9,0,0.0,.667,468.0,3,12.1,0,6.4
ATL,0.0,0,0.0,0,0,Mike Muscala,0,0,0,112,0.0,0.0,0,0,0,0,0,0,0,20160120,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,2.0,0,-6.6,0,0.0
ATL,0,0,0,0,0,Lamar Patterson,0,0,0,0,0,0,0,0,0,0,0,0,0,20160120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
ATL,0,0,0,0,0,Shelvin Mack,0,0,0,0,0,0,0,0,0,0,0,0,0,20160120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
POR,8.1,2,0.0,.304,4,CJ McCollum,.586,12,.286,108,14.7,31.9,7,.522,.087,0,23,1,0,20160120,3,3,0.0,2,2,104,0,1.000,28,+3,4.1,0,14.3,.565,2272.0,3,4.7,2,2.6
POR,13.9,1,0.0,.273,0,Damian Lillard,.401,8,.167,111,25.6,26.4,6,.364,.045,0,22,1,0,20160120,6,5,0.0,1,0,101,4,1.000,18,-13,7.0,0,0.0,.386,2206.0,5,-3.3,1,0.0
POR,20.0,2,2.5,.375,2,Al-Farouq Aminu,.676,5,.333,104,14.2,15.4,3,.625,.250,1,8,1,0,20160120,3,6,3.4,1,1,118,3,.500,12,-7,11.8,1,18.4,.688,1835.0,7,4.6,1,1.6
POR,18.1,0,0.0,.000,2,Mason Plumlee,.429,3,0,106,19.0,13.8,0,.429,.000,4,7,1,0,20160120,4,5,14.8,0,1,100,4,0,6,+3,16.5,0,22.2,.429,1692.0,9,-1.7,0,1.8
POR,21.1,0,5.2,.500,0,Noah Vonleh,.875,3,.500,105,0.0,11.9,2,.750,.000,1,4,1,0,20160120,0,3,7.2,1,0,175,2,0,7,+3,14.2,1,0.0,.875,872.0,4,8.4,0,0.0
POR,7.4,0,0.0,.714,0,Allen Crabbe,.429,2,.400,109,9.3,11.0,5,.286,.000,0,7,0,0,20160120,2,2,0.0,2,1,105,1,0,6,-5,3.7,0,0.0,.429,1655.0,2,-1.3,0,1.8
POR,15.6,4,3.9,.000,0,Ed Davis,.444,2,0,108,6.8,14.9,0,.400,.800,5,5,0,0,20160120,1,3,26.6,0,0,125,2,.500,6,-9,21.0,1,0.0,.400,1178.0,8,-0.2,2,0.0
