team_abbr,drb_pct,fta,blk_pct,threepar,tov,player_name,ts_pct,fg,threep_pct,drtg,ast_pct,usg_pct,threepa,fg_pct,ftr,orb,fga,starter,inactive,date,ast,drb,orb_pct,threep,stl,ortg,pf,ft_pct,pts,pm,trb_pct,blk,tov_pct,efg_pct,sp,trb,bpm,ft,stl_pct
LAL,19.7,4,3.7,.000,3,Pau Gasol,.680,6,0,92,10.4,21.4,0,.600,.400,2,10,1,0,20110401,2,7,7.7,0,1,116,3,1.000,16,+15,14.6,2,20.3,.600,2135.0,9,4.3,4,1.6
LAL,5.6,0,0.0,.556,0,Metta World Peace,.389,3,.200,104,4.5,13.1,5,.333,.000,1,9,1,0,20110401,1,2,3.9,1,0,91,2,0,7,+12,4.9,0,0.0,.389,2131.0,3,-5.6,0,0.0
LAL,13.0,9,6.5,.000,1,Andrew Bynum,.502,4,0,96,16.8,20.0,0,.571,1.286,1,7,1,0,20110401,3,4,4.4,0,0,105,3,.333,11,-6,9.4,3,8.4,.571,1851.0,5,2.9,3,0.0
LAL,16.3,10,0.0,.286,1,Kobe Bryant,.571,6,.500,99,25.5,32.6,4,.429,.714,0,14,1,0,20110401,4,5,0.0,2,0,118,1,.700,21,+4,9.4,0,5.2,.500,1839.0,5,6.2,7,0.0
LAL,9.8,5,0.0,.500,1,Derek Fisher,.915,4,.667,102,17.1,15.5,3,.667,.833,0,6,1,0,20110401,3,3,0.0,2,0,167,2,1.000,15,+6,5.7,0,10.9,.833,1829.0,3,8.1,5,0.0
LAL,20.3,2,0.0,.231,2,Lamar Odom,.576,6,.667,97,0.0,27.7,3,.462,.154,1,13,0,0,20110401,0,6,4.6,2,0,101,0,1.000,16,+13,13.7,0,12.6,.538,1774.0,7,-0.4,2,0.0
LAL,17.1,0,0.0,.333,0,Steve Blake,.667,2,.000,92,38.4,8.8,1,.667,.000,1,3,0,0,20110401,4,3,7.8,0,1,165,1,0,4,+5,13.2,0,0.0,.667,1051.0,4,12.1,0,3.2
LAL,11.5,0,0.0,.143,0,Shannon Brown,.429,3,.000,101,0.0,20.8,1,.429,.000,0,7,0,0,20110401,0,2,0.0,0,0,85,1,0,6,+7,6.7,0,0.0,.429,1041.0,2,-7.7,0,0.0
LAL,8.0,0,0.0,.500,1,Luke Walton,.000,0,.000,103,11.3,12.4,1,.000,.000,0,2,0,0,20110401,1,1,0.0,0,0,20,2,0,0,-1,4.6,0,33.3,.000,749.0,1,-15.9,0,0.0
LAL,0,0,0,0,0,Matt Barnes,0,0,0,0,0,0,0,0,0,0,0,0,0,20110401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
LAL,0,0,0,0,0,Theo Ratliff,0,0,0,0,0,0,0,0,0,0,0,0,0,20110401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
LAL,0,0,0,0,0,Joe Smith,0,0,0,0,0,0,0,0,0,0,0,0,0,20110401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
UTA,10.4,2,0.0,.067,3,Paul Millsap,.504,7,.000,108,9.5,22.0,1,.467,.133,2,15,1,0,20110401,2,3,5.0,0,3,96,5,1.000,16,-1,7.3,0,15.9,.467,2378.0,5,-0.7,2,4.2
UTA,10.7,0,0.0,.200,1,Earl Watson,.450,4,.500,117,12.9,13.2,2,.400,.000,3,10,1,0,20110401,3,3,7.8,1,0,105,2,0,9,-9,9.0,0,9.1,.450,2305.0,6,-2.9,0,0.0
UTA,7.5,10,0.0,.313,0,C.J. Miles,.588,8,.000,118,11.1,25.7,5,.500,.625,1,16,1,0,20110401,2,2,2.7,0,0,134,3,.800,24,-4,4.7,0,0.0,.500,2203.0,3,5.4,8,0.0
UTA,19.0,4,2.5,.000,3,Al Jefferson,.430,7,0,110,26.8,29.1,0,.389,.222,5,18,1,0,20110401,5,5,13.8,0,1,96,4,.750,17,-5,16.0,1,13.2,.389,2171.0,10,2.0,3,1.5
UTA,35.1,0,6.6,.000,0,Kyrylo Fesenko,1.000,2,0,107,0.0,3.4,0,1.000,.000,1,2,1,0,20110401,0,7,3.7,0,0,201,3,0,4,+7,16.9,2,0.0,1.000,1641.0,8,2.0,0,0.0
UTA,9.3,0,0.0,.222,1,Gordon Hayward,.389,3,.500,114,5.6,15.7,2,.333,.000,1,9,0,0,20110401,1,2,3.4,1,1,85,0,0,7,-13,5.9,0,10.0,.389,1769.0,3,-3.3,0,1.9
