team_abbr,drb_pct,fta,blk_pct,threepar,tov,player_name,ts_pct,fg,threep_pct,drtg,ast_pct,usg_pct,threepa,fg_pct,ftr,orb,fga,starter,inactive,date,ast,drb,orb_pct,threep,stl,ortg,pf,ft_pct,pts,pm,trb_pct,blk,tov_pct,efg_pct,sp,trb,bpm,ft,stl_pct
CLE,16.9,10,6.3,.286,5,LeBron James,.625,7,.500,101,61.7,26.3,4,.500,.714,3,14,1,0,20171113,12,6,7.9,2,0,124,1,.700,23,+2,12.3,3,21.4,.571,2176.0,9,13.5,7,0.0
CLE,12.2,0,0.0,.875,1,J.R. Smith,.500,3,.286,97,14.0,11.0,7,.375,.000,1,8,1,0,20171113,3,4,2.9,2,3,110,2,0,8,+6,7.4,0,11.1,.500,2009.0,5,2.7,0,4.3
CLE,13.3,2,0.0,.444,2,Kevin Love,.304,2,.000,106,13.5,21.0,4,.222,.222,3,9,1,0,20171113,2,3,12.5,0,0,77,1,1.000,6,-15,12.9,0,16.8,.222,1386.0,6,-10.6,2,0.0
CLE,0.0,1,0.0,.417,3,Jae Crowder,.523,5,.400,111,0.0,28.1,5,.417,.083,1,12,1,0,20171113,0,0,4.3,2,0,85,3,1.000,13,-17,2.2,0,19.4,.500,1346.0,1,-9.6,1,0.0
CLE,20.0,0,3.7,.500,4,Iman Shumpert,.000,0,.000,101,0.0,16.0,2,.000,.000,0,4,1,0,20171113,0,4,0.0,0,0,0,3,0,0,-10,9.7,1,50.0,.000,1227.0,4,-21.5,0,0.0
CLE,17.9,6,0.0,1.000,0,Kyle Korver,.717,5,.417,101,6.3,20.9,12,.417,.500,0,12,0,0,20171113,1,5,0.0,5,1,155,0,1.000,21,+8,8.7,0,0.0,.625,1715.0,5,12.2,6,1.7
CLE,11.1,1,2.8,.000,3,Dwyane Wade,.486,7,0,97,22.9,27.3,0,.467,.067,5,15,0,0,20171113,3,3,17.4,0,2,101,5,1.000,15,+13,14.4,1,16.3,.467,1653.0,8,1.2,1,3.5
CLE,20.8,0,6.2,1.000,1,Channing Frye,.750,3,.500,95,0.0,11.6,6,.500,.000,0,6,0,0,20171113,0,5,0.0,3,1,119,4,0,9,+20,10.1,2,14.3,.750,1473.0,5,3.6,0,2.0
CLE,23.1,2,0.0,.571,1,Jeff Green,.381,2,.250,103,0.0,20.5,4,.286,.286,1,7,0,0,20171113,0,4,5.4,1,0,78,2,.500,6,+4,14.0,0,11.3,.357,1061.0,5,-10.4,1,0.0
CLE,0.0,0,0.0,1.000,0,Cedi Osman,1.500,1,1.000,111,0.0,6.9,1,1.000,.000,0,1,0,0,20171113,0,0,0.0,1,0,300,0,0,3,+4,0.0,0,0.0,1.500,354.0,0,10.8,0,0.0
CLE,0,0,0,0,0,José Calderón,0,0,0,0,0,0,0,0,0,0,0,0,0,20171113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
CLE,0,0,0,0,0,Ante Žižić,0,0,0,0,0,0,0,0,0,0,0,0,0,20171113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
NYK,19.6,4,2.5,.550,3,Tim Hardaway Jr.,.643,10,.364,102,20.1,23.5,11,.500,.200,1,20,1,0,20171113,5,9,2.3,4,2,124,0,1.000,28,+5,11.2,1,12.1,.600,2643.0,10,9.1,4,2.2
NYK,7.8,1,0.0,.417,1,Courtney Lee,.603,6,.400,108,4.3,15.3,5,.500,.083,1,12,1,0,20171113,1,3,2.8,2,2,120,3,1.000,15,-3,5.4,0,7.4,.583,2206.0,4,0.4,1,2.6
