blk,team_abbr,fg_pct,fga,drtg,stl,efg_pct,ast_pct,date,threep,blk_pct,threepar,tov_pct,drb_pct,fg,ft,stl_pct,tov,starter,pf,orb_pct,trb_pct,ft_pct,threep_pct,pts,usg_pct,ortg,threepa,orb,ast,drb,bpm,player_name,sp,ts_pct,pm,fta,inactive,trb,ftr
0,CHI,.600,10,104,2,.600,14.0,20160329,0,0.0,.200,8.4,9.7,6,2,2.9,1,1,4,3.1,6.4,1.000,.000,14,14.7,131,2,1,3,3,2.6,Jimmy Butler,2130.0,.643,-12,2,0,4,.200
4,CHI,.308,13,98,0,.308,33.2,20160329,0,8.3,.077,32.8,28.1,4,2,0.0,7,1,2,10.3,19.1,.667,.000,10,28.8,71,1,3,7,8,-2.3,Pau Gasol,1952.0,.349,-7,3,0,11,.231
0,CHI,.267,15,112,0,.267,21.9,20160329,0,0.0,.133,0.0,4.0,4,0,0.0,0,1,2,0.0,2.0,0,.000,8,22.9,75,2,0,4,1,-10.7,Derrick Rose,1732.0,.267,-13,0,0,1,.000
0,CHI,.333,3,107,1,.333,8.3,20160329,0,0.0,.333,0.0,0.0,1,1,3.1,0,1,3,0.0,0.0,.500,.000,3,10.1,97,1,0,1,0,-4.3,Mike Dunleavy,1013.0,.387,-10,2,0,0,.667
0,CHI,.000,4,106,0,.000,12.6,20160329,0,0.0,.000,0.0,22.2,0,0,0.0,0,1,0,10.8,16.4,0,0,0,17.1,34,0,1,1,2,-13.3,Taj Gibson,619.0,.000,+10,0,0,3,.000
0,CHI,.500,18,102,1,.694,10.4,20160329,7,0.0,.722,17.2,25.0,9,3,1.4,4,0,3,6.1,15.5,1.000,.538,28,28.1,121,13,2,2,8,11.5,Nikola Mirotić,2191.0,.725,+2,3,0,10,.167
1,CHI,.333,6,102,1,.417,0.0,20160329,1,2.8,.500,25.0,14.3,2,0,2.2,2,0,1,4.6,9.4,0,.333,5,14.6,69,3,1,0,3,-4.0,E'Twaun Moore,1443.0,.417,+11,0,0,4,.000
0,CHI,.500,6,114,0,.583,31.7,20160329,1,0.0,.333,14.3,0.0,3,0,0.0,1,0,1,0.0,0.0,0,.500,7,15.2,119,2,0,4,0,0.5,Aaron Brooks,1216.0,.583,+16,0,0,0,.000
0,CHI,.333,6,108,0,.417,0.0,20160329,1,0.0,.333,0.0,14.7,2,1,0.0,0,0,1,0.0,7.3,1.000,.500,6,18.2,103,2,0,0,2,-3.9,Doug McDermott,934.0,.466,+10,1,0,2,.167
0,CHI,1.000,3,110,0,1.000,0.0,20160329,0,0.0,.000,0.0,11.4,3,3,0.0,0,0,1,0.0,5.7,1.000,0,9,19.0,221,0,0,0,1,16.6,Bobby Portis,599.0,1.042,-6,3,0,1,1.000
