trb_pct,orb_pct,usg_pct,fg_pct,pf,ast,pm,efg_pct,pts,trb,team_abbr,ts_pct,orb,fga,tov_pct,drtg,tov,ft,inactive,ortg,starter,ftr,blk_pct,player_name,drb_pct,threep_pct,bpm,threepar,threepa,date,fg,ft_pct,fta,drb,threep,ast_pct,stl,stl_pct,blk,sp
3.0,2.5,17.6,.429,4,3,-1,.500,16,2,DET,.538,1,14,0.0,123,0,2,0,123,1,.143,0.0,Brandon Knight,3.8,.250,-2.2,.571,8,20120222,6,1.000,2,1,2,13.7,0,0.0,0,2296.0
21.3,12.5,38.6,.429,4,2,-6,.429,30,14,DET,.535,5,21,12.5,111,4,12,0,107,1,.762,3.7,Greg Monroe,34.8,0,4.5,.000,0,20120222,9,.750,16,9,0,10.9,1,1.4,2,2255.0
11.1,5.2,21.3,.375,2,2,-10,.375,14,7,DET,.415,2,16,0.0,114,0,2,0,100,1,.125,3.9,Tayshaun Prince,20.2,.000,0.0,.063,1,20120222,6,1.000,2,5,0,9.9,1,1.5,2,2158.0
9.7,9.6,21.4,.455,2,2,-8,.455,12,5,DET,.505,3,11,14.4,118,2,2,0,102,1,.182,4.7,Jason Maxiell,9.9,0,-1.6,.000,0,20120222,5,1.000,2,2,0,12.1,0,0.0,2,1766.0
0.0,0.0,7.5,.000,2,1,-8,.000,0,0,DET,.000,0,2,33.3,121,1,0,0,16,1,.000,3.8,Rodney Stuckey,0.0,.000,-15.9,.500,1,20120222,0,0,0,0,0,7.6,0,0.0,1,1085.0
2.7,0.0,13.8,.400,1,4,+6,.400,4,1,DET,.368,0,5,15.5,118,1,0,0,84,0,.200,0.0,Walker Russell,6.9,0,-4.9,.000,0,20120222,2,.000,1,1,0,29.8,1,2.5,0,1270.0
9.3,15.3,21.8,.375,6,1,-4,.375,8,3,DET,.450,3,8,0.0,123,0,2,0,115,0,.250,0.0,Jonas Jerebko,0.0,.000,-8.0,.125,1,20120222,3,1.000,2,0,0,9.5,0,0.0,0,1110.0
6.2,0.0,19.6,.500,0,1,-17,.500,6,2,DET,.500,0,6,25.0,115,2,0,0,77,0,.000,0.0,Ben Gordon,15.7,.000,-6.3,.167,1,20120222,3,0,0,2,0,9.5,1,2.9,0,1109.0
10.6,0.0,5.3,1.000,2,0,+2,1.000,3,3,DET,.798,0,1,0.0,104,0,1,0,159,0,2.000,0.0,Damien Wilkins,26.9,0,2.9,.000,0,20120222,1,.500,2,3,0,0.0,2,6.7,0,973.0
0.0,0.0,0.0,0,0,0,-4,0,0,0,DET,0,0,0,0,107,0,0,0,0,0,0,0.0,Ben Wallace,0.0,0,1.4,0,0,20120222,0,0,0,0,0,0.0,1,8.6,0,378.0
