trb_pct,orb_pct,usg_pct,fg_pct,pf,ast,pm,efg_pct,pts,trb,team_abbr,ts_pct,orb,fga,tov_pct,drtg,tov,ft,inactive,ortg,starter,ftr,blk_pct,player_name,drb_pct,threep_pct,bpm,threepar,threepa,date,fg,ft_pct,fta,drb,threep,ast_pct,stl,stl_pct,blk,sp
11.2,6.9,16.8,.556,1,6,-17,.611,14,6,CHI,.678,2,9,8.8,129,1,3,0,144,1,.333,0.0,Ryan Arcidiacono,16.5,.500,3.6,.222,2,20190410,5,1.000,3,4,1,26.1,1,1.7,0,1789.0
7.5,0.0,22.1,.385,3,2,-25,.423,14,4,CHI,.474,0,13,0.0,132,0,3,0,105,1,.308,0.0,Timothé Luwawu-Cabarrot,16.6,.250,-8.4,.308,4,20190410,5,.750,4,4,1,8.8,0,0.0,0,1775.0
16.2,3.7,19.2,.500,1,2,-18,.600,12,8,CHI,.600,1,10,16.7,130,2,0,0,106,1,.000,0.0,Wayne Selden,31.2,.400,-4.9,.500,5,20190410,5,0,0,7,2,9.6,0,0.0,0,1658.0
8.6,7.9,22.2,.462,0,1,-31,.462,12,4,CHI,.462,2,13,0.0,134,0,0,0,104,1,.000,0.0,Robin Lopez,9.5,.000,-8.1,.154,2,20190410,6,0,0,2,0,5.5,0,0.0,0,1556.0
8.4,0.0,24.0,.400,0,0,-35,.450,11,3,CHI,.506,0,10,0.0,126,0,2,0,105,1,.200,7.2,Shaquille Harrison,18.5,.333,-2.1,.300,3,20190410,4,1.000,2,3,1,0.0,0,0.0,2,1200.0
11.8,7.2,32.8,.474,2,4,-7,.526,20,6,CHI,.526,2,19,9.5,132,2,0,0,106,0,.000,0.0,Walt Lemon Jr.,17.4,1.000,-3.9,.105,2,20190410,9,0,0,4,2,22.8,0,0.0,0,1697.0
2.4,0.0,17.2,.625,3,1,+16,.750,12,1,CHI,.750,0,8,11.1,126,1,0,0,129,0,.000,3.1,Brandon Sampson,5.3,.500,0.8,.500,4,20190410,5,0,0,1,2,6.0,1,2.2,1,1385.0
15.2,9.3,6.9,.333,2,1,+15,.333,2,6,CHI,.291,2,3,0.0,126,0,0,0,101,0,.333,0.0,Cristiano Felício,22.3,0,-8.6,.000,0,20190410,1,.000,1,4,0,5.1,1,2.3,0,1324.0
0.0,0.0,14.5,.500,0,1,+10,.500,5,0,CHI,.470,0,4,15.8,136,1,1,0,85,0,.750,0.0,Rawle Alkins,0.0,.000,-11.9,.250,1,20190410,2,.333,3,0,0,6.2,0,0.0,0,1153.0
3.9,0.0,21.1,.500,1,3,+12,.500,7,1,CHI,.509,0,6,0.0,126,0,1,0,119,0,.333,0.0,Antonio Blakeney,8.6,.000,1.9,.167,1,20190410,3,.500,2,1,0,28.6,1,3.5,0,863.0
0,0,0,0,0,0,0,0,0,0,CHI,0,0,0,0,0,0,0,0,0,0,0,0,Chandler Hutchison,0,0,0,0,0,20190410,0,0,0,0,0,0,0,0,0,0.0
7.0,7.7,21.2,.538,0,5,+15,.615,17,4,PHI,.612,2,13,6.7,120,1,1,0,132,1,.154,0.0,Zhaire Smith,6.4,.400,-2.2,.385,5,20190410,7,.500,2,2,2,18.2,0,0.0,0,1913.0
18.1,0.0,24.0,.667,0,6,+20,.750,18,8,PHI,.750,0,12,7.7,109,1,0,0,148,1,.000,5.5,Boban Marjanović,33.1,.667,14.5,.250,3,20190410,8,0,0,8,2,32.1,0,0.0,2,1479.0
4.8,0.0,21.4,.900,1,6,+24,.900,18,2,PHI,.900,0,10,9.1,116,1,0,0,169,1,.000,2.9,T.J. McConnell,8.8,0,8.7,.000,0,20190410,9,0,0,2,0,36.9,0,0.0,1,1399.0
