blk,team_abbr,fg_pct,fga,drtg,stl,efg_pct,ast_pct,date,threep,blk_pct,threepar,tov_pct,drb_pct,fg,ft,stl_pct,tov,starter,pf,orb_pct,trb_pct,ft_pct,threep_pct,pts,usg_pct,ortg,threepa,orb,ast,drb,bpm,player_name,sp,ts_pct,pm,fta,inactive,trb,ftr
0,MIL,.471,17,123,3,.529,34.0,20171107,2,0.0,.412,10.1,20.4,8,2,3.6,2,1,5,0.0,10.9,1.000,.286,20,21.9,126,7,0,11,7,2.8,Khris Middleton,2471.0,.559,0,2,0,7,.118
1,MIL,1.000,3,128,2,1.333,8.2,20171107,2,1.9,.667,0.0,8.9,3,0,2.5,0,1,2,0.0,4.8,0,1.000,8,3.4,252,2,0,3,3,4.9,Tony Snell,2425.0,1.333,-2,0,0,3,.000
3,MIL,.762,21,129,0,.762,12.8,20171107,0,5.6,.000,21.3,14.9,16,8,0.0,7,1,6,13.6,14.3,.727,0,40,36.9,124,0,4,3,5,1.8,Giannis Antetokounmpo,2414.0,.774,-7,11,0,9,.524
1,MIL,.529,17,132,0,.647,21.7,20171107,4,2.0,.353,10.5,12.8,9,0,0.0,2,1,3,3.7,8.6,0,.667,22,23.0,127,6,1,6,4,1.0,Malcolm Brogdon,2242.0,.647,+1,0,0,5,.000
2,MIL,.750,4,127,0,.750,7.0,20171107,0,8.5,.000,38.1,13.6,3,1,0.0,3,1,5,7.8,10.9,.500,0,7,20.3,92,0,1,1,2,-9.6,John Henson,1055.0,.717,-5,2,0,3,.500
0,MIL,.545,11,135,0,.727,0.0,20171107,4,0.0,.727,0.0,7.1,6,0,0.0,0,0,4,8.1,7.6,0,.500,16,29.6,139,8,1,0,1,2.5,Mirza Teletović,1010.0,.727,0,0,0,2,.000
0,MIL,.000,3,135,0,.000,25.2,20171107,0,0.0,.667,36.8,7.4,0,1,0.0,2,0,2,8.5,7.9,1.000,.000,1,15.2,74,2,1,4,1,-15.9,Matthew Dellavedova,972.0,.145,-10,1,0,2,.333
1,MIL,.400,5,124,1,.500,7.8,20171107,1,5.0,.800,0.0,8.0,2,0,3.3,0,0,3,0.0,4.2,0,.250,5,15.0,112,4,0,1,1,-2.1,Thon Maker,905.0,.500,+1,0,0,1,.000
0,MIL,.000,1,125,0,.000,0.0,20171107,0,0.0,.000,0.0,44.2,0,0,0.0,0,0,1,0.0,23.6,0,0,0,5.6,0,0,0,0,3,-12.7,DeAndre Liggins,489.0,.000,+5,0,0,3,.000
0,MIL,.000,1,133,0,.000,0.0,20171107,0,0.0,1.000,0.0,17.2,0,0,0.0,0,0,0,0.0,9.2,0,.000,0,6.5,0,1,0,0,1,-14.1,Jason Terry,418.0,.000,-8,0,0,1,.000
0,MIL,0,0,0,0,0,0,20171107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sterling Brown,0.0,0,0,0,0,0,0
0,MIL,0,0,0,0,0,0,20171107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rashad Vaughn,0.0,0,0,0,0,0,0
0,MIL,0,0,0,0,0,0,20171107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D.J. Wilson,0.0,0,0,0,0,0,0
0,CLE,.500,20,117,3,.550,42.2,20171107,2,0.0,.200,3.9,26.2,10,8,4.1,1,1,1,3.3,14.0,.800,.500,30,30.0,142,4,1,9,7,13.7,LeBron James,2202.0,.615,+6,10,0,8,.500
0,CLE,.583,12,127,1,.792,0.0,20171107,5,0.0,.583,7.2,0.0,7,1,1.4,1,1,3,3.3,1.8,.500,.714,20,16.5,147,7,1,0,0,2.3,J.R. Smith,2194.0,.776,+5,2,0,1,.167
1,CLE,.643,14,117,2,.643,14.4,20171107,0,2.6,.000,8.7,31.5,9,14,2.9,2,1,1,27.5,29.4,.875,0,32,28.7,160,0,8,3,8,14.2,Kevin Love,2091.0,.760,+2,16,0,16,1.143
0,CLE,.400,10,130,0,.400,11.3,20171107,0,0.0,.100,26.9,5.4,4,2,0.0,4,1,0,0.0,2.5,1.000,.000,10,25.4,77,1,0,2,1,-14.7,Derrick Rose,1523.0,.460,0,2,0,1,.200
