threepar,trb,trb_pct,date,team_abbr,orb_pct,ft,drb_pct,blk,efg_pct,bpm,ast,tov,blk_pct,fta,pf,drtg,ftr,sp,tov_pct,fg,threep,orb,stl_pct,ast_pct,ortg,ft_pct,fg_pct,threep_pct,pm,ts_pct,inactive,stl,usg_pct,pts,fga,threepa,player_name,starter,drb
.000,9,13.9,20120305,IND,2.9,2,26.4,2,.364,-2.9,1,1,4.5,2,2,104,.182,2031.0,7.8,4,0,1,0.0,6.6,82,1.000,.364,0,-8,.421,0,0,19.1,10,11,0,David West,1,8
.235,1,1.6,20120305,IND,2.9,5,0.0,1,.471,4.9,0,1,2.3,5,4,112,.294,2001.0,5.0,8,0,1,3.4,0.0,103,1.000,.471,.000,-11,.547,0,2,30.4,21,17,4,Paul George,1,0
.417,1,1.7,20120305,IND,0.0,2,3.6,1,.375,-1.1,3,2,2.5,2,1,114,.167,1863.0,13.4,4,1,0,1.8,22.3,78,1.000,.333,.200,-18,.427,0,1,24.0,11,12,5,Danny Granger,1,1
.000,1,1.7,20120305,IND,0.0,0,3.6,0,.000,-10.0,3,0,0.0,0,0,111,.000,1848.0,0.0,0,0,0,3.6,17.3,21,0,.000,0,-14,.000,0,2,9.8,0,6,0,Darren Collison,1,1
.000,7,14.7,20120305,IND,3.9,0,26.9,3,.167,-0.4,4,0,9.2,2,5,95,.333,1494.0,0.0,1,0,1,2.2,30.8,56,.000,.167,0,-19,.145,0,1,13.9,2,6,0,Roy Hibbert,1,6
.417,1,2.1,20120305,IND,3.9,3,0.0,0,.583,10.0,2,1,0.0,3,3,115,.250,1500.0,7.0,6,2,1,2.2,24.8,117,1.000,.500,.400,-10,.638,0,1,28.7,17,12,5,George Hill,0,0
.000,6,12.7,20120305,IND,8.0,0,18.1,0,.167,-5.8,1,1,0.0,0,3,95,.000,1478.0,14.3,1,0,2,6.8,7.8,49,0,.167,0,-7,.167,0,3,14.3,2,6,0,Tyler Hansbrough,0,4
.400,1,3.0,20120305,IND,5.7,1,0.0,0,.200,-9.2,2,0,0.0,4,0,121,.800,1032.0,0.0,1,0,1,0.0,23.1,63,.250,.200,.000,-6,.222,0,0,19.7,3,5,2,A.J. Price,0,0
.000,5,20.7,20120305,IND,0.0,2,44.2,0,.500,7.2,1,1,0.0,4,0,87,1.000,757.0,14.8,2,0,0,4.4,19.6,90,.500,.500,0,-6,.521,0,1,26.9,6,4,0,Lou Amundson,0,5
0,0,0.0,20120305,IND,0.0,0,0.0,0,0,-4.4,1,0,0.0,0,0,121,0,396.0,0,0,0,0,0.0,26.9,211,0,0,0,-1,0,0,0,0.0,0,0,0,Dahntay Jones,0,0
0,0,0,20120305,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jeff Ayres,0,0
0,0,0,20120305,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jeff Foster,0,0
0,0,0,20120305,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lance Stephenson,0,0
.385,6,7.9,20120305,CHI,2.8,7,12.3,1,.500,10.3,4,2,1.9,7,3,85,.538,2383.0,11.1,5,3,1,1.4,17.9,136,1.000,.385,.600,+33,.622,0,1,20.6,20,13,5,Luol Deng,1,5
.000,17,26.7,20120305,CHI,13.4,3,38.3,1,.500,3.7,3,3,2.3,6,2,81,1.000,1996.0,25.8,3,0,4,0.0,15.1,100,.500,.500,0,+20,.521,0,0,15.9,9,6,0,Joakim Noah,1,13
.375,4,7.2,20120305,CHI,3.9,0,10.2,1,.406,6.1,9,2,2.6,2,2,88,.125,1733.0,10.6,5,3,1,0.0,60.6,105,.000,.313,.500,+14,.385,0,0,29.6,13,16,6,Derrick Rose,1,3
.000,8,18.7,20120305,CHI,15.0,0,22.0,0,.222,-9.6,1,1,0.0,0,2,87,.000,1336.0,10.0,2,0,3,0.0,7.5,71,0,.222,0,+7,.222,0,0,20.4,4,9,0,Carlos Boozer,1,5
0,0,0.0,20120305,CHI,0.0,0,0.0,0,0,-5.9,0,0,0.0,0,0,94,0,83.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,Richard Hamilton,1,0
.091,7,9.3,20120305,CHI,8.5,0,9.9,1,.545,-0.6,2,3,1.9,0,4,89,.000,2363.0,21.4,6,0,3,0.0,9.5,100,0,.545,.000,+13,.545,0,0,16.1,12,11,1,Ronnie Brewer,0,4
.000,9,18.2,20120305,CHI,13.0,2,22.8,3,.500,9.2,0,0,8.9,4,1,74,.500,1544.0,0.0,4,0,3,2.2,0.0,125,.500,.500,0,+13,.512,0,1,17.2,10,8,0,Taj Gibson,0,6
.111,0,0.0,20120305,CHI,0.0,2,0.0,0,.611,5.8,0,2,0.0,2,1,88,.222,1147.0,16.8,5,1,0,2.9,0.0,111,1.000,.556,1.000,+6,.658,0,1,28.2,13,9,1,John Lucas III,0,0
.667,1,3.5,20120305,CHI,7.4,0,0.0,1,1.000,17.6,1,1,5.1,0,1,81,.000,900.0,25.0,2,2,1,3.7,12.0,145,0,.667,1.000,-8,1.000,0,1,12.1,6,3,2,Kyle Korver,0,0
.000,6,22.0,20120305,CHI,7.8,3,34.4,0,.000,-8.9,0,2,0.0,6,2,76,3.000,854.0,30.1,0,0,1,3.9,0.0,57,.500,.000,0,-2,.323,0,1,21.1,3,2,0,Ömer Aşık,0,5
0,1,100.0,20120305,CHI,0.0,0,100.0,0,0,-27.5,0,0,0.0,0,0,30,0,31.0,0,1,0,1,0.0,0.0,0,0,1.000,0,+2,0,0,0,0.0,2,1,0,Jimmy Butler,0,0
.000,1,100.0,20120305,CHI,100.0,0,0.0,0,1.000,146.0,0,0,0.0,0,1,94,.000,31.0,0.0,0,0,0,0.0,0.0,203,0,0,0,+2,1.000,0,0,87.7,0,0,0,Brian Scalabrine,0,1
0,0,0,20120305,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C.J. Watson,0,0
