trb_pct,orb_pct,usg_pct,fg_pct,pf,ast,pm,efg_pct,pts,trb,team_abbr,ts_pct,orb,fga,tov_pct,drtg,tov,ft,inactive,ortg,starter,ftr,blk_pct,player_name,drb_pct,threep_pct,bpm,threepar,threepa,date,fg,ft_pct,fta,drb,threep,ast_pct,stl,stl_pct,blk,sp
2.2,0.0,20.3,.400,1,2,-28,.550,14,1,GSW,.595,0,10,7.8,128,1,3,0,111,1,.400,5.1,Klay Thompson,4.7,.429,3.6,.700,7,20130105,4,.750,4,1,3,12.3,0,0.0,2,1820.0
0.0,0.0,22.4,.364,0,5,-31,.409,10,0,GSW,.437,0,11,14.9,134,2,1,0,87,1,.091,0.0,Stephen Curry,0.0,.200,-6.8,.455,5,20130105,4,1.000,1,0,1,32.6,0,0.0,0,1740.0
11.7,9.0,26.3,.300,1,2,-23,.300,10,5,GSW,.425,2,10,25.4,130,4,4,0,76,1,.400,0.0,David Lee,14.6,0,-11.0,.000,0,20130105,3,1.000,4,3,0,12.3,0,0.0,0,1738.0
6.2,0.0,24.1,.556,1,3,-22,.556,11,2,GSW,.557,0,9,9.2,128,1,1,0,106,1,.222,3.6,Harrison Barnes,13.0,.000,2.7,.111,1,20130105,5,.500,2,2,0,31.6,0,0.0,1,1305.0
12.5,16.0,8.9,1.000,3,0,-18,1.000,2,3,GSW,1.000,2,1,66.7,116,2,0,0,83,1,.000,9.5,Festus Ezeli,8.7,0,-3.2,.000,0,20130105,1,0,0,1,0,0.0,1,3.2,2,976.0
5.6,0.0,22.8,.333,0,3,-24,.389,8,2,GSW,.424,0,9,17.5,131,2,1,0,79,0,.111,0.0,Jarrett Jack,11.7,.333,-8.4,.333,3,20130105,3,1.000,1,2,1,22.8,0,0.0,0,1452.0
0.0,0.0,7.6,1.000,0,2,+5,1.000,6,0,GSW,1.000,0,3,0.0,134,0,0,0,203,0,.000,0.0,Charles Jenkins,0.0,0,3.7,.000,0,20130105,3,0,0,0,0,20.7,0,0.0,0,1141.0
8.4,0.0,13.6,1.000,3,0,-9,1.000,9,2,GSW,.996,0,1,0.0,114,0,7,0,215,0,8.000,9.6,Carl Landry,17.6,0,12.2,.000,0,20130105,1,.875,8,2,0,0.0,1,3.3,2,963.0
36.5,8.7,25.6,.600,3,0,-3,.600,8,8,GSW,.680,1,5,25.4,104,2,2,0,100,0,.400,0.0,Draymond Green,66.6,.000,3.2,.200,1,20130105,3,1.000,2,7,0,0.0,2,7.1,0,890.0
5.6,0.0,31.7,.500,0,0,+11,.500,6,1,GSW,.436,0,6,12.7,131,1,0,0,68,0,.333,0.0,Kent Bazemore,11.8,.000,-12.4,.333,2,20130105,3,.000,2,1,0,0.0,0,0.0,0,720.0
16.9,0.0,20.1,.400,0,1,+11,.400,4,3,GSW,.400,0,5,0.0,126,0,0,0,86,0,.000,0.0,Richard Jefferson,35.3,.000,-3.9,.200,1,20130105,2,0,0,3,0,16.7,0,0.0,0,720.0
11.3,0.0,15.6,.000,1,1,+11,.000,1,2,GSW,.174,0,2,25.8,123,1,1,0,39,0,1.000,6.5,Jeremy Tyler,23.5,0,-9.4,.000,0,20130105,0,.500,2,2,0,12.5,0,0.0,1,720.0
