team_abbr,drb_pct,fta,blk_pct,threepar,tov,player_name,ts_pct,fg,threep_pct,drtg,ast_pct,usg_pct,threepa,fg_pct,ftr,orb,fga,starter,inactive,date,ast,drb,orb_pct,threep,stl,ortg,pf,ft_pct,pts,pm,trb_pct,blk,tov_pct,efg_pct,sp,trb,bpm,ft,stl_pct
SAC,16.6,0,0.0,.500,3,Harrison Barnes,.450,4,.200,109,20.9,13.6,5,.400,.000,3,10,1,0,20210322,8,7,8.9,1,0,108,0,0,9,+19,13.2,0,23.1,.450,2481.0,10,-2.1,0,0.0
SAC,15.4,1,1.6,.588,2,Buddy Hield,.545,7,.500,108,6.3,22.0,10,.412,.059,0,17,1,0,20210322,2,6,0.0,5,0,103,2,.000,19,+19,8.6,1,10.3,.559,2291.0,6,-3.6,0,0.0
SAC,15.4,6,0.0,.217,3,De'Aaron Fox,.585,13,.200,104,23.2,32.5,5,.565,.261,0,23,1,0,20210322,6,6,0.0,1,2,115,4,.500,30,+17,8.6,0,10.5,.587,2284.0,6,0.0,3,2.5
SAC,2.7,2,1.7,.333,1,Tyrese Haliburton,.882,11,.800,108,7.7,20.0,5,.733,.133,0,15,1,0,20210322,2,1,0.0,4,1,165,2,1.000,28,+11,1.5,1,5.9,.867,2182.0,1,9.4,2,1.3
SAC,36.0,1,3.4,.000,1,Richaun Holmes,.900,8,0,98,10.7,12.7,0,.889,.111,3,9,1,0,20210322,3,13,10.4,0,1,171,4,1.000,17,+23,24.6,2,9.6,.889,2125.0,16,8.5,1,1.4
SAC,7.6,2,2.4,.500,1,Cory Joseph,.509,2,.333,101,12.4,13.2,3,.333,.333,0,6,0,0,20210322,3,2,0.0,1,2,112,2,1.000,7,-1,4.2,1,12.7,.417,1543.0,2,0.8,2,3.7
SAC,23.8,0,9.9,.000,3,Hassan Whiteside,.429,3,0,97,20.9,35.0,0,.429,.000,4,7,0,0,20210322,2,3,39.9,0,0,91,2,0,6,-9,31.0,2,30.0,.429,740.0,7,-7.8,0,0.0
SAC,10.8,0,0.0,.667,1,Nemanja Bjelica,.500,1,.500,111,0.0,19.0,2,.333,.000,0,3,0,0,20210322,0,1,0.0,1,0,73,0,0,3,-6,6.0,0,25.0,.500,546.0,1,-10.4,0,0.0
SAC,0.0,0,0.0,0,1,Justin James,0,0,0,113,0.0,12.4,0,0,0,0,0,0,0,20210322,0,0,0.0,0,0,0,1,0,0,-3,0.0,0,100.0,0,208.0,0,-25.5,0,0.0
SAC,0,0,0,0,0,DaQuan Jeffries,0,0,0,0,0,0,0,0,0,0,0,0,0,20210322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
