blk,team_abbr,fg_pct,fga,drtg,stl,efg_pct,ast_pct,date,threep,blk_pct,threepar,tov_pct,drb_pct,fg,ft,stl_pct,tov,starter,pf,orb_pct,trb_pct,ft_pct,threep_pct,pts,usg_pct,ortg,threepa,orb,ast,drb,bpm,player_name,sp,ts_pct,pm,fta,inactive,trb,ftr
0,IND,.286,21,113,1,.286,51.7,20071226,0,0.0,.381,18.0,5.7,6,4,1.2,5,1,0,0.0,2.8,1.000,.000,16,29.4,81,8,0,12,2,-6.1,Jamaal Tinsley,2403.0,.351,-11,4,0,2,.190
2,IND,.429,14,104,1,.429,4.7,20071226,0,3.4,.000,16.0,24.4,6,4,1.3,3,1,2,5.9,15.0,1.000,0,16,21.2,93,0,2,1,8,-1.6,Jermaine O'Neal,2252.0,.508,-15,4,0,10,.286
0,IND,.300,10,114,0,.350,4.5,20071226,1,0.0,.600,20.3,9.9,3,2,0.0,3,1,4,6.4,8.1,.500,.167,9,18.0,72,6,2,1,3,-11.1,Danny Granger,2085.0,.383,-19,4,0,5,.400
0,IND,.500,6,102,3,.583,20.2,20071226,1,0.0,.333,25.8,14.6,3,4,4.7,3,1,6,7.2,10.9,.667,.500,11,15.8,109,2,2,4,4,2.2,Mike Dunleavy,1873.0,.637,-4,6,0,6,1.000
0,IND,.778,9,113,0,.944,8.1,20071226,3,0.0,.333,8.8,12.9,7,2,0.0,1,1,2,0.0,6.4,.667,1.000,19,18.1,155,3,0,1,3,10.7,Troy Murphy,1591.0,.921,-3,3,0,3,.333
0,IND,.500,10,118,0,.600,7.6,20071226,2,0.0,.500,0.0,0.0,5,0,0.0,0,0,3,0.0,0.0,0,.400,12,17.0,121,5,0,1,0,-0.2,Kareem Rush,1500.0,.600,-8,0,0,0,.000
0,IND,.333,3,111,0,.333,8.5,20071226,0,0.0,.000,0.0,19.6,1,1,0.0,0,0,3,19.1,19.3,.500,0,3,9.4,117,0,3,1,3,-4.6,Jeff Foster,1051.0,.387,-5,2,0,6,.667
0,IND,.429,7,84,3,.429,0.0,20071226,0,0.0,.000,12.5,10.9,3,0,13.9,1,0,1,10.7,10.8,0,0,6,32.4,78,0,1,0,1,4.3,Ike Diogu,628.0,.429,+3,0,0,2,.000
0,IND,.000,1,109,0,.000,0.0,20071226,0,0.0,.000,50.0,25.4,0,0,0.0,1,0,0,0.0,12.5,0,0,0,9.4,0,0,0,0,2,-14.6,Shawne Williams,540.0,.000,+3,0,0,2,.000
0,IND,.333,3,99,1,.500,20.8,20071226,1,0.0,.333,40.0,14.4,1,0,6.1,2,0,0,0.0,7.1,0,1.000,3,26.7,64,1,0,1,1,-1.6,Andre Owens,477.0,.500,-1,0,0,1,.000
