blk,team_abbr,fg_pct,fga,drtg,stl,efg_pct,ast_pct,date,threep,blk_pct,threepar,tov_pct,drb_pct,fg,ft,stl_pct,tov,starter,pf,orb_pct,trb_pct,ft_pct,threep_pct,pts,usg_pct,ortg,threepa,orb,ast,drb,bpm,player_name,sp,ts_pct,pm,fta,inactive,trb,ftr
0,DEN,.636,11,118,2,.727,9.9,20130428,2,0.0,.273,35.4,22.7,7,3,2.5,7,1,2,7.1,14.7,.750,.667,19,21.6,100,3,2,2,6,2.1,Andre Iguodala,2380.0,.745,-22,4,0,8,.364
0,DEN,.550,20,125,0,.550,38.8,20130428,0,0.0,.150,18.4,7.8,11,4,0.0,5,1,2,3.7,5.7,.800,.000,26,30.6,112,3,1,6,2,-0.1,Ty Lawson,2309.0,.586,-20,5,0,3,.250
0,DEN,.500,6,121,0,.500,0.0,20130428,0,0.0,.000,0.0,40.6,3,2,0.0,0,1,2,12.8,26.3,1.000,0,8,9.0,144,0,3,0,9,0.9,Kenneth Faried,1993.0,.581,-1,2,0,12,.333
0,DEN,.500,6,115,2,.500,23.5,20130428,0,0.0,.167,14.3,6.5,3,0,4.4,1,1,6,6.1,6.3,0,.000,6,13.2,113,1,1,3,1,1.8,Wilson Chandler,1378.0,.500,-6,0,0,2,.000
0,DEN,.200,5,126,0,.200,0.0,20130428,0,0.0,.800,16.7,0.0,1,0,0.0,1,1,1,0.0,0.0,0,.000,2,29.9,41,4,0,0,0,-25.2,Evan Fournier,522.0,.200,+1,0,0,0,.000
0,DEN,.333,9,122,1,.500,0.0,20130428,3,0.0,.889,13.8,5.1,3,5,1.7,2,0,3,0.0,2.5,.625,.375,14,21.4,108,8,0,0,1,-1.5,Corey Brewer,1762.0,.559,-13,8,0,1,.889
0,DEN,.333,9,125,0,.389,9.2,20130428,1,0.0,.111,19.9,7.5,3,5,0.0,3,0,3,14.0,10.8,.714,1.000,12,32.5,97,1,2,1,1,-6.9,Andre Miller,1207.0,.497,-5,7,0,3,.778
1,DEN,.333,3,119,0,.333,0.0,20130428,0,6.3,.000,38.7,10.4,1,2,0.0,3,0,4,19.6,15.1,.500,0,4,23.3,66,0,2,0,1,-15.9,JaVale McGee,866.0,.420,-8,4,0,3,1.333
1,DEN,0,0,118,0,0,10.3,20130428,0,6.4,0,0.0,21.2,0,2,0.0,0,0,2,10.0,15.4,1.000,0,2,2.7,236,0,1,1,2,6.6,Kosta Koufos,848.0,1.136,-8,2,0,3,0
0,DEN,1.000,1,109,1,1.000,0.0,20130428,0,0.0,.000,26.6,33.9,1,4,5.7,1,0,1,0.0,16.4,1.000,0,6,18.4,161,0,0,0,2,13.6,Anthony Randolph,531.0,1.087,-2,4,0,2,4.000
