threepar,trb,trb_pct,date,team_abbr,orb_pct,ft,drb_pct,blk,efg_pct,bpm,ast,tov,blk_pct,fta,pf,drtg,ftr,sp,tov_pct,fg,threep,orb,stl_pct,ast_pct,ortg,ft_pct,fg_pct,threep_pct,pm,ts_pct,inactive,stl,usg_pct,pts,fga,threepa,player_name,starter,drb
.000,7,11.8,20061220,TOR,3.5,2,19.2,0,.500,-5.8,0,2,0.0,3,4,108,.375,2144.0,17.7,4,0,1,1.5,0.0,91,.667,.500,0,-9,.536,0,1,15.3,10,8,0,Rasho Nesterović,1,6
.000,0,0.0,20061220,TOR,0.0,6,0.0,0,.333,4.5,9,1,0.0,6,4,111,.500,1751.0,6.4,4,0,0,3.8,58.2,116,1.000,.333,0,-1,.478,0,2,26.0,14,12,0,T.J. Ford,1,0
.200,3,6.5,20061220,TOR,0.0,0,12.4,0,.900,1.5,1,0,0.0,0,3,114,.000,1657.0,0.0,4,1,0,0.0,6.9,176,0,.800,1.000,-5,.900,0,0,8.8,9,5,1,Anthony Parker,1,3
.000,6,18.7,20061220,TOR,6.6,0,29.7,0,.429,-7.9,0,1,0.0,0,1,107,.000,1156.0,12.5,3,0,1,0.0,0.0,80,0,.429,0,-13,.429,0,0,20.1,6,7,0,Joey Graham,1,5
.000,2,9.4,20061220,TOR,19.9,1,0.0,0,.250,-16.4,0,0,0.0,2,4,118,.500,763.0,0.0,1,0,2,0.0,0.0,90,.500,.250,0,-6,.307,0,0,18.6,3,4,0,Kris Humphries,1,0
.500,7,11.5,20061220,TOR,6.9,6,15.6,1,.292,-4.3,0,1,1.6,6,0,112,.500,2191.0,6.4,3,1,2,0.0,0.0,97,1.000,.250,.167,+10,.444,0,0,20.7,13,12,6,Andrea Bargnani,0,5
.400,2,4.0,20061220,TOR,0.0,8,7.7,1,.750,14.4,3,3,2.0,11,3,106,1.100,1778.0,16.8,6,3,0,3.7,21.8,129,.727,.600,.750,+13,.775,0,2,29.2,23,10,4,Fred Jones,0,2
.400,3,8.7,20061220,TOR,0.0,0,16.6,0,.500,-3.1,0,0,0.0,0,0,112,.000,1238.0,0.0,2,1,0,0.0,0.0,100,0,.400,.500,+9,.500,0,0,11.7,5,5,2,Morris Peterson,0,3
.400,1,3.2,20061220,TOR,0.0,2,6.1,0,.500,2.9,4,1,0.0,3,1,116,.300,1128.0,8.1,4,2,0,0.0,46.9,110,.667,.400,.500,+3,.530,0,0,31.7,12,10,4,Darrick Martin,0,1
.000,5,30.5,20061220,TOR,25.6,1,34.8,0,.500,9.4,3,1,0.0,1,2,105,.500,591.0,29.1,1,0,2,0.0,53.9,131,1.000,.500,0,+9,.615,0,0,16.9,3,2,0,P.J. Tucker,0,3
