blk,team_abbr,fg_pct,fga,drtg,stl,efg_pct,ast_pct,date,threep,blk_pct,threepar,tov_pct,drb_pct,fg,ft,stl_pct,tov,starter,pf,orb_pct,trb_pct,ft_pct,threep_pct,pts,usg_pct,ortg,threepa,orb,ast,drb,bpm,player_name,sp,ts_pct,pm,fta,inactive,trb,ftr
0,DAL,.500,8,121,1,.500,62.1,20190407,0,0.0,.250,9.3,9.0,4,4,2.1,1,1,3,0.0,4.3,1.000,.000,12,20.3,140,2,0,10,2,6.8,Jalen Brunson,1420.0,.615,-1,4,0,2,.500
0,DAL,.700,10,119,1,.700,9.1,20190407,0,0.0,.100,0.0,15.0,7,1,2.4,0,1,3,4.6,9.6,.500,.000,15,22.9,137,1,1,1,3,3.1,Dwight Powell,1269.0,.689,-2,2,0,4,.200
0,DAL,.667,9,129,0,.778,9.9,20190407,2,0.0,.333,0.0,0.0,6,2,0.0,0,1,1,5.2,2.7,1.000,.667,16,23.2,159,3,1,1,0,8.7,Justin Jackson,1139.0,.810,-5,2,0,1,.222
0,DAL,.000,3,119,1,.000,6.8,20190407,0,0.0,.333,0.0,12.3,0,0,2.9,0,1,2,0.0,5.9,0,.000,0,7.8,22,1,0,1,2,-13.1,Courtney Lee,1033.0,.000,-6,0,0,2,.000
1,DAL,.200,5,110,0,.200,11.0,20190407,0,8.3,.400,0.0,44.7,1,0,0.0,0,1,0,0.0,21.5,0,.000,2,18.8,54,2,0,1,5,-9.3,Dirk Nowitzki,712.0,.200,+6,0,0,5,.000
0,DAL,.316,19,123,0,.342,10.7,20190407,1,0.0,.474,4.7,21.1,6,3,0.0,1,0,4,9.8,15.2,1.000,.111,16,23.6,95,9,4,3,8,-10.1,Dorian Finney-Smith,2413.0,.394,-4,3,0,12,.158
0,DAL,.429,7,123,0,.571,8.1,20190407,2,0.0,.571,9.0,22.9,3,4,0.0,1,0,2,0.0,11.0,.571,.500,12,15.2,113,4,0,2,7,-4.8,Daryl Macon,1948.0,.595,+6,7,0,7,1.000
4,DAL,.583,12,114,0,.667,15.0,20190407,2,12.3,.417,6.8,20.0,7,3,0.0,1,0,3,9.2,14.4,.750,.400,19,20.6,138,5,3,3,6,7.4,Salah Mejri,1911.0,.690,+4,4,0,9,.333
0,DAL,.500,16,124,1,.563,29.8,20190407,2,0.0,.438,5.1,3.6,8,6,1.7,1,0,4,3.4,3.5,1.000,.286,24,30.0,132,7,1,5,1,4.8,Trey Burke,1750.0,.644,+1,6,0,2,.375
0,DAL,.250,4,124,0,.375,11.4,20190407,1,0.0,.750,14.8,19.3,1,2,0.0,1,0,1,0.0,9.3,.500,.333,5,13.7,87,3,0,2,4,-9.7,Devin Harris,1315.0,.434,-1,4,0,4,1.000
0,DAL,.400,5,126,0,.600,16.7,20190407,2,0.0,.800,0.0,12.8,2,2,0.0,0,0,0,5.9,9.3,1.000,.500,8,15.9,151,4,1,2,2,5.3,Ryan Broekhoff,990.0,.680,+12,2,0,3,.400
1,MEM,.471,17,120,0,.500,47.2,20190407,1,2.2,.294,5.1,30.3,8,3,0.0,1,1,5,0.0,15.7,.750,.200,20,21.2,127,5,0,12,13,0.8,Delon Wright,2530.0,.533,+2,4,0,13,.235
0,MEM,.450,20,121,2,.600,8.2,20190407,6,0.0,.550,4.2,9.3,9,6,2.4,1,1,4,2.5,6.1,1.000,.545,30,25.4,128,11,1,2,4,2.7,Justin Holiday,2522.0,.663,+17,6,0,5,.300
1,MEM,.400,10,119,0,.550,14.7,20190407,3,2.4,.700,15.5,32.3,4,2,0.0,2,1,2,10.7,22.0,1.000,.429,13,14.7,123,7,4,4,13,-0.4,Bruno Caboclo,2367.0,.597,-4,2,0,17,.200
0,MEM,.333,15,128,0,.500,13.6,20190407,5,0.0,.733,11.8,5.7,5,0,0.0,2,1,1,3.1,4.5,0,.455,15,22.5,94,11,1,3,2,-6.8,Tyler Dorsey,2052.0,.500,-12,0,0,3,.000
0,MEM,.571,7,121,1,.571,17.4,20190407,0,0.0,.000,0.0,14.7,4,6,1.9,0,1,2,0.0,7.6,.750,0,14,17.7,147,0,0,3,4,2.3,Ivan Rabb,1607.0,.665,-18,8,0,4,1.143
1,MEM,.200,15,120,1,.267,34.2,20190407,2,3.1,.533,5.9,13.2,3,2,1.7,1,0,2,3.6,8.6,1.000,.250,10,25.7,88,8,1,7,4,-6.1,Chandler Parsons,1779.0,.315,-5,2,0,5,.133
1,MEM,.667,9,124,0,.667,0.0,20190407,0,3.6,.000,0.0,7.5,6,3,0.0,0,0,5,12.2,9.7,.750,0,15,18.6,149,0,3,0,2,-4.1,Tyler Zeller,1569.0,.697,+16,4,0,5,.444
0,MEM,.600,5,127,0,.800,11.8,20190407,2,0.0,.400,0.0,6.8,3,2,0.0,0,0,2,0.0,3.5,1.000,1.000,10,18.4,166,2,0,1,1,4.4,Jevon Carter,868.0,.850,+1,2,0,1,.400
0,MEM,0,0,129,0,0,0.0,20190407,0,0.0,0,0,0.0,0,0,0.0,0,0,1,0.0,0.0,0,0,0,0.0,0,0,0,0,0,-11.3,Julian Washburn,606.0,0,-7,0,0,0,0
0,MEM,0,0,0,0,0,0,20190407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yuta Watanabe,0.0,0,0,0,0,0,0
0,MEM,0,0,0,0,0,0,20190407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mike Conley,0.0,0,0,0,0,0,0
0,MEM,0,0,0,0,0,0,20190407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joakim Noah,0.0,0,0,0,0,0,0
0,DAL,0,0,0,0,0,0,20190407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kostas Antetokounmpo,0.0,0,0,0,1,0,0
0,DAL,0,0,0,0,0,0,20190407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J.J. Barea,0.0,0,0,0,1,0,0
0,DAL,0,0,0,0,0,0,20190407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maxi Kleber,0.0,0,0,0,1,0,0
0,DAL,0,0,0,0,0,0,20190407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kristaps Porziņģis,0.0,0,0,0,1,0,0
0,MEM,0,0,0,0,0,0,20190407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kyle Anderson,0.0,0,0,0,1,0,0
0,MEM,0,0,0,0,0,0,20190407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Avery Bradley,0.0,0,0,0,1,0,0
0,MEM,0,0,0,0,0,0,20190407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dillon Brooks,0.0,0,0,0,1,0,0
0,MEM,0,0,0,0,0,0,20190407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C.J. Miles,0.0,0,0,0,1,0,0
0,MEM,0,0,0,0,0,0,20190407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jonas Valančiūnas,0.0,0,0,0,1,0,0
