threepar,trb,trb_pct,date,team_abbr,orb_pct,ft,drb_pct,blk,efg_pct,bpm,ast,tov,blk_pct,fta,pf,drtg,ftr,sp,tov_pct,fg,threep,orb,stl_pct,ast_pct,ortg,ft_pct,fg_pct,threep_pct,pm,ts_pct,inactive,stl,usg_pct,pts,fga,threepa,player_name,starter,drb
.444,10,18.3,20121103,CHA,8.9,0,33.5,0,.444,-7.3,1,1,0.0,0,2,134,.000,1940.0,5.3,7,2,3,0.0,5.2,99,0,.389,.250,-19,.444,0,0,25.3,16,18,8,Byron Mullens,1,7
.300,3,5.7,20121103,CHA,0.0,2,14.9,0,.400,-3.2,5,1,0.0,2,1,125,.200,1871.0,8.4,4,0,0,4.8,23.4,105,1.000,.400,.000,-17,.460,0,3,16.4,10,10,3,Kemba Walker,1,3
.000,11,21.1,20121103,CHA,21.7,0,20.0,1,.538,-4.7,0,0,2.8,0,3,133,.000,1856.0,0.0,7,0,7,0.0,0.0,130,0,.538,0,-2,.538,0,0,18.1,14,13,0,Brendan Haywood,1,4
.000,5,10.9,20121103,CHA,10.6,5,11.4,1,.500,4.0,2,3,3.2,9,1,114,1.125,1630.0,20.1,4,0,3,9.1,11.1,100,.556,.500,0,+7,.543,0,5,23.7,13,8,0,Michael Kidd-Gilchrist,1,2
.000,3,8.7,20121103,CHA,9.4,3,7.6,0,.222,-10.1,2,1,0.0,4,1,132,.444,1225.0,8.5,2,0,2,2.4,13.7,83,.750,.222,0,-16,.325,0,1,24.8,7,9,0,Gerald Henderson,1,1
.231,4,8.4,20121103,CHA,0.0,5,21.9,0,.654,7.5,5,1,0.0,5,0,135,.385,1694.0,6.2,8,1,0,0.0,33.5,148,1.000,.615,.333,-16,.724,0,0,24.7,22,13,3,Ramon Sessions,0,4
.000,2,6.2,20121103,CHA,0.0,1,16.3,0,.571,-3.2,1,0,0.0,2,3,130,.286,1142.0,0.0,4,0,0,2.6,8.7,123,.500,.571,0,-18,.571,0,1,17.8,9,7,0,Tyrus Thomas,0,2
.167,0,0.0,20121103,CHA,0.0,2,0.0,0,.333,-9.8,1,1,0.0,2,0,132,.333,1139.0,12.7,2,0,0,2.6,7.4,89,1.000,.333,.000,-15,.436,0,1,17.9,6,6,1,Ben Gordon,0,0
.000,0,0.0,20121103,CHA,0.0,0,0.0,0,.000,-14.0,0,1,0.0,0,0,128,.000,651.0,50.0,0,0,0,4.6,0.0,0,0,.000,0,-16,.000,0,1,7.9,0,1,0,Bismack Biyombo,0,0
0,0,0.0,20121103,CHA,0.0,0,0.0,0,0,-10.0,1,0,0.0,0,1,138,0,351.0,0,0,0,0,0.0,21.0,208,0,0,0,-2,0,0,0,0.0,0,0,0,Matt Carroll,0,0
