blk,team_abbr,fg_pct,fga,drtg,stl,efg_pct,ast_pct,date,threep,blk_pct,threepar,tov_pct,drb_pct,fg,ft,stl_pct,tov,starter,pf,orb_pct,trb_pct,ft_pct,threep_pct,pts,usg_pct,ortg,threepa,orb,ast,drb,bpm,player_name,sp,ts_pct,pm,fta,inactive,trb,ftr
3,SAC,.333,9,102,2,.333,11.0,20090228,0,5.6,.000,9.2,24.3,3,1,2.5,1,1,3,10.7,17.1,.500,0,7,11.9,94,0,4,3,8,0.4,Jason Thompson,2498.0,.354,-10,2,0,12,.222
0,SAC,.375,16,112,1,.406,9.4,20090228,1,0.0,.125,17.3,6.8,6,6,1.4,4,1,2,3.0,4.8,.857,.500,19,28.1,91,2,1,2,2,-5.3,Kevin Martin,2245.0,.498,-13,7,0,3,.438
0,SAC,.500,10,111,1,.550,16.5,20090228,1,0.0,.400,26.9,7.9,5,2,1.6,4,1,5,0.0,3.7,1.000,.250,13,21.3,93,4,0,3,2,-4.9,Francisco García,1911.0,.597,-4,2,0,2,.200
1,SAC,.462,13,105,2,.500,6.1,20090228,1,2.5,.385,0.0,12.3,6,1,3.3,0,1,3,0.0,5.8,.500,.200,14,20.6,108,5,0,1,3,2.3,Bobby Jackson,1844.0,.504,-5,2,0,3,.154
0,SAC,.500,4,109,0,.625,20.1,20090228,1,0.0,.250,38.1,48.9,2,0,0.0,3,1,2,9.6,28.1,.000,1.000,5,15.4,83,1,2,3,9,-1.9,Spencer Hawes,1394.0,.512,-11,2,0,11,.500
0,SAC,.571,14,107,2,.607,8.6,20090228,1,0.0,.143,6.7,9.4,8,0,3.8,1,0,2,0.0,4.4,0,.500,17,25.4,114,2,0,1,2,5.1,Rashad McCants,1613.0,.607,-8,0,0,2,.000
0,SAC,.250,8,113,0,.313,17.9,20090228,1,0.0,.375,33.3,19.7,2,0,0.0,4,0,3,8.7,13.8,0,.333,5,21.3,62,3,2,3,4,-11.8,Andrés Nocioni,1541.0,.313,-6,0,0,6,.000
0,SAC,.600,5,109,1,.800,10.4,20090228,2,0.0,.400,14.5,0.0,3,1,3.0,1,0,2,0.0,0.0,.500,1.000,9,18.1,128,2,0,1,0,5.6,Will Solomon,1036.0,.765,-8,2,0,0,.400
0,SAC,.000,1,116,0,.000,0.0,20090228,0,0.0,.000,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,17.2,0,0,0,0,0,-20.9,Donté Greene,159.0,.000,0,0,0,0,.000
0,SAC,0,0,110,0,0,0.0,20090228,0,0.0,0,0,47.7,0,0,0.0,0,0,0,42.1,44.7,0,0,0,0.0,217,0,1,0,1,3.2,Cedric Simmons,159.0,0,0,0,0,2,0
0,SAC,0,0,0,0,0,0,20090228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Calvin Booth,0.0,0,0,0,0,0,0
0,SAC,0,0,0,0,0,0,20090228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ike Diogu,0.0,0,0,0,0,0,0
1,UTA,.556,18,89,4,.583,8.2,20090228,1,1.9,.111,8.5,13.5,10,5,4.9,2,1,1,6.1,10.0,.625,.500,26,26.6,113,2,2,2,5,6.8,Ronnie Brewer,2481.0,.604,+14,8,0,7,.444
0,UTA,.455,11,100,1,.500,48.6,20090228,1,0.0,.273,18.0,3.4,5,5,1.5,3,1,2,0.0,1.8,.833,.333,16,23.5,118,3,0,11,1,2.1,Deron Williams,1988.0,.587,+14,6,0,1,.545
1,UTA,.750,12,91,2,.917,6.6,20090228,4,2.7,.333,0.0,15.4,9,4,3.5,0,1,0,4.4,10.2,.800,1.000,26,22.9,174,4,1,1,4,22.5,Mehmet Okur,1739.0,.915,+7,5,0,5,.417
0,UTA,.600,5,98,0,.600,24.7,20090228,0,0.0,.000,25.4,24.5,3,0,0.0,2,1,1,6.9,16.3,.000,0,6,20.3,89,0,1,3,4,-2.1,Carlos Boozer,1092.0,.510,+2,2,0,5,.400
0,UTA,.333,6,101,0,.333,7.8,20090228,0,0.0,.333,0.0,12.5,2,0,0.0,0,1,3,0.0,6.6,0,.000,4,15.7,76,2,0,1,2,-12.1,C.J. Miles,1073.0,.333,+6,0,0,2,.000
2,UTA,.444,9,83,2,.444,9.6,20090228,0,5.3,.000,0.0,37.5,4,0,3.4,0,0,1,8.5,23.9,0,0,8,14.1,107,0,2,2,10,4.2,Paul Millsap,1788.0,.444,+11,0,0,12,.000
0,UTA,.500,2,100,0,.750,21.9,20090228,1,0.0,1.000,33.3,15.6,1,0,0.0,1,0,4,0.0,8.3,0,.500,3,4.9,130,2,0,5,4,-1.1,Kyle Korver,1713.0,.750,+13,0,0,4,.000
